Festival,Year,Track,Title,Brand,Agency,Category,Award,Product,Permalink
The Loerie Awards,2025,Film,Boneless Bites of Soul,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Bronze,SoulBites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-joe-public-2025-6/
The Loerie Awards,2025,Film,Its the Little Things - Wastebasket Triple Pointer Defeating the Claw Million Dollar Answer,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Campaign Bronze,Super Slider Mix 4,/awards/the_loerie_awards/2025/campaigns/its-the-little-things-wastebasket-triple-pointer-defeating-the-claw-million-dollar-answer-chicken-licken-joe-public-2025/
The Loerie Awards,2025,Film,Incomplete Anthem,EBM,Impact BBDO,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Education,/awards/the_loerie_awards/2025/campaigns/incomplete-anthem-ebm-impact-bbdo-2025/
The Loerie Awards,2025,Film,Its not a bakkie,Toyota South Africa Motors,Publicis Group Africa,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Toyota Hilux,/awards/the_loerie_awards/2025/campaigns/its-not-a-bakkie-toyota-south-africa-motors-publicis-group-africa-2025/
The Loerie Awards,2025,Film,SAB 130,SAB ABInBev,Boundless - The Unlimited Agency Pty Ltd,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Corporate,/awards/the_loerie_awards/2025/campaigns/sab-130-sab-abinbev-boundless-the-unlimited-agency-pty-ltd-2025-2/
The Loerie Awards,2025,Film,WONDERRRR AWAITS,Mazda,Boundless - The Unlimited Agency Pty Ltd,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Mazda CX-60 - CX-30,/awards/the_loerie_awards/2025/campaigns/wonderrrr-awaits-mazda-boundless-the-unlimited-agency-pty-ltd-2025/
The Loerie Awards,2025,Film,Whole World Wide Web,Makro,Accenture Song,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Retail,/awards/the_loerie_awards/2025/campaigns/whole-world-wide-web-makro-accenture-song-2025/
The Loerie Awards,2025,Film,Brand Purpose,Doritos,Accenture Song,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Snacks,/awards/the_loerie_awards/2025/campaigns/brand-purpose-doritos-accenture-song-2025/
The Loerie Awards,2025,Film,Watch Us,MultiChoice SA,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Showmax,/awards/the_loerie_awards/2025/campaigns/watch-us-multichoice-sa-ogilvy-2025/
The Loerie Awards,2025,Film,KFC Box Clever,KFC South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,KFC Box Clever,/awards/the_loerie_awards/2025/campaigns/kfc-box-clever-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Film,Its giving Whisky,Heineken Beverages South Africa,TBWA- Hunt Lascaris,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/its-giving-whisky-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025/
The Loerie Awards,2025,Film,Life on the Mind,Volkswagen South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Tiguan,/awards/the_loerie_awards/2025/campaigns/life-on-the-mind-volkswagen-south-africa-ogilvy-2025/
The Loerie Awards,2025,Film,Live in the Moment Not in the Worry,Santam,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/live-in-the-moment-not-in-the-worry-santam-joe-public-2025/
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Uber Black,/awards/the_loerie_awards/2025/campaigns/youocoll-find-a-reason-uber-joe-public-2025/
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Uber Black,/awards/the_loerie_awards/2025/campaigns/youocoll-find-a-reason-uber-joe-public-2025-2/
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Uber Black,/awards/the_loerie_awards/2025/campaigns/youocoll-find-a-reason-uber-joe-public-2025-3/
The Loerie Awards,2025,Film,Its the Little Things,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Super Slider Mix 4,/awards/the_loerie_awards/2025/campaigns/its-the-little-things-chicken-licken-joe-public-2025-3/
The Loerie Awards,2025,Film,Its the Little Things,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Super Slider Mix 4,/awards/the_loerie_awards/2025/campaigns/its-the-little-things-chicken-licken-joe-public-2025-4/
The Loerie Awards,2025,Film,Blood Legacy,Netflix South Africa,Fairchild Creative,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Blood Legacy Nine Nine TVC,/awards/the_loerie_awards/2025/campaigns/blood-legacy-netflix-south-africa-fairchild-creative-2025/
The Loerie Awards,2025,Film,Lamb Champs,Pick n Pay Retailers Pty Ltd,DUKE ADVERTISING PTY LTD,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Pick n Pay,/awards/the_loerie_awards/2025/campaigns/lamb-champs-pick-n-pay-retailers-pty-ltd-duke-advertising-pty-ltd-2025/
The Loerie Awards,2025,Film,The Homecoming,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo ABOVE 90S,Bronze,Hotwings,/awards/the_loerie_awards/2025/campaigns/the-homecoming-chicken-licken-joe-public-2025/
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,TV CINEMA COMMERCIALS OCo ABOVE 90S,Bronze,Healthcare Services,/awards/the_loerie_awards/2025/campaigns/strangers-king-faisal-specialist-hospital-research-centre-publicis-middle-east-2025/
The Loerie Awards,2025,Film,Zuzu - The Hermit Crab,SCJ,Scholars,TV CINEMA COMMERCIALS OCo ABOVE 90S,Bronze,Corporate,/awards/the_loerie_awards/2025/campaigns/zuzu-the-hermit-crab-scj-scholars-2025/
The Loerie Awards,2025,Film,Get Money Fit,Nedbank,Joe Public,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/get-money-fit-nedbank-joe-public-2025-2/
The Loerie Awards,2025,Film,AInything for the Taste,KFC South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/ainything-for-the-taste-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Film,Chasing the Sunset,The Courier Guy,Freckle Creative Pty Ltd,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,Delivery Service,/awards/the_loerie_awards/2025/campaigns/chasing-the-sunset-the-courier-guy-freckle-creative-pty-ltd-2025/
The Loerie Awards,2025,Film,Cheeseboy,MTN South Africa,MC Saatchi Abel a division of The Up Up Group Pty Ltd,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,MTN,/awards/the_loerie_awards/2025/campaigns/cheeseboy-mtn-south-africa-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025/
The Loerie Awards,2025,Film,YouOCOll Find a Reason - If We Win the Next Point If He Gets a Standing Ovation If We Come First,Uber,Joe Public,ONLINE FILM OCo UP TO 30S,Campaign Bronze,Uber Black,/awards/the_loerie_awards/2025/campaigns/youocoll-find-a-reason-if-we-win-the-next-point-if-he-gets-a-standing-ovation-if-we-come-first-uber-joe-public-2025/
The Loerie Awards,2025,Film,Mongezis Billboard Taxi,SAB ABInBev,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/mongezis-billboard-taxi-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Uber Black,/awards/the_loerie_awards/2025/campaigns/youocoll-find-a-reason-uber-joe-public-2025-4/
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Uber Black,/awards/the_loerie_awards/2025/campaigns/youocoll-find-a-reason-uber-joe-public-2025-5/
The Loerie Awards,2025,Film,Buy Mens It costs less,Nedbank,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Retail,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-9/
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,ONLINE FILM OCo UP TO 30S,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-7/
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,ONLINE FILM OCo UP TO 30S,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-8/
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,ONLINE FILM OCo UP TO 30S,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-9/
The Loerie Awards,2025,Film,The Axe Effect,Axe,FCB Africa,ONLINE FILM OCo UP TO 30S,Finalist,Axe Deodorant,/awards/the_loerie_awards/2025/campaigns/the-axe-effect-axe-fcb-africa-2025/
The Loerie Awards,2025,Film,The Axe Effect,Axe,FCB Africa,ONLINE FILM OCo UP TO 30S,Finalist,Axe Deodorant,/awards/the_loerie_awards/2025/campaigns/the-axe-effect-axe-fcb-africa-2025-2/
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,ONLINE FILM OCo ABOVE 30S,Gold,Fight Night,/awards/the_loerie_awards/2025/campaigns/obsession-general-entertainment-authority-bigtime-creative-shop-2025/
The Loerie Awards,2025,Film,Let There Be Cake,KFC,Bananas,ONLINE FILM OCo ABOVE 30S,Gold,Brand,/awards/the_loerie_awards/2025/campaigns/let-there-be-cake-kfc-bananas-2025/
The Loerie Awards,2025,Film,Hard-working Professionals - Anna Francois Yuto,Nedbank,Joe Public,ONLINE FILM OCo ABOVE 30S,Campaign Gold,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-anna-francois-yuto-nedbank-joe-public-2025/
The Loerie Awards,2025,Film,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,ONLINE FILM OCo ABOVE 30S,Silver,Fight Night,/awards/the_loerie_awards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025/
The Loerie Awards,2025,Film,SAB Sharp,SAB ABInBev,We Are Bizarre Pty Ltd,ONLINE FILM OCo ABOVE 30S,Finalist,SAB Sharp,/awards/the_loerie_awards/2025/campaigns/sab-sharp-sab-abinbev-we-are-bizarre-pty-ltd-2025-3/
The Loerie Awards,2025,Film,Put Your Crown On Ice,SAB ABInBev,We Are Bizarre Pty Ltd,ONLINE FILM OCo ABOVE 30S,Finalist,Black Crown,/awards/the_loerie_awards/2025/campaigns/put-your-crown-on-ice-sab-abinbev-we-are-bizarre-pty-ltd-2025/
The Loerie Awards,2025,Film,SAB Sharp,SAB ABInBev,We Are Bizarre Pty Ltd,ONLINE FILM OCo ABOVE 30S,Finalist,SAB Sharp,/awards/the_loerie_awards/2025/campaigns/sab-sharp-sab-abinbev-we-are-bizarre-pty-ltd-2025-4/
The Loerie Awards,2025,Film,The Great Indian Dunk,NBA,Leo Middle East,ONLINE FILM OCo ABOVE 30S,Finalist,Basketball,/awards/the_loerie_awards/2025/campaigns/the-great-indian-dunk-nba-leo-middle-east-2025/
The Loerie Awards,2025,Film,Hotlap Heist,Red Bull,Iconic Agency Patriot Films,ONLINE FILM OCo ABOVE 30S,Finalist,Red Bull Energy Drink,/awards/the_loerie_awards/2025/campaigns/hotlap-heist-red-bull-iconic-agency-patriot-films-2025/
The Loerie Awards,2025,Film,InkVisible Film,UN Women,Impact BBDO,ONLINE FILM OCo ABOVE 30S,Finalist,Domestic violence hotline,/awards/the_loerie_awards/2025/campaigns/inkvisible-film-un-women-impact-bbdo-2025/
The Loerie Awards,2025,Film,InkVisible Film,UN Women,Impact BBDO,ONLINE FILM OCo ABOVE 30S,Finalist,Domestic violence hotline,/awards/the_loerie_awards/2025/campaigns/inkvisible-film-un-women-impact-bbdo-2025-2/
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,ONLINE FILM OCo ABOVE 30S,Finalist,LIWA INTERNATIONAL FESTIVAL,/awards/the_loerie_awards/2025/campaigns/liwa-deserts-grand-stage-department-of-culture-and-tourism-abu-dhabi-serviceplan-middle-east-fz-llc-2025/
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,ONLINE FILM OCo ABOVE 30S,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-5/
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,ONLINE FILM OCo ABOVE 30S,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-6/
The Loerie Awards,2025,Film,The Lake,Christian Vision,7Films,ONLINE FILM OCo ABOVE 30S,Finalist,Christian Vision,/awards/the_loerie_awards/2025/campaigns/the-lake-christian-vision-7films-2025/
The Loerie Awards,2025,Film,Mongezis Billboard,SAB ABInBev,Joe Public,ONLINE FILM OCo ABOVE 30S,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/mongezis-billboard-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Film,DOVE Real Beauty,DOVE,7Films,ONLINE FILM OCo ABOVE 30S,Finalist,AI REAL BEAUTY,/awards/the_loerie_awards/2025/campaigns/dove-real-beauty-dove-7films-2025/
The Loerie Awards,2025,Film,ENGEL,Sony,7Films,ONLINE FILM OCo ABOVE 30S,Finalist,Sony Burano,/awards/the_loerie_awards/2025/campaigns/engel-sony-7films-2025/
The Loerie Awards,2025,Film,Khuphuka Nathi,Spotify,Machine-,ONLINE FILM OCo ABOVE 30S,Finalist,Spotify Africa,/awards/the_loerie_awards/2025/campaigns/khuphuka-nathi-spotify-machine-2025/
The Loerie Awards,2025,Film,Matchday Meltdown,Showmax,TW Retroviral Grid Worldwide,TV TRAILERS CONTENT PROMOS,Bronze,Showmax Premier League,/awards/the_loerie_awards/2025/campaigns/matchday-meltdown-showmax-tw-retroviral-grid-worldwide-2025-4/
The Loerie Awards,2025,Film,NameThisGolf - Trailer,Volkswagen South Africa,Ogilvy,TV TRAILERS CONTENT PROMOS,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/namethisgolf-trailer-volkswagen-south-africa-ogilvy-2025/
The Loerie Awards,2025,Film,Call of the Kings,General Entertainment Authority,BigTime Creative Shop,TV TRAILERS CONTENT PROMOS,Finalist,Tennis Tournament,/awards/the_loerie_awards/2025/campaigns/call-of-the-kings-general-entertainment-authority-bigtime-creative-shop-2025/
The Loerie Awards,2025,Film,Wasted Food,SAB ABInBev,Joe Public,OTHER SCREENS,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/wasted-food-sab-abinbev-joe-public-2025-4/
The Loerie Awards,2025,Film,The F-Show,Sanlam,Accenture Song,BRANDED CONTENT FILM OCo SINGLE,Bronze,Financial,/awards/the_loerie_awards/2025/campaigns/the-f-show-sanlam-accenture-song-2025-8/
The Loerie Awards,2025,Film,Delivering something Xtra this Christmas,Checkers,99c,BRANDED CONTENT FILM OCo SINGLE,Finalist,Corporate,/awards/the_loerie_awards/2025/campaigns/delivering-something-xtra-this-christmas-checkers-99c-2025/
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,BRANDED CONTENT FILM OCo SINGLE,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-7/
The Loerie Awards,2025,Film,Afrikaraoke,SAB ABINBEV,Joe Public,BRANDED CONTENT FILM OCo SINGLE,Finalist,Castle Milk Stout,/awards/the_loerie_awards/2025/campaigns/afrikaraoke-sab-abinbev-joe-public-2025-4/
The Loerie Awards,2025,Film,FOREVER GOLF,Volkswagen South Africa,Ogilvy,BRANDED CONTENT FILM OCo SERIES,Silver,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025-10/
The Loerie Awards,2025,Film,SuperSport Real World of Champions,SuperSport,Matchstick,BRANDED CONTENT FILM OCo SERIES,Bronze,SuperSport Brand,/awards/the_loerie_awards/2025/campaigns/supersport-real-world-of-champions-supersport-matchstick-2025/
The Loerie Awards,2025,Film,Get Money Fit,Nedbank,Joe Public,BRANDED CONTENT FILM OCo SERIES,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/get-money-fit-nedbank-joe-public-2025-3/
The Loerie Awards,2025,Film,PHFAT - Faces in the Light,PHFAT,LITTLEBIG,MUSIC VIDEOS,Finalist,Faces in the Light Music Video,/awards/the_loerie_awards/2025/campaigns/phfat-faces-in-the-light-phfat-littlebig-2025/
The Loerie Awards,2025,Film,Piki Piki Mabelane,Chicken Licken,Giant Films,DIRECTION,Craft Gold,Food,/awards/the_loerie_awards/2025/campaigns/piki-piki-mabelane-chicken-licken-giant-films-2025/
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,DIRECTION,Craft Gold,40th Birthday,/awards/the_loerie_awards/2025/campaigns/let-there-be-cake-kfc-thailand-carbon-films-2025/
The Loerie Awards,2025,Film,Echoes of the Desert,Literature Publishing Translation Commission,Whizz Film,DIRECTION,Finalist,Saudi Founding Day Holiday,/awards/the_loerie_awards/2025/campaigns/echoes-of-the-desert-literature-publishing-translation-commission-whizz-film-2025/
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,DIRECTION,Finalist,Fight Night,/awards/the_loerie_awards/2025/campaigns/obsession-general-entertainment-authority-bigtime-creative-shop-2025-2/
The Loerie Awards,2025,Film,Hotlap Heist,Red Bull,Iconic Agency Patriot Films,DIRECTION,Finalist,Red Bull Energy Drink,/awards/the_loerie_awards/2025/campaigns/hotlap-heist-red-bull-iconic-agency-patriot-films-2025-2/
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,DIRECTION,Finalist,Healthcare Services,/awards/the_loerie_awards/2025/campaigns/strangers-king-faisal-specialist-hospital-research-centre-publicis-middle-east-2025-2/
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,DIRECTION,Finalist,Chicken Licken Super Slider 4 Mix,/awards/the_loerie_awards/2025/campaigns/waste-paper-basket-claw-chicken-licken-romance-films-pty-ltd-2025/
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,DIRECTION,Finalist,Chicken Licken Super Slider 4 Mix,/awards/the_loerie_awards/2025/campaigns/waste-paper-basket-claw-chicken-licken-romance-films-pty-ltd-2025-2/
The Loerie Awards,2025,Film,Boneless Bites of Soul,Chicken Licken,Romance Films Pty Ltd,DIRECTION,Finalist,Chicken Licken Soul bites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-romance-films-pty-ltd-2025/
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,DIRECTION,Finalist,LIWA INTERNATIONAL FESTIVAL,/awards/the_loerie_awards/2025/campaigns/liwa-deserts-grand-stage-department-of-culture-and-tourism-abu-dhabi-serviceplan-middle-east-fz-llc-2025-2/
The Loerie Awards,2025,Film,Mind on Life,VW,Giant Films,DIRECTION,Finalist,VW Tiguan,/awards/the_loerie_awards/2025/campaigns/mind-on-life-vw-giant-films-2025/
The Loerie Awards,2025,Film,Epic Battles,Concacaf,Scholars,DIRECTION,Finalist,Concacaf Championships Promo,/awards/the_loerie_awards/2025/campaigns/epic-battles-concacaf-scholars-2025/
The Loerie Awards,2025,Film,Incomplete Anthem,EBM,Impact BBDO,DIRECTION,Finalist,Education,/awards/the_loerie_awards/2025/campaigns/incomplete-anthem-ebm-impact-bbdo-2025-2/
The Loerie Awards,2025,Film,NameThisGolf - Trailer,Volkswagen South Africa,Sanaa Films,DIRECTION,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/namethisgolf-trailer-volkswagen-south-africa-sanaa-films-2025/
The Loerie Awards,2025,Film,FOREVER GOLF,Volkswagen South Africa,Sanaa Films,DIRECTION,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-sanaa-films-2025/
The Loerie Awards,2025,Film,BRAND RESET,WOOLWORTHS,DARLING FILMS PTY LTD,DIRECTION,Finalist,WOOLWORTHS BRAND RESET,/awards/the_loerie_awards/2025/campaigns/brand-reset-woolworths-darling-films-pty-ltd-2025/
The Loerie Awards,2025,Film,BOTTOMLESS BUCKET,KFC,DARLING FILMS PTY LTD,DIRECTION,Finalist,KFC,/awards/the_loerie_awards/2025/campaigns/bottomless-bucket-kfc-darling-films-pty-ltd-2025/
The Loerie Awards,2025,Film,ROSSA FESTIVE CAMPAIGN,KFC,DARLING FILMS PTY LTD,DIRECTION,Finalist,KFC ROSSA FESTIVE,/awards/the_loerie_awards/2025/campaigns/rossa-festive-campaign-kfc-darling-films-pty-ltd-2025/
