Festival,Year,Track,Title,Brand,Agency,Category,Award,Product,Permalink
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Now heres a good idea,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/now-heres-a-good-idea-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Not Giving,Heineken Beverages South Africa,TBWA- Hunt Lascaris,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/not-giving-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Save Our Stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Save Our Stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-8/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/hungry-yet-sab-abinbev-joe-public-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hard-working Professionals,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/hungry-yet-sab-abinbev-joe-public-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Boneless Bites of Soul,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SoulBites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-joe-public-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Boneless Bites of Soul,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SoulBites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-joe-public-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Boneless Bites of Soul,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SoulBites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-joe-public-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/hungry-yet-sab-abinbev-joe-public-2025-8/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You Deserve a Beer,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Hansa Pilsener,/awards/the_loerie_awards/2025/campaigns/you-deserve-a-beer-sab-abinbev-joe-public-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You Deserve a Beer,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Hansa Pilsener,/awards/the_loerie_awards/2025/campaigns/you-deserve-a-beer-sab-abinbev-joe-public-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You Deserve a Beer,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Hansa Pilsener,/awards/the_loerie_awards/2025/campaigns/you-deserve-a-beer-sab-abinbev-joe-public-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Extra Licken,/awards/the_loerie_awards/2025/campaigns/you-like-things-chicken-licken-joe-public-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Extra Licken,/awards/the_loerie_awards/2025/campaigns/you-like-things-chicken-licken-joe-public-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Personal Loans,/awards/the_loerie_awards/2025/campaigns/easy-to-get-nedbank-joe-public-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Personal Loans,/awards/the_loerie_awards/2025/campaigns/easy-to-get-nedbank-joe-public-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,FOR THE PAIN YOU CANOCOT NAME,Compral,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pain Tablets,/awards/the_loerie_awards/2025/campaigns/for-the-pain-you-canocot-name-compral-the-odd-number-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,FOR THE PAIN YOU CANOCOT NAME,Compral,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pain Tablets,/awards/the_loerie_awards/2025/campaigns/for-the-pain-you-canocot-name-compral-the-odd-number-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,FOR THE PAIN YOU CANOCOT NAME,Compral,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pain Tablets,/awards/the_loerie_awards/2025/campaigns/for-the-pain-you-canocot-name-compral-the-odd-number-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA,/awards/the_loerie_awards/2025/campaigns/did-i-hear-that-adasa-clockwork-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA,/awards/the_loerie_awards/2025/campaigns/did-i-hear-that-adasa-clockwork-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA,/awards/the_loerie_awards/2025/campaigns/did-i-hear-that-adasa-clockwork-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,A Lesson in Ugandan Efficiency,ABInBev,TBWA-Uganda,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Club Shorty,/awards/the_loerie_awards/2025/campaigns/a-lesson-in-ugandan-efficiency-abinbev-tbwa-uganda-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,A Lesson in Ugandan Efficiency,ABInBev,TBWA-Uganda,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Club Shorty,/awards/the_loerie_awards/2025/campaigns/a-lesson-in-ugandan-efficiency-abinbev-tbwa-uganda-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Corruption Watch,/awards/the_loerie_awards/2025/campaigns/corruption-doesnt-just-steal-money-corruption-watch-avatar-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Coolidges The Desperation Monologue,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards,/awards/the_loerie_awards/2025/campaigns/its-not-you-its-us-j-coolidges-the-desperation-monologue-emirates-nbd-publicis-middle-east-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Goodmans The Solitary Soliloquy,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards,/awards/the_loerie_awards/2025/campaigns/its-not-you-its-us-j-goodmans-the-solitary-soliloquy-emirates-nbd-publicis-middle-east-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Leave it all behind,Renault,Dalmatian Advertising,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Renault Duster,/awards/the_loerie_awards/2025/campaigns/leave-it-all-behind-renault-dalmatian-advertising-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Leave it all behind,Renault,Dalmatian Advertising,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Renault Duster,/awards/the_loerie_awards/2025/campaigns/leave-it-all-behind-renault-dalmatian-advertising-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Leave it all behind,Renault,Dalmatian Advertising,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Renault Duster,/awards/the_loerie_awards/2025/campaigns/leave-it-all-behind-renault-dalmatian-advertising-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security,/awards/the_loerie_awards/2025/campaigns/fraud-is-no-fairy-tale-standard-bank-vml-sa-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security,/awards/the_loerie_awards/2025/campaigns/fraud-is-no-fairy-tale-standard-bank-vml-sa-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security,/awards/the_loerie_awards/2025/campaigns/fraud-is-no-fairy-tale-standard-bank-vml-sa-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security,/awards/the_loerie_awards/2025/campaigns/fraud-is-no-fairy-tale-standard-bank-vml-sa-2025-8/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Dish Soap,Bic Pens,Boundless - The Unlimited Agency Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pens,/awards/the_loerie_awards/2025/campaigns/dish-soap-bic-pens-boundless-the-unlimited-agency-pty-ltd-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Ugly Car,RAM,Lion Communication FZ - LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,RAM,/awards/the_loerie_awards/2025/campaigns/ugly-car-ram-lion-communication-fz-llc-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Financial Freedom,RAM,Lion Communication FZ - LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,RAM,/awards/the_loerie_awards/2025/campaigns/financial-freedom-ram-lion-communication-fz-llc-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,That RAM Guy,RAM,Lion Communication FZ - LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,RAM,/awards/the_loerie_awards/2025/campaigns/that-ram-guy-ram-lion-communication-fz-llc-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Afrikaraoke,SAB ABINBEV,Howard Audio,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Castle Milk Stout,/awards/the_loerie_awards/2025/campaigns/afrikaraoke-sab-abinbev-howard-audio-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money - Michael Komape Life Esidimeni,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Gold,Corruption Watch,/awards/the_loerie_awards/2025/campaigns/corruption-doesnt-just-steal-money-michael-komape-life-esidimeni-corruption-watch-avatar-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Personal Loans,/awards/the_loerie_awards/2025/campaigns/easy-to-get-nedbank-joe-public-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Party now Peri later,Nandos,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Nandos,/awards/the_loerie_awards/2025/campaigns/party-now-peri-later-nandos-vml-sa-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things - Angry in English Clapping for the pilot,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Sides,/awards/the_loerie_awards/2025/campaigns/you-like-things-angry-in-english-clapping-for-the-pilot-chicken-licken-joe-public-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,i-Family Meeting,Panarottis,Mullen Lowe South Africa,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Panarottis Pizza,/awards/the_loerie_awards/2025/campaigns/i-family-meeting-panarottis-mullen-lowe-south-africa-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Sides,/awards/the_loerie_awards/2025/campaigns/you-like-things-chicken-licken-joe-public-2025-8/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Sides,/awards/the_loerie_awards/2025/campaigns/you-like-things-chicken-licken-joe-public-2025-9/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Coolidges The Desperation Monologue,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards,/awards/the_loerie_awards/2025/campaigns/its-not-you-its-us-j-coolidges-the-desperation-monologue-emirates-nbd-publicis-middle-east-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Goodmans The Solitary Soliloquy,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards,/awards/the_loerie_awards/2025/campaigns/its-not-you-its-us-j-goodmans-the-solitary-soliloquy-emirates-nbd-publicis-middle-east-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Corruption Watch,/awards/the_loerie_awards/2025/campaigns/corruption-doesnt-just-steal-money-corruption-watch-avatar-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Corruption Watch,/awards/the_loerie_awards/2025/campaigns/corruption-doesnt-just-steal-money-corruption-watch-avatar-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Party now Peri later,Nandos,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Nandos,/awards/the_loerie_awards/2025/campaigns/party-now-peri-later-nandos-vml-sa-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Party now Peri later,Nandos,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Nandos,/awards/the_loerie_awards/2025/campaigns/party-now-peri-later-nandos-vml-sa-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Love Me Tender,/awards/the_loerie_awards/2025/campaigns/love-is-not-make-sure-chicken-licken-joe-public-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Itory,Absa,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Absa Personal Loans,/awards/the_loerie_awards/2025/campaigns/itory-absa-avatar-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,AwOCOvume uthi tea,Trinco,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Trinco Tea,/awards/the_loerie_awards/2025/campaigns/awocovume-uthi-tea-trinco-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender,/awards/the_loerie_awards/2025/campaigns/love-is-not-make-sure-chicken-licken-joe-public-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Nkomo Nyoni,Knorrox,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Knorrox,/awards/the_loerie_awards/2025/campaigns/nkomo-nyoni-knorrox-avatar-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Nkomo Nyoni,Knorrox,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Knorrox,/awards/the_loerie_awards/2025/campaigns/nkomo-nyoni-knorrox-avatar-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Itory,Absa,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Absa Personal Loans,/awards/the_loerie_awards/2025/campaigns/itory-absa-avatar-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,AwOCOvume uthi tea,Trinco,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Trinco Tea,/awards/the_loerie_awards/2025/campaigns/awocovume-uthi-tea-trinco-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,AwOCOvume uthi tea,Trinco,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Trinco Tea,/awards/the_loerie_awards/2025/campaigns/awocovume-uthi-tea-trinco-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Armoured vehicle service,/awards/the_loerie_awards/2025/campaigns/big-threats-turned-small-armoured-mobility-avatar-2025-3/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Armoured vehicle service,/awards/the_loerie_awards/2025/campaigns/big-threats-turned-small-armoured-mobility-avatar-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,seSotho ke seJapane,Isuzu,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Isuzu Trucks,/awards/the_loerie_awards/2025/campaigns/sesotho-ke-sejapane-isuzu-avatar-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Surprisingly Good,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/surprisingly-good-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender,/awards/the_loerie_awards/2025/campaigns/love-is-not-make-sure-chicken-licken-joe-public-2025-6/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender,/awards/the_loerie_awards/2025/campaigns/love-is-not-make-sure-chicken-licken-joe-public-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender,/awards/the_loerie_awards/2025/campaigns/love-is-not-make-sure-chicken-licken-joe-public-2025-8/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Rich-Hate,Primedia Studios,distrikt 9,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Wheel Of Fortune,/awards/the_loerie_awards/2025/campaigns/rich-hate-primedia-studios-distrikt-9-2025-4/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,In-Snore Coupons,SleepZone,Impact BBDO,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,SleepZone,/awards/the_loerie_awards/2025/campaigns/in-snore-coupons-sleepzone-impact-bbdo-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Standard Bank Banking App,/awards/the_loerie_awards/2025/campaigns/the-undercover-ad-standard-bank-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-8/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Standard Bank Banking App,/awards/the_loerie_awards/2025/campaigns/the-undercover-ad-standard-bank-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-9/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Standard Bank Banking App,/awards/the_loerie_awards/2025/campaigns/the-undercover-ad-standard-bank-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-10/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Heart Screenings,/awards/the_loerie_awards/2025/campaigns/check-my-beat-heart-health-tracks-heart-sa-mccann-worldgroup-south-africa-pty-ltd-t-a-mccann-joburg-2025-7/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small - Kidnap ka time time Warehouse namba namba,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Armoured vehicle service,/awards/the_loerie_awards/2025/campaigns/big-threats-turned-small-kidnap-ka-time-time-warehouse-namba-namba-armoured-mobility-avatar-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet - Steak Steaking Pasta Pastaring Stir-fry Stir-frying,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Flying Fish,/awards/the_loerie_awards/2025/campaigns/hungry-yet-steak-steaking-pasta-pastaring-stir-fry-stir-frying-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Armoured vehicle service,/awards/the_loerie_awards/2025/campaigns/big-threats-turned-small-armoured-mobility-avatar-2025-5/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Your Money Is Not Thinking Straight,Momentum,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Savings,/awards/the_loerie_awards/2025/campaigns/your-money-is-not-thinking-straight-momentum-the-odd-number-2025-2/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Surprisingly Different,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/surprisingly-different-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/hungry-yet-sab-abinbev-joe-public-2025-9/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/hungry-yet-sab-abinbev-joe-public-2025-10/
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Surprisingly Good,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/surprisingly-good-sab-abinbev-joe-public-2025-2/
The Loerie Awards,2025,Film,KFC Bottomless Bucket,KFC South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Silver,KFC Buckets,/awards/the_loerie_awards/2025/campaigns/kfc-bottomless-bucket-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Film,Mr Indecisive,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Silver,Soul Square MealOao,/awards/the_loerie_awards/2025/campaigns/mr-indecisive-chicken-licken-joe-public-2025/
The Loerie Awards,2025,Film,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,TV CINEMA COMMERCIALS OCo UP TO 90S,Bronze,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-9/
