Festival,Year,Track,Title,Brand,Agency,Category,Award,Product
The Loerie Awards,2025,Film,Hotlap Heist,Red Bull,Iconic Agency Patriot Films,ONLINE FILM OCo ABOVE 30S,Finalist,Red Bull Energy Drink
The Loerie Awards,2025,Film,InkVisible Film,UN Women,Impact BBDO,ONLINE FILM OCo ABOVE 30S,Finalist,Domestic violence hotline
The Loerie Awards,2025,Film,InkVisible Film,UN Women,Impact BBDO,ONLINE FILM OCo ABOVE 30S,Finalist,Domestic violence hotline
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,ONLINE FILM OCo ABOVE 30S,Finalist,LIWA INTERNATIONAL FESTIVAL
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,ONLINE FILM OCo ABOVE 30S,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,ONLINE FILM OCo ABOVE 30S,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,The Lake,Christian Vision,7Films,ONLINE FILM OCo ABOVE 30S,Finalist,Christian Vision
The Loerie Awards,2025,Film,Mongezis Billboard,SAB ABInBev,Joe Public,ONLINE FILM OCo ABOVE 30S,Finalist,Flying Fish
The Loerie Awards,2025,Film,DOVE Real Beauty,DOVE,7Films,ONLINE FILM OCo ABOVE 30S,Finalist,AI REAL BEAUTY
The Loerie Awards,2025,Film,ENGEL,Sony,7Films,ONLINE FILM OCo ABOVE 30S,Finalist,Sony Burano
The Loerie Awards,2025,Film,Khuphuka Nathi,Spotify,Machine-,ONLINE FILM OCo ABOVE 30S,Finalist,Spotify Africa
The Loerie Awards,2025,Film,Matchday Meltdown,Showmax,TW Retroviral Grid Worldwide,TV TRAILERS CONTENT PROMOS,Bronze,Showmax Premier League
The Loerie Awards,2025,Film,NameThisGolf - Trailer,Volkswagen South Africa,Ogilvy,TV TRAILERS CONTENT PROMOS,Finalist,Golf
The Loerie Awards,2025,Film,Call of the Kings,General Entertainment Authority,BigTime Creative Shop,TV TRAILERS CONTENT PROMOS,Finalist,Tennis Tournament
The Loerie Awards,2025,Film,Wasted Food,SAB ABInBev,Joe Public,OTHER SCREENS,Finalist,Flying Fish
The Loerie Awards,2025,Film,The F-Show,Sanlam,Accenture Song,BRANDED CONTENT FILM OCo SINGLE,Bronze,Financial
The Loerie Awards,2025,Film,Delivering something Xtra this Christmas,Checkers,99c,BRANDED CONTENT FILM OCo SINGLE,Finalist,Corporate
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,BRANDED CONTENT FILM OCo SINGLE,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Afrikaraoke,SAB ABINBEV,Joe Public,BRANDED CONTENT FILM OCo SINGLE,Finalist,Castle Milk Stout
The Loerie Awards,2025,Film,FOREVER GOLF,Volkswagen South Africa,Ogilvy,BRANDED CONTENT FILM OCo SERIES,Silver,Golf
The Loerie Awards,2025,Film,SuperSport Real World of Champions,SuperSport,Matchstick,BRANDED CONTENT FILM OCo SERIES,Bronze,SuperSport Brand
The Loerie Awards,2025,Film,Get Money Fit,Nedbank,Joe Public,BRANDED CONTENT FILM OCo SERIES,Finalist,Brand
The Loerie Awards,2025,Film,PHFAT - Faces in the Light,PHFAT,LITTLEBIG,MUSIC VIDEOS,Finalist,Faces in the Light Music Video
The Loerie Awards,2025,Film,Piki Piki Mabelane,Chicken Licken,Giant Films,DIRECTION,Craft Gold,Food
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,DIRECTION,Craft Gold,40th Birthday
The Loerie Awards,2025,Film,Echoes of the Desert,Literature Publishing Translation Commission,Whizz Film,DIRECTION,Finalist,Saudi Founding Day Holiday
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,DIRECTION,Finalist,Fight Night
The Loerie Awards,2025,Film,Hotlap Heist,Red Bull,Iconic Agency Patriot Films,DIRECTION,Finalist,Red Bull Energy Drink
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,DIRECTION,Finalist,Healthcare Services
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,DIRECTION,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,DIRECTION,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,Boneless Bites of Soul,Chicken Licken,Romance Films Pty Ltd,DIRECTION,Finalist,Chicken Licken Soul bites
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,DIRECTION,Finalist,LIWA INTERNATIONAL FESTIVAL
The Loerie Awards,2025,Film,Mind on Life,VW,Giant Films,DIRECTION,Finalist,VW Tiguan
The Loerie Awards,2025,Film,Epic Battles,Concacaf,Scholars,DIRECTION,Finalist,Concacaf Championships Promo
The Loerie Awards,2025,Film,Incomplete Anthem,EBM,Impact BBDO,DIRECTION,Finalist,Education
The Loerie Awards,2025,Film,NameThisGolf - Trailer,Volkswagen South Africa,Sanaa Films,DIRECTION,Finalist,Golf
The Loerie Awards,2025,Film,FOREVER GOLF,Volkswagen South Africa,Sanaa Films,DIRECTION,Finalist,Golf
The Loerie Awards,2025,Film,BRAND RESET,WOOLWORTHS,DARLING FILMS PTY LTD,DIRECTION,Finalist,WOOLWORTHS BRAND RESET
The Loerie Awards,2025,Film,BOTTOMLESS BUCKET,KFC,DARLING FILMS PTY LTD,DIRECTION,Finalist,KFC
The Loerie Awards,2025,Film,ROSSA FESTIVE CAMPAIGN,KFC,DARLING FILMS PTY LTD,DIRECTION,Finalist,KFC ROSSA FESTIVE
The Loerie Awards,2025,Film,SAVE OUR STAY,CITY LODGE,DARLING FILMS PTY LTD,DIRECTION,Finalist,CITY LODGE
The Loerie Awards,2025,Film,The Homecoming,Chicken Licken,Plank Film Productions,DIRECTION,Finalist,Hotwings
The Loerie Awards,2025,Film,ITS NOT JUST A BAKKIE,TOYOTA,Patriot Films,DIRECTION,Finalist,Automotive
The Loerie Awards,2025,Film,Zulu With Us,Spotify South Africa,Patriot Films,DIRECTION,Finalist,Digital music streaming service
The Loerie Awards,2025,Film,SDPF3 The Heist,Super Dragon Punch Force 3 - Talent Digital Art,Patriot Films,DIRECTION,Finalist,Gaming
The Loerie Awards,2025,Film,KAIIA Anything for the taste,KFC,Carbon Films,DIRECTION,Finalist,Brand
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,DIRECTION,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Watch Us,Showmax,FORT,DIRECTION,Finalist,Showmax
The Loerie Awards,2025,Film,The Great Indian Dunk,NBA,Leo Middle East,DIRECTION,Finalist,Basketball
The Loerie Awards,2025,Film,DGDA Founding Day,Diriyah Gate Development Authority,Purple Brain,DIRECTION,Finalist,Saudi Founding Day
The Loerie Awards,2025,Film,Piki Piki Mabelane,Chicken Licken,Giant Films,CINEMATOGRAPHY,Craft Certificate,Food
The Loerie Awards,2025,Film,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,CINEMATOGRAPHY,Craft Certificate,Fight Night
The Loerie Awards,2025,Film,The Great Indian Dunk,NBA,Leo Middle East,CINEMATOGRAPHY,Finalist,Basketball
The Loerie Awards,2025,Film,SDPF3 The Heist,Super Dragon Punch Force 3 - Talent Digital Art,Patriot Films,CINEMATOGRAPHY,Finalist,Gaming
The Loerie Awards,2025,Film,ITS NOT JUST A BAKKIE,TOYOTA,Patriot Films,CINEMATOGRAPHY,Finalist,Automotive
The Loerie Awards,2025,Film,Zulu With Us,Spotify South Africa,Patriot Films,CINEMATOGRAPHY,Finalist,Digital music streaming service
The Loerie Awards,2025,Film,The Lake,Christian Vision,7Films,CINEMATOGRAPHY,Finalist,Christian Vision
The Loerie Awards,2025,Film,Originals Anthem,KFC,Patriot Films,CINEMATOGRAPHY,Finalist,Foods-Restaurant-Fast Food
The Loerie Awards,2025,Film,Made For You,Spotify Africa,Patriot Films,CINEMATOGRAPHY,Finalist,Digital music streaming service
The Loerie Awards,2025,Film,The Homecoming,Chicken Licken,Plank Film Productions,CINEMATOGRAPHY,Finalist,Hotwings
The Loerie Awards,2025,Film,BOTTOMLESS BUCKET,KFC,DARLING FILMS PTY LTD,CINEMATOGRAPHY,Finalist,KFC
The Loerie Awards,2025,Film,ROSSA FESTIVE CAMPAIGN,KFC,DARLING FILMS PTY LTD,CINEMATOGRAPHY,Finalist,KFC ROSSA FESTIVE
The Loerie Awards,2025,Film,BRAND RESET,WOOLWORTHS,DARLING FILMS PTY LTD,CINEMATOGRAPHY,Finalist,WOOLWORTHS BRAND RESET
The Loerie Awards,2025,Film,KAIIA Anything for the taste,KFC,Carbon Films,CINEMATOGRAPHY,Finalist,Brand
The Loerie Awards,2025,Film,Here Now,Generali,Bioscope Films,CINEMATOGRAPHY,Finalist,Insurance
The Loerie Awards,2025,Film,Bringing Light To Your Life,Sonnenglas,Bioscope Films,CINEMATOGRAPHY,Finalist,Sonnenglas
The Loerie Awards,2025,Film,Mind on Life,VW,Giant Films,CINEMATOGRAPHY,Finalist,VW Tiguan
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,CINEMATOGRAPHY,Finalist,LIWA INTERNATIONAL FESTIVAL
The Loerie Awards,2025,Film,Boneless Bites of Soul,Chicken Licken,Romance Films Pty Ltd,CINEMATOGRAPHY,Finalist,Chicken Licken Soul bites
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,CINEMATOGRAPHY,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,CINEMATOGRAPHY,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,GetMoneyFit,Nedbank,Romance Films Pty Ltd,CINEMATOGRAPHY,Finalist,Nedbank
The Loerie Awards,2025,Film,Roam Like Home,e,Saatchi Saatchi Middle East,CINEMATOGRAPHY,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Film,Hotlap Heist,Red Bull,Iconic Agency Patriot Films,CINEMATOGRAPHY,Finalist,Red Bull Energy Drink
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,CINEMATOGRAPHY,Finalist,Fight Night
The Loerie Awards,2025,Film,Hard-Working Professionals,Nedbank,Joe Public,WRITING,Craft Gold,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,The F-Show,Sanlam,Accenture Song,WRITING,Craft Certificate,Financial
The Loerie Awards,2025,Film,Post-Sale Heartache,HOME CENTRE,Leo Middle East,WRITING,Finalist,Home Centre
The Loerie Awards,2025,Film,Post-Sale Heartache,Home Centre,Leo Middle East,WRITING,Finalist,Furniture
The Loerie Awards,2025,Film,Post-Sale Heartache,Home Centre,Leo Middle East,WRITING,Finalist,Furniture
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,WRITING,Finalist,Healthcare Services
The Loerie Awards,2025,Film,Its not you Its us - J Goodmans The Solitary Soliloquy,Emirates NBD,Publicis Middle East,WRITING,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Film,Whole World Wide Web,Makro,Accenture Song,WRITING,Finalist,Retail
The Loerie Awards,2025,Film,Let There Be Cake,KFC,Bananas,WRITING,Finalist,Brand
The Loerie Awards,2025,Film,KFC Box Clever,KFC South Africa,Ogilvy,WRITING,Finalist,KFC Box Clever
The Loerie Awards,2025,Film,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,WRITING,Finalist,City Lodge Hotels
The Loerie Awards,2025,Film,GottaGetAVivo - Gen Battle,Volkswagen South Africa,Ogilvy,WRITING,Finalist,Polo Vivo
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,WRITING,Finalist,Savanna Cider
The Loerie Awards,2025,Film,Its giving Whisky,Heineken Beverages South Africa,TBWA- Hunt Lascaris,WRITING,Finalist,Savanna Cider
The Loerie Awards,2025,Film,Cheetos Pants Film,Cheetos,Impact BBDO,WRITING,Finalist,Cheetos
The Loerie Awards,2025,Film,Hard-Working Professionals,Nedbank,Joe Public,WRITING,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Hard-Working Professionals,Nedbank,Joe Public,WRITING,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Get Money Fit,Nedbank,Joe Public,WRITING,Finalist,Brand
The Loerie Awards,2025,Film,Wasted Food,SAB ABinBev,Joe Public,WRITING,Finalist,Flying Fish
The Loerie Awards,2025,Film,Piki Piki Mabelane,Chicken Licken,Giant Films,PRODUCTION DESIGN,Craft Certificate,Food
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,PRODUCTION DESIGN,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,PRODUCTION DESIGN,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,JENNYFER,JENNYFER,CIRCUS,PRODUCTION DESIGN,Finalist,Fashion
The Loerie Awards,2025,Film,Keep Growing,Standard Bank,Giant Films,PRODUCTION DESIGN,Finalist,Banking
The Loerie Awards,2025,Film,Bring Your Impossible,UAE Government Media Office,Impact BBDO,PRODUCTION DESIGN,Finalist,UAE
The Loerie Awards,2025,Film,Escape Black Friday,Etihad Airways,Impact BBDO,PRODUCTION DESIGN,Finalist,Etihad Airways
The Loerie Awards,2025,Film,Ndiphiwe Oliphant,SAB Sharp,Bioscope Films,PRODUCTION DESIGN,Finalist,Dont Drink and Drive
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,PRODUCTION DESIGN,Finalist,40th Birthday
The Loerie Awards,2025,Film,Originals Anthem,KFC,Patriot Films,PRODUCTION DESIGN,Finalist,Foods-Restaurant-Fast Food
The Loerie Awards,2025,Film,DGDA Founding Day,Diriyah Gate Development Authority,Purple Brain,PRODUCTION DESIGN,Finalist,Saudi Founding Day
The Loerie Awards,2025,Film,New Tiguan SUV Ad,Volkswagen,Chocolate Tribe,ANIMATION,Finalist,Tiguan
The Loerie Awards,2025,Film,Call of the Kings,General Entertainment Authority,BigTime Creative Shop,ANIMATION,Finalist,Tennis Tournament
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,SPECIAL VISUAL EFFECTS,Craft Certificate,Fight Night
The Loerie Awards,2025,Film,Bring Your Impossible,UAE Government Media Office,Impact BBDO,SPECIAL VISUAL EFFECTS,Finalist,UAE
The Loerie Awards,2025,Film,Stru,SAB AB INBEV,Promise,SPECIAL VISUAL EFFECTS,Finalist,Castle Double Malt
The Loerie Awards,2025,Film,Come Back to me,Home Centre,Leo Middle East,SPECIAL VISUAL EFFECTS,Finalist,Furniture
The Loerie Awards,2025,Film,Go For More launch,e,Saatchi Saatchi Middle East,SPECIAL VISUAL EFFECTS,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Film,New Tiguan SUV Ad,Volkswagen,Chocolate Tribe,SPECIAL VISUAL EFFECTS,Finalist,Tiguan
The Loerie Awards,2025,Film,Call of the Kings,General Entertainment Authority,BigTime Creative Shop,SPECIAL VISUAL EFFECTS,Finalist,Tennis Tournament
The Loerie Awards,2025,Film,Whole World Wide Web,Makro,Accenture Song,SPECIAL VISUAL EFFECTS,Finalist,Retail
The Loerie Awards,2025,Film,GottaGetAVivo - Slow Encounters,Volkswagen South Africa,Ogilvy,SPECIAL VISUAL EFFECTS,Finalist,Polo Vivo
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,SPECIAL VISUAL EFFECTS,Finalist,40th Birthday
The Loerie Awards,2025,Film,KAIIA Anything for the taste,KFC,Carbon Films,SPECIAL VISUAL EFFECTS,Finalist,Brand
The Loerie Awards,2025,Film,BOTTOMLESS BUCKET,KFC,DARLING FILMS PTY LTD,EDITING,Craft Certificate,KFC
The Loerie Awards,2025,Film,Put Your Crown On Ice,SAB ABInBev,We Are Bizarre Pty Ltd,EDITING,Finalist,Black Crown
The Loerie Awards,2025,Film,The Great Indian Dunk,NBA,Leo Middle East,EDITING,Finalist,Basketball
The Loerie Awards,2025,Film,SDPF3 The Heist,Super Dragon Punch Force 3 - Talent Digital Art,Patriot Films,EDITING,Finalist,Gaming
The Loerie Awards,2025,Film,The Lake,Christian Vision,7Films,EDITING,Finalist,Christian Vision
The Loerie Awards,2025,Film,Nedbank Travel Card,Nedbank,7Films,EDITING,Finalist,Travel Insurance
The Loerie Awards,2025,Film,Originals Anthem,KFC,Patriot Films,EDITING,Finalist,Foods-Restaurant-Fast Food
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,EDITING,Finalist,40th Birthday
The Loerie Awards,2025,Film,Forever Golf Trailer,Volkswagen South Africa,Ogilvy,EDITING,Finalist,Golf
The Loerie Awards,2025,Film,Piki Piki Mabelane,Chicken Licken,Giant Films,EDITING,Finalist,Food
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,EDITING,Finalist,LIWA INTERNATIONAL FESTIVAL
The Loerie Awards,2025,Film,GetMoneyFit,Nedbank,Romance Films Pty Ltd,EDITING,Finalist,Nedbank
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,MUSIC,Craft Certificate,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,Zulu With Us,Spotify South Africa,Patriot Films,MUSIC,Craft Certificate,Digital music streaming service
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,MUSIC,Finalist,Chicken Licken Super Slider 4 Mix
The Loerie Awards,2025,Film,GetMoneyFit,Nedbank,Pressure Cooker Studios,MUSIC,Finalist,Nedbank
The Loerie Awards,2025,Film,InkVisible,UN Women,Impact BBDO,MUSIC,Finalist,Domestic violence hotline
The Loerie Awards,2025,Film,WONDERRRR AWAITS,Mazda,Boundless - The Unlimited Agency Pty Ltd,MUSIC,Finalist,Mazda CX-60 - CX-30
The Loerie Awards,2025,Film,BOTTOMLESS BUCKET,KFC,DARLING FILMS PTY LTD,MUSIC,Finalist,KFC
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Originals Anthem,KFC,Patriot Films,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Foods-Restaurant-Fast Food
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Let the be cake,KFC,Howard Audio,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,KFC
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,ITS NOT JUST A BAKKIE,TOYOTA,Patriot Films,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Automotive
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Great Indian Dunk,NBA,Leo Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Basketball
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Smarta with Data,Airtel,The Partnership PUBLICIS,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Telecommunication
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,BEST USE OF LICENCED MUSIC,Craft Gold,Fight Night
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,BEST USE OF LICENCED MUSIC,Craft Certificate,Healthcare Services
The Loerie Awards,2025,Film,Mr Indecisive,Chicken Licken,Joe Public,BEST USE OF LICENCED MUSIC,Craft Certificate,SoulSquare Meal
The Loerie Awards,2025,Film,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,BEST USE OF LICENCED MUSIC,Finalist,Fight Night
The Loerie Awards,2025,Film,The Needed Space,ItsHerWay,Saatch Saatchi Middle East,BEST USE OF LICENCED MUSIC,Finalist,B2B purpose-driven initiative
The Loerie Awards,2025,Film,Mind on Life,VW,Giant Films,BEST USE OF LICENCED MUSIC,Finalist,VW Tiguan
The Loerie Awards,2025,Film,Showmax - Watch Us,Showmax,Hey Papa Legend,BEST USE OF LICENCED MUSIC,Finalist,Showmax
The Loerie Awards,2025,Film,Summer Break Insta,KFC,Patriot Films,BEST USE OF LICENCED MUSIC,Finalist,FOOD-RESTAURANTS-FASTFOOD
The Loerie Awards,2025,Film,Summer Break Braai,KFC,Patriot Films,BEST USE OF LICENCED MUSIC,Finalist,FOOD-RESTAURANTS-FASTFOOD
The Loerie Awards,2025,Film,Summer Break Tan,KFC,Patriot Films,BEST USE OF LICENCED MUSIC,Finalist,FOOD-RESTAURANTS-FASTFOOD
The Loerie Awards,2025,Film,Christmas is better together - Checkers South Africa,Checkers,The Digital Republic T-A Audio Militia,BEST USE OF LICENCED MUSIC,Finalist,Checkers Christmas Production
The Loerie Awards,2025,Film,Piki Piki Mabelane,Chicken Licken,Giant Films,PERFORMANCE,Grand Prix,Food
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,PERFORMANCE,Craft Certificate,Fight Night
The Loerie Awards,2025,Film,POST-SALE HEARTACHE,HOME CENTRE,LEO MIDDLE EAST,PERFORMANCE,Finalist,HOME DECOR AND FURNITURE
The Loerie Awards,2025,Film,POST-SALE HEARTACHE,HOME CENTRE,LEO MIDDLE EAST,PERFORMANCE,Finalist,HOME DECOR AND FURNITURE
The Loerie Awards,2025,Film,POST-SALE HEARTACHE,HOME CENTRE,LEO MIDDLE EAST,PERFORMANCE,Finalist,HOME DECOR AND FURNITURE
The Loerie Awards,2025,Film,ITS NOT JUST A BAKKIE,TOYOTA,Patriot Films,PERFORMANCE,Finalist,Automotive
The Loerie Awards,2025,Film,ENGEL,Sony,7Films,PERFORMANCE,Finalist,Sony Burano
The Loerie Awards,2025,Film,The Homecoming,Chicken Licken,Plank Film Productions,PERFORMANCE,Finalist,Hotwings
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,PERFORMANCE,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,PERFORMANCE,Finalist,40th Birthday
