Festival,Year,Track,Title,Brand,Agency,Category,Award,Product
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABinBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Coolidges The Desperation Monologue,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Goodmans The Solitary Soliloquy,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get - Cant Get Get Together Getaway,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Gold,Personal Loans
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money - Michael Komape Life Esidimeni,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Gold,Corruption Watch
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Corruption Watch
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things - Rating WhatsApp calls Clapping for the pilot Angry in English,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Extra Licken
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Not Giving,Heineken Beverages South Africa,TBWA- Hunt Lascaris,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Savanna Cider
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Now heres a good idea,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Now heres a good idea,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Now heres a good idea,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Not Giving,Heineken Beverages South Africa,TBWA- Hunt Lascaris,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Savanna Cider
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Save Our Stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Save Our Stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,City Lodge Hotels
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hard-working Professionals,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Nedbank Platinum Credit Card
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Boneless Bites of Soul,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SoulBites
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Boneless Bites of Soul,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SoulBites
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Boneless Bites of Soul,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SoulBites
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You Deserve a Beer,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Hansa Pilsener
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You Deserve a Beer,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Hansa Pilsener
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You Deserve a Beer,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Hansa Pilsener
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Extra Licken
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Extra Licken
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Personal Loans
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Personal Loans
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,FOR THE PAIN YOU CANOCOT NAME,Compral,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pain Tablets
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,FOR THE PAIN YOU CANOCOT NAME,Compral,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pain Tablets
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,FOR THE PAIN YOU CANOCOT NAME,Compral,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pain Tablets
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,A Lesson in Ugandan Efficiency,ABInBev,TBWA-Uganda,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Club Shorty
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,A Lesson in Ugandan Efficiency,ABInBev,TBWA-Uganda,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Club Shorty
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Corruption Watch
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Coolidges The Desperation Monologue,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Goodmans The Solitary Soliloquy,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Leave it all behind,Renault,Dalmatian Advertising,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Renault Duster
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Leave it all behind,Renault,Dalmatian Advertising,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Renault Duster
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Leave it all behind,Renault,Dalmatian Advertising,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Renault Duster
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Fraud is no Fairy Tale,Standard Bank,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Banking security
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Dish Soap,Bic Pens,Boundless - The Unlimited Agency Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pens
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Ugly Car,RAM,Lion Communication FZ - LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,RAM
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Financial Freedom,RAM,Lion Communication FZ - LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,RAM
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,That RAM Guy,RAM,Lion Communication FZ - LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,RAM
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Afrikaraoke,SAB ABINBEV,Howard Audio,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Castle Milk Stout
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money - Michael Komape Life Esidimeni,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Gold,Corruption Watch
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Easy To Get,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Personal Loans
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Party now Peri later,Nandos,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,Nandos
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things - Angry in English Clapping for the pilot,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Sides
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,i-Family Meeting,Panarottis,Mullen Lowe South Africa,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Panarottis Pizza
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Sides
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,You like things,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Sides
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Coolidges The Desperation Monologue,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Its not you Its us - J Goodmans The Solitary Soliloquy,Emirates NBD,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Corruption Watch
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Corruption doesnt just steal money,Corruption Watch,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Corruption Watch
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Party now Peri later,Nandos,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Nandos
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Party now Peri later,Nandos,VML SA,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Nandos
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Love Me Tender
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Itory,Absa,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Absa Personal Loans
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,AwOCOvume uthi tea,Trinco,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Trinco Tea
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Nkomo Nyoni,Knorrox,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Knorrox
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Nkomo Nyoni,Knorrox,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Knorrox
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Itory,Absa,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Absa Personal Loans
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,AwOCOvume uthi tea,Trinco,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Trinco Tea
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,AwOCOvume uthi tea,Trinco,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Trinco Tea
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Armoured vehicle service
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Armoured vehicle service
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,seSotho ke seJapane,Isuzu,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Isuzu Trucks
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Surprisingly Good,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Love is not make sure,Chicken Licken,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Love Me Tender
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Rich-Hate,Primedia Studios,distrikt 9,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Wheel Of Fortune
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,In-Snore Coupons,SleepZone,Impact BBDO,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Craft Certificate,SleepZone
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Standard Bank Banking App
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Standard Bank Banking App
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Standard Bank Banking App
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Heart Screenings
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small - Kidnap ka time time Warehouse namba namba,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Armoured vehicle service
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet - Steak Steaking Pasta Pastaring Stir-fry Stir-frying,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Campaign Craft Certificate,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Big threats turned small,Armoured Mobility,Avatar,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Armoured vehicle service
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Your Money Is Not Thinking Straight,Momentum,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Savings
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Surprisingly Different,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Hungry Yet,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Surprisingly Good,SAB ABInBev,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Flying Fish
The Loerie Awards,2025,Film,KFC Bottomless Bucket,KFC South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Silver,KFC Buckets
The Loerie Awards,2025,Film,Mr Indecisive,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Silver,Soul Square MealOao
The Loerie Awards,2025,Film,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,TV CINEMA COMMERCIALS OCo UP TO 90S,Bronze,City Lodge Hotels
The Loerie Awards,2025,Film,Boneless Bites of Soul,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Bronze,SoulBites
The Loerie Awards,2025,Film,Its the Little Things - Wastebasket Triple Pointer Defeating the Claw Million Dollar Answer,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Campaign Bronze,Super Slider Mix 4
The Loerie Awards,2025,Film,Incomplete Anthem,EBM,Impact BBDO,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Education
The Loerie Awards,2025,Film,Its not a bakkie,Toyota South Africa Motors,Publicis Group Africa,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Toyota Hilux
The Loerie Awards,2025,Film,SAB 130,SAB ABInBev,Boundless - The Unlimited Agency Pty Ltd,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Corporate
The Loerie Awards,2025,Film,WONDERRRR AWAITS,Mazda,Boundless - The Unlimited Agency Pty Ltd,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Mazda CX-60 - CX-30
The Loerie Awards,2025,Film,Whole World Wide Web,Makro,Accenture Song,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Retail
The Loerie Awards,2025,Film,Brand Purpose,Doritos,Accenture Song,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Snacks
The Loerie Awards,2025,Film,Watch Us,MultiChoice SA,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Showmax
The Loerie Awards,2025,Film,KFC Box Clever,KFC South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,KFC Box Clever
The Loerie Awards,2025,Film,Its giving Whisky,Heineken Beverages South Africa,TBWA- Hunt Lascaris,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Savanna Cider
The Loerie Awards,2025,Film,Life on the Mind,Volkswagen South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Tiguan
The Loerie Awards,2025,Film,Live in the Moment Not in the Worry,Santam,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Brand
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Uber Black
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Uber Black
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Uber Black
The Loerie Awards,2025,Film,Its the Little Things,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Super Slider Mix 4
The Loerie Awards,2025,Film,Its the Little Things,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Super Slider Mix 4
The Loerie Awards,2025,Film,Blood Legacy,Netflix South Africa,Fairchild Creative,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Blood Legacy Nine Nine TVC
The Loerie Awards,2025,Film,Lamb Champs,Pick n Pay Retailers Pty Ltd,DUKE ADVERTISING PTY LTD,TV CINEMA COMMERCIALS OCo UP TO 90S,Finalist,Pick n Pay
The Loerie Awards,2025,Film,The Homecoming,Chicken Licken,Joe Public,TV CINEMA COMMERCIALS OCo ABOVE 90S,Bronze,Hotwings
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,TV CINEMA COMMERCIALS OCo ABOVE 90S,Bronze,Healthcare Services
The Loerie Awards,2025,Film,Zuzu - The Hermit Crab,SCJ,Scholars,TV CINEMA COMMERCIALS OCo ABOVE 90S,Bronze,Corporate
The Loerie Awards,2025,Film,Get Money Fit,Nedbank,Joe Public,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,Brand
The Loerie Awards,2025,Film,AInything for the Taste,KFC South Africa,Ogilvy,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,KFC Brand
The Loerie Awards,2025,Film,Chasing the Sunset,The Courier Guy,Freckle Creative Pty Ltd,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,Delivery Service
The Loerie Awards,2025,Film,Cheeseboy,MTN South Africa,MC Saatchi Abel a division of The Up Up Group Pty Ltd,TV CINEMA COMMERCIALS OCo ABOVE 90S,Finalist,MTN
The Loerie Awards,2025,Film,YouOCOll Find a Reason - If We Win the Next Point If He Gets a Standing Ovation If We Come First,Uber,Joe Public,ONLINE FILM OCo UP TO 30S,Campaign Bronze,Uber Black
The Loerie Awards,2025,Film,Mongezis Billboard Taxi,SAB ABInBev,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Flying Fish
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Uber Black
The Loerie Awards,2025,Film,YouOCOll Find a Reason,Uber,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Uber Black
The Loerie Awards,2025,Film,Buy Mens It costs less,Nedbank,Joe Public,ONLINE FILM OCo UP TO 30S,Finalist,Retail
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,ONLINE FILM OCo UP TO 30S,Finalist,Savanna Cider
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,ONLINE FILM OCo UP TO 30S,Finalist,Savanna Cider
The Loerie Awards,2025,Film,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,ONLINE FILM OCo UP TO 30S,Finalist,Savanna Cider
The Loerie Awards,2025,Film,The Axe Effect,Axe,FCB Africa,ONLINE FILM OCo UP TO 30S,Finalist,Axe Deodorant
The Loerie Awards,2025,Film,The Axe Effect,Axe,FCB Africa,ONLINE FILM OCo UP TO 30S,Finalist,Axe Deodorant
The Loerie Awards,2025,Film,Obsession,General Entertainment Authority,BigTime Creative Shop,ONLINE FILM OCo ABOVE 30S,Gold,Fight Night
The Loerie Awards,2025,Film,Let There Be Cake,KFC,Bananas,ONLINE FILM OCo ABOVE 30S,Gold,Brand
The Loerie Awards,2025,Film,Hard-working Professionals - Anna Francois Yuto,Nedbank,Joe Public,ONLINE FILM OCo ABOVE 30S,Campaign Gold,Nedbank Platinum Credit Card
The Loerie Awards,2025,Film,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,ONLINE FILM OCo ABOVE 30S,Silver,Fight Night
The Loerie Awards,2025,Film,SAB Sharp,SAB ABInBev,We Are Bizarre Pty Ltd,ONLINE FILM OCo ABOVE 30S,Finalist,SAB Sharp
The Loerie Awards,2025,Film,Put Your Crown On Ice,SAB ABInBev,We Are Bizarre Pty Ltd,ONLINE FILM OCo ABOVE 30S,Finalist,Black Crown
The Loerie Awards,2025,Film,SAB Sharp,SAB ABInBev,We Are Bizarre Pty Ltd,ONLINE FILM OCo ABOVE 30S,Finalist,SAB Sharp
The Loerie Awards,2025,Film,The Great Indian Dunk,NBA,Leo Middle East,ONLINE FILM OCo ABOVE 30S,Finalist,Basketball
