Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits,Permalink
El Ojo de Iberoamerica,2024,Digital Social,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos,/awards/el_ojo/2024/campaigns/the-missing-review-amigos-for-kids-republica-havas-2024/
El Ojo de Iberoamerica,2024,Digital Social,e-Police Station,Almap BBDO,Wonder Women Tech,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Brand Gaming Pais Brasil,/awards/el_ojo/2024/campaigns/e-police-station-wonder-women-tech-almap-bbdo-2024/
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,BRONCE,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil,/awards/el_ojo/2024/campaigns/algoritmo-salvaje-reset-ampara-silvestre-edelman-espana-2024/
El Ojo de Iberoamerica,2024,Digital Social,Caras invisibles,Ogilvy Argentina,Unicef Argentina - Missing Children Argentina,Argentina,BRONCE,Prod Fight Films Realizador-a Adri Laham Pais Argentina,/awards/el_ojo/2024/campaigns/caras-invisibles-unicef-argentina-missing-children-argentina-ogilvy-argentina-2024/
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,ORO,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil,/awards/el_ojo/2024/campaigns/el-atraco-del-crucero-netflix-brasil-404-sao-paulo-galeriaag-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,ORO,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Pais Brasil,/awards/el_ojo/2024/campaigns/errata-at-88-johnnie-walker-almap-bbdo-2024/
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil,/awards/el_ojo/2024/campaigns/fans-reporters-guarana-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil,/awards/el_ojo/2024/campaigns/vw-70-anos-volkswagen-brasil-almap-bbdo-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,El robo de fin de ano,CYW,Netflix - Estella Galicia,Espana,PLATA,Prod PROTOKOL Otro Realizador-a John Filipe Postprod Iconic Otras Empresas Havas Media Group Spain SAU -Youplanet Pais Espana,/awards/el_ojo/2024/campaigns/el-robo-de-fin-de-ano-netflix-estella-galicia-cyw-2024/
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,BRONCE,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil,/awards/el_ojo/2024/campaigns/el-atraco-del-crucero-netflix-brasil-404-sao-paulo-galeriaag-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Clean Sponsorship,DM9,Consul,Brasil,BRONCE,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil,/awards/el_ojo/2024/campaigns/clean-sponsorship-consul-dm9-2024/
El Ojo de Iberoamerica,2024,Digital Social,This is not a game-,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico,/awards/el_ojo/2024/campaigns/this-is-not-a-game-movistar-mexico-vml-mexico-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Sociedad de la Nieve Que nos paso en la Montana,Jellyfish,Netflix Espana,Espana,BRONCE,,/awards/el_ojo/2024/campaigns/sociedad-de-la-nieve-que-nos-paso-en-la-montana-netflix-espana-jellyfish-2024/
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico,/awards/el_ojo/2024/campaigns/address-the-invisible-techo-mexico-google-archer-troy-2024/
El Ojo de Iberoamerica,2024,Digital Social,Vanishing Emails,VML Peru,Amazon Web Services,Estados Unidos,PLATA,Prod Ladoble - SLALOM Otro Realizador-a Martin Donozo Postprod Facundo Junquet -Luis Staffolani -Cynthia Fuentes Otras Empresas SLALOM Otro Pais Estados Unidos,/awards/el_ojo/2024/campaigns/vanishing-emails-amazon-web-services-vml-peru-2024/
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024/
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-budweiser-africa-creative-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,PLATA,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil,/awards/el_ojo/2024/campaigns/algoritmo-salvaje-reset-ampara-silvestre-edelman-espana-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,PLATA,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador,/awards/el_ojo/2024/campaigns/gamer-loan-banco-del-pacifico-paradais-ddb-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,BRONCE,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina,/awards/el_ojo/2024/campaigns/promesas-absurdas-asdra-asociacion-sindrome-vml-argentina-2024/
El Ojo de Iberoamerica,2024,Digital Social,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana,/awards/el_ojo/2024/campaigns/impulse-samsung-espana-cheil-espana-2024/
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico,/awards/el_ojo/2024/campaigns/address-the-invisible-techo-mexico-google-archer-troy-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,BRONCE,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,,/awards/el_ojo/2024/campaigns/kfc-auto-grand-prix-kfc-espana-ps21-2024/
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,ORO,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil,/awards/el_ojo/2024/campaigns/imaginary-squads-itau-galeriaag-2024/
El Ojo de Iberoamerica,2024,Digital Social,CampofrIA,This is Libre,Campofrio,Espana,PLATA,Prod Landia Realizador-a Maxi Blanco Prod Audio Sonido La Panaderia Postprod Metropolitana Otras Empresas Carat -Lasker -YouFirst -MRM Spain Pais Espana,/awards/el_ojo/2024/campaigns/campofria-campofrio-this-is-libre-2024/
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Identical Fans-,TBWAPeru,BCP,Peru,BRONCE,,/awards/el_ojo/2024/campaigns/identical-fans-bcp-tbwaperu-2024/
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia,/awards/el_ojo/2024/campaigns/this-is-not-a-game-movistar-mexico-vml-mexico-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Sin nieve no hay sociedad de Brother Escuela,Creatividad,Cambio climatico,Espana,BRONCE,,/awards/el_ojo/2024/campaigns/sin-nieve-no-hay-sociedad-de-brother-escuela-cambio-climatico-creatividad-2024/
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,BRONCE,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil,/awards/el_ojo/2024/campaigns/imaginary-squads-itau-galeriaag-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,50-50,Lew LaraTBWA,Camil,Brasil,BRONCE,Prod Audio Sonido Jamute Postprod Lew LaraTBWA Pais Brasil,/awards/el_ojo/2024/campaigns/50-50-camil-lew-laratbwa-2024/
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-8/
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,ORO,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,PLATA,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico,/awards/el_ojo/2024/campaigns/install-our-logo-adt-security-leo-burnett-mexico-gato-hey-kid-design-studio-2024/
El Ojo de Iberoamerica,2024,Digital Social,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico,/awards/el_ojo/2024/campaigns/medalla-drinkers-know-medalla-light-ddb-latina-puerto-rico-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Lucky news,Paradais DDB,Ecuasal,Ecuador,BRONCE,,/awards/el_ojo/2024/campaigns/lucky-news-ecuasal-paradais-ddb-2024/
El Ojo de Iberoamerica,2024,Digital Social,Domicilios con descuento,WILD FI Paraguay,TaDa Delivery,Paraguay,BRONCE,Prod Renovatio Realizador-a Pietro Scappini Postprod WILD FI Paraguay Pais Paraguay,/awards/el_ojo/2024/campaigns/domicilios-con-descuento-tada-delivery-wild-fi-paraguay-2024/
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-9/
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,GRAN OJO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil,/awards/el_ojo/2024/campaigns/vw-70-anos-volkswagen-brasil-almap-bbdo-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico,/awards/el_ojo/2024/campaigns/this-is-not-a-game-movistar-mexico-vml-mexico-2024-6/
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-10/
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador,/awards/el_ojo/2024/campaigns/gamer-loan-banco-del-pacifico-paradais-ddb-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina,/awards/el_ojo/2024/campaigns/gatorade-match-saver-gatorade-springtime-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Don t Mess with a Princess,Africa Creative,Vivo,Brasil,BRONCE,Realizador-a Rodrigo Ferrari Prod Audio Sonido Canja Otras Empresas WebCore -WOW Gaming Ventures -Pixel Hunters Fortnite -Rogue Unit Roblox Pais Brasil,/awards/el_ojo/2024/campaigns/don-t-mess-with-a-princess-vivo-africa-creative-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-budweiser-africa-creative-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina,/awards/el_ojo/2024/campaigns/gatorade-match-saver-gatorade-springtime-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Fan profesional,Africa Creative,Budweiser,Brasil,BRONCE,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Pais Brasil,/awards/el_ojo/2024/campaigns/fan-profesional-budweiser-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Hauteam Couture,Africa Creative,Brahma,Brasil,BRONCE,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador-a Nixon Prod Audio Sonido Satelite Audio Postprod Guava Post Pais Brasil,/awards/el_ojo/2024/campaigns/hauteam-couture-brahma-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Rock DNA,Almap BBDO,Billboard Brasil,Brasil,BRONCE,Prod Acaca Prod Audio Sonido Punch Audio Otras Empresas Giusti Creative PR -Mynd Pais Brasil,/awards/el_ojo/2024/campaigns/rock-dna-billboard-brasil-almap-bbdo-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-6/
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil,/awards/el_ojo/2024/campaigns/fans-reporters-guarana-africa-creative-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos,/awards/el_ojo/2024/campaigns/the-missing-review-amigos-for-kids-republica-havas-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,e-Police Station,Almap BBDO,Wonder Women Tech,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Brand Gaming Pais Brasil,/awards/el_ojo/2024/campaigns/e-police-station-wonder-women-tech-almap-bbdo-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,BRONCE,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil,/awards/el_ojo/2024/campaigns/algoritmo-salvaje-reset-ampara-silvestre-edelman-espana-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Caras invisibles,Ogilvy Argentina,Unicef Argentina - Missing Children Argentina,Argentina,BRONCE,Prod Fight Films Realizador-a Adri Laham Pais Argentina,/awards/el_ojo/2024/campaigns/caras-invisibles-unicef-argentina-missing-children-argentina-ogilvy-argentina-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,ORO,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil,/awards/el_ojo/2024/campaigns/el-atraco-del-crucero-netflix-brasil-404-sao-paulo-galeriaag-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,ORO,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Pais Brasil,/awards/el_ojo/2024/campaigns/errata-at-88-johnnie-walker-almap-bbdo-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil,/awards/el_ojo/2024/campaigns/fans-reporters-guarana-africa-creative-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil,/awards/el_ojo/2024/campaigns/vw-70-anos-volkswagen-brasil-almap-bbdo-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,El robo de fin de ano,CYW,Netflix - Estella Galicia,Espana,PLATA,Prod PROTOKOL Otro Realizador-a John Filipe Postprod Iconic Otras Empresas Havas Media Group Spain SAU -Youplanet Pais Espana,/awards/el_ojo/2024/campaigns/el-robo-de-fin-de-ano-netflix-estella-galicia-cyw-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,BRONCE,Prod Platinum - CEGO Otras Empresas MediaMonks Pais Brasil,/awards/el_ojo/2024/campaigns/el-atraco-del-crucero-netflix-brasil-404-sao-paulo-galeriaag-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-7/
El Ojo de Iberoamerica,2024,Digital Social,Clean Sponsorship,DM9,Consul,Brasil,BRONCE,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil,/awards/el_ojo/2024/campaigns/clean-sponsorship-consul-dm9-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,This is not a game-,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico,/awards/el_ojo/2024/campaigns/this-is-not-a-game-movistar-mexico-vml-mexico-2024-7/
El Ojo de Iberoamerica,2024,Digital Social,Sociedad de la Nieve Que nos paso en la Montana,Jellyfish,Netflix Espana,Espana,BRONCE,,/awards/el_ojo/2024/campaigns/sociedad-de-la-nieve-que-nos-paso-en-la-montana-netflix-espana-jellyfish-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico,/awards/el_ojo/2024/campaigns/address-the-invisible-techo-mexico-google-archer-troy-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Vanishing Emails,VML Peru,Amazon Web Services,Estados Unidos,PLATA,Prod Ladoble - SLALOM Otro Realizador-a Martin Donozo Postprod Facundo Junquet -Luis Staffolani -Cynthia Fuentes Otras Empresas SLALOM Otro Pais Estados Unidos,/awards/el_ojo/2024/campaigns/vanishing-emails-amazon-web-services-vml-peru-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-budweiser-africa-creative-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,PLATA,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil,/awards/el_ojo/2024/campaigns/algoritmo-salvaje-reset-ampara-silvestre-edelman-espana-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,PLATA,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador,/awards/el_ojo/2024/campaigns/gamer-loan-banco-del-pacifico-paradais-ddb-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,BRONCE,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina,/awards/el_ojo/2024/campaigns/promesas-absurdas-asdra-asociacion-sindrome-vml-argentina-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana,/awards/el_ojo/2024/campaigns/impulse-samsung-espana-cheil-espana-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico,/awards/el_ojo/2024/campaigns/address-the-invisible-techo-mexico-google-archer-troy-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,BRONCE,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-6/
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,,/awards/el_ojo/2024/campaigns/kfc-auto-grand-prix-kfc-espana-ps21-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,ORO,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil,/awards/el_ojo/2024/campaigns/imaginary-squads-itau-galeriaag-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,CampofrIA,This is Libre,Campofrio,Espana,PLATA,Prod Landia Realizador-a Maxi Blanco Prod Audio Sonido La Panaderia Postprod Metropolitana Otras Empresas Carat -Lasker -YouFirst -MRM Spain Pais Espana,/awards/el_ojo/2024/campaigns/campofria-campofrio-this-is-libre-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-6/
