Festival,Year,Track,Category,Title,Agency,Network,Holding,Country,Company,Brand,Product,Producer,Award,Board image,Permalink
FIAP,2025,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,Santa Teresa 1796 Gran Ron Gran Proposito,Oml,Only Much Louder,Only Much Louder,Venezuela,Santa Teresa,Santa Teresa,Ron Santa Teresa 1796,Black Cat Lab,Shortlist,,/awards/fiap/2025/campaigns/santa-teresa-1796-gran-ron-gran-proposito-santa-teresa-oml-2025/
FIAP,2025,Formatos,Estudiantes,Control To Chew,Bendita Carpeta,Estudiantes,Estudiantes,Colombia,Mars,Extra - Orbit,Control To Chew,N-A,Shortlist,,/awards/fiap/2025/campaigns/control-to-chew-extra-orbit-bendita-carpeta-2025/
FIAP,2025,Anuncios,Estudiantes,Burbujas,Miami Ad School,Estudiantes,Estudiantes,Mexico,Coca-Cola Mexico,Coca-Cola,Coca-Cola,N-A,Shortlist,,/awards/fiap/2025/campaigns/burbujas-coca-cola-miami-ad-school-2025/
FIAP,2025,Formatos,Live Experience,Sunfetti,Jsd Agency,Agencia Independiente,Agencia Independiente,Puerto Rico,Windmar Home,Windmar Home,Windmar Home,Jsd Agency,Shortlist,,/awards/fiap/2025/campaigns/sunfetti-windmar-home-jsd-agency-2025-2/
FIAP,2025,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,"""Con Salsa Todo Sabe Mejor"" - Cliente Libby´S",Hanson,Agencia Independiente,Agencia Independiente,España,Establecimientos Industriales Archipielago SA,Libby´S,Salsa 0 Azucares Salsa Barbacoa Catchup Y Catchup Picante,Candilejas Producciones,Shortlist,,/awards/fiap/2025/campaigns/con-salsa-todo-sabe-mejor-cliente-libbys-libbys-hanson-2025/
FIAP,2025,Anuncios,Salud,Hablemos Como I=Iguales La Cafeteri=Ia,Paraphernalia,Agencia Independiente,Agencia Independiente,España,Gilead,Gilead,Awareness Vih,Paraphernalia,Shortlist,,/awards/fiap/2025/campaigns/hablemos-como-iiguales-la-cafeteriia-gilead-paraphernalia-2025/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Animacion Computarizada - Efectos Especiales,El Copiloto Perfecto- Archipielago Renting,Hanson,Hanson Channel Sl,Hanson Channel Sl,España,Archipielago Renting,Archipielago Renting,Alquiler De Vehiculos De Empresa,Hanson Channel Sl,Shortlist,,/awards/fiap/2025/campaigns/el-copiloto-perfecto-archipielago-renting-archipielago-renting-hanson-2025/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Animacion Computarizada - Efectos Especiales,Crowdfunding Universidad De La Laguna,Hanson,Hanson Channel Sl,Hanson Channel Sl,España,Universidad De La Laguna,Universidad De La Laguna,Servicios Para Proyectos,Hanson Channel Sl,Shortlist,,/awards/fiap/2025/campaigns/crowdfunding-universidad-de-la-laguna-universidad-de-la-laguna-hanson-2025/
FIAP,2025,Anuncios,Television - Cine - Digital - Campañas Productos - Servicios - Corporativas,¿Y Tu? ¿Cuan Lejos Quieres Llegar? - Ucab - Venezuela,Goodman Latam,Agencia Independiente,Agencia Independiente,Venezuela,Universidad Catolica Andres Bello – Caracas Venezuela,Ucab,Institucional,Enjoy,Shortlist,,/awards/fiap/2025/campaigns/y-tu-cuan-lejos-quieres-llegar-ucab-venezuela-ucab-goodman-latam-2025/
FIAP,2025,Anuncios,Mejor Concepto,¿Y Tu? ¿Cuan Lejos Quieres Llegar? - Ucab - Venezuela,Goodman Latam,Agencia Independiente,Agencia Independiente,Venezuela,Universidad Catolica Andres Bello – Caracas Venezuela,Ucab,Institucional,Enjoy,Shortlist,,/awards/fiap/2025/campaigns/y-tu-cuan-lejos-quieres-llegar-ucab-venezuela-ucab-goodman-latam-2025-2/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Venezuela Sabe A PAN,Robin Strategic Creative Agency,Agencia Independiente,Agencia Independiente,Venezuela,Empresas Polar,Harina PAN,Harina PAN,Robin Agency Y Dynapro,Shortlist,,/awards/fiap/2025/campaigns/venezuela-sabe-a-pan-harina-pan-robin-strategic-creative-agency-2025/
FIAP,2025,Formatos,Branded Content Integrado a Otras Plataformas,Evento De Lanzamiento “Estamos En Familia” Buchanan’S,Robin Strategic Creative Agency,Agencia Independiente,Agencia Independiente,Venezuela,Diageo Venezuela,Buchanan’S Venezuela,Nuevo Concepto De Marca,Robin Agency - Magnishow,Shortlist,,/awards/fiap/2025/campaigns/evento-de-lanzamiento-estamos-en-familia-buchanans-buchanans-venezuela-robin-strategic-creative-agency-2025/
FIAP,2025,Innovacion,Uso de Inteligencia Artificial,Leti Es Compromiso,Concept Mccann,Mccann Worldgroup,IPG,Venezuela,Grupo Leti,Grupo Leti,Grupo Leti,Suno Ia,Shortlist,,/awards/fiap/2025/campaigns/leti-es-compromiso-grupo-leti-concept-mccann-2025/
FIAP,2025,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,Leti Es Compromiso,Concept Mccann,Mccann Worldgroup,IPG,Venezuela,Grupo Leti,Grupo Leti,Grupo Leti,Suno Ia,Shortlist,,/awards/fiap/2025/campaigns/leti-es-compromiso-grupo-leti-concept-mccann-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseño de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,Es Para Mi,Lopez Negrete Communcations,Agencia Independiente,Agencia Independiente,Usa,H-E-B,H-E-B,H-E-B,N-A,Shortlist,,/awards/fiap/2025/campaigns/es-para-mi-h-e-b-lopez-negrete-communcations-2025/
FIAP,2025,Anuncios,Radio - Jingles - Musica Original - Audio Logo - Mejor Sound Effect,Es Para Mi,Lopez Negrete Communcations,Agencia Independiente,Agencia Independiente,Usa,H-E-B,H-E-B,H-E-B,N-A,Shortlist,,/awards/fiap/2025/campaigns/es-para-mi-h-e-b-lopez-negrete-communcations-2025-2/
FIAP,2025,Anuncios,Creatividad Efectiva - Bien Publico,Inteligencia Emocional,Buppa Comunicacion,Agencia Independiente,Agencia Independiente,Argentina,Coning,Coning,Ong,Buppa Comunicacion,Shortlist,,/awards/fiap/2025/campaigns/inteligencia-emocional-coning-buppa-comunicacion-2025/
FIAP,2025,Anuncios,Television - Cine - Digital - Campañas Bien Publico,Reality Check: Miami Beach,VML,VML,WPP,Usa,Greater Miami Convention & Visitors Bureau,Greater Miami Convention & Visitors Bureau,Greater Miami Convention & Visitors Bureau,AlteredLa,Shortlist,,/awards/fiap/2025/campaigns/reality-check-miami-beach-greater-miami-convention-and-visitors-bureau-vml-2025/
FIAP,2025,Anuncios,Uso de Inteligencia Artificial,Drowsy Prompts - Hamlet,MRM,Mccann Worldgroup,IPG,España,Opella,Allegra,Allegra,N-A,Shortlist,,/awards/fiap/2025/campaigns/drowsy-prompts-hamlet-allegra-mrm-2025/
FIAP,2025,Formatos,Estudiantes,Content Hackers,The Pub School,Estudiantes,Estudiantes,Colombia,Vaselina,Vaselina,Vaselina,N-A,Shortlist,,/awards/fiap/2025/campaigns/content-hackers-vaselina-the-pub-school-2025/
FIAP,2025,Anuncios,Creatividad Efectiva - Aporte Cultural y-o Multicultural,Las Reglas No Escritas Del Futbol En La Conmebol Libertadores,Agencia Tango,Colectivo &C,Colectivo &C,España,Mapfre,Mapfre,Patrocinio Mapfre-Conmebol Libertadores,The Masses,Shortlist,,/awards/fiap/2025/campaigns/las-reglas-no-escritas-del-futbol-en-la-conmebol-libertadores-mapfre-agencia-tango-2025/
FIAP,2025,Innovacion,Estudiantes,Pan De Vida,Miami Ad School,Estudiantes,Estudiantes,Mexico,Unicef,Unicef Mexico,Ong,N-A,Shortlist,,/awards/fiap/2025/campaigns/pan-de-vida-unicef-mexico-miami-ad-school-2025/
FIAP,2025,Anuncios,Via Publica - Productos,Pepsi Sunsets,Valor,Agencia Independiente,Agencia Independiente,Peru,Pepsico,Pepsi,Pepsi,Studio V - Paola Pastrana,Shortlist,,/awards/fiap/2025/campaigns/pepsi-sunsets-pepsi-valor-2025/
FIAP,2025,Anuncios,Salud,Saludo A Las Mamas,D4 Mccann,Mccann Worldgroup,IPG,Guatemala,Tecniscan,Tecniscan,Paquetes Especiales De Mamografias Y Ultrasonidos Mamarios,Impresion: Abg Publicidad,Shortlist,,/awards/fiap/2025/campaigns/saludo-a-las-mamas-tecniscan-d4-mccann-2025/
FIAP,2025,Innovacion,Innovacion en Redes Sociales,Emoji Cocktails,The Table By De Ferrari Borrell,Agencia Independiente,Agencia Independiente,Republica Dominicana,La Aurora,E Leon Jimenes,Ron 1903,The Table By De Ferrari Borrell,Shortlist,,/awards/fiap/2025/campaigns/emoji-cocktails-e-leon-jimenes-the-table-by-de-ferrari-borrell-2025/
FIAP,2025,Anuncios,Via Publica - Productos,Espacios Reducidos,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,Nicaragua,Nissan Nicaragua,Nissan,Intelligent Around View Monitor,N-A,Shortlist,,/awards/fiap/2025/campaigns/espacios-reducidos-nissan-publicidad-comercial-mullenlowe-2025/
FIAP,2025,Anuncios,Uso de Inteligencia Artificial,Espacios Reducidos,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,Nicaragua,Nissan Nicaragua - Grupoq,Nissan Nicaragua,Intelligent Around View Monitor,N-A,Shortlist,,/awards/fiap/2025/campaigns/espacios-reducidos-nissan-nicaragua-publicidad-comercial-mullenlowe-2025/
FIAP,2025,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Espacios Reducidos,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,Nicaragua,Nissan Nicaragua,Nissan,Intelligent Around View Monitor,N-A,Shortlist,,/awards/fiap/2025/campaigns/espacios-reducidos-nissan-publicidad-comercial-mullenlowe-2025-2/
FIAP,2025,Formatos,Live Experience,Museo Cajita Feliz,Yoco Agency,Agencia Independiente,Agencia Independiente,Guatemala,Mcdonalds Guatemala,Mcdonalds,Institucional,Yoco,Shortlist,,/awards/fiap/2025/campaigns/museo-cajita-feliz-mcdonalds-yoco-agency-2025/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,Museo Cajita Feliz,Yoco Agency,Agencia Independiente,Agencia Independiente,Guatemala,Mcdonalds Guatemala,Mcdonalds,Institucional,Yoco,Shortlist,,/awards/fiap/2025/campaigns/museo-cajita-feliz-mcdonalds-yoco-agency-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion en PR,Museo Cajita Feliz,Yoco Agency,Agencia Independiente,Agencia Independiente,Guatemala,Mcdonalds Guatemala,Mcdonalds,Institucional,Yoco,Shortlist,,/awards/fiap/2025/campaigns/museo-cajita-feliz-mcdonalds-yoco-agency-2025-3/
FIAP,2025,Anuncios,Estudiantes,The Illegal Spots,The Pub School,Estudiantes,Estudiantes,Colombia,Vans,Vans,The Illegal Spots,N-A,Shortlist,,/awards/fiap/2025/campaigns/the-illegal-spots-vans-the-pub-school-2025/
FIAP,2025,Formatos,Social Content,Conchita Predictions,Inside Studio,Agencia Independiente,Agencia Independiente,Colombia,Juan Valdez,Juan Valdez,,Zuan Film,Shortlist,,/awards/fiap/2025/campaigns/conchita-predictions-juan-valdez-inside-studio-2025/
FIAP,2025,Innovacion,Estudiantes,Cup Of Duty,Miami Ad School,Estudiantes,Estudiantes,Colombia,Kraft Mac & Cheese,Kraft Mac & Cheese,Mac & Cheese,N-A,Shortlist,,/awards/fiap/2025/campaigns/cup-of-duty-kraft-mac-and-cheese-miami-ad-school-2025/
FIAP,2025,Formatos,Live Experience,Zzztreaming,Digitas,Publicis Worldwide,Publicis Groupe,Peru,Industrias San Miguel,360 Energy Drink,360 Energy Drink Gamer,The Pub,Shortlist,,/awards/fiap/2025/campaigns/zzztreaming-360-energy-drink-digitas-2025/
FIAP,2025,Anuncios,Grafica - Campañas Productos - Servicios - Corporativas,Invertiria Como Ellos,Biedermann Mccann,Mccann Worldgroup,IPG,Paraguay,Valores Casa De Bolsa,Valores Casa De Bolsa,Alianza Inviu,Biedermann,Shortlist,,/awards/fiap/2025/campaigns/invertiria-como-ellos-valores-casa-de-bolsa-biedermann-mccann-2025/
FIAP,2025,Innovacion,Estudiantes,Powerade Reflective Label,No Aplica,Estudiantes,Estudiantes,Peru,Coca Cola,Powerade,Bebida Isotonica,N-A,Shortlist,,/awards/fiap/2025/campaigns/powerade-reflective-label-powerade-no-aplica-2025/
FIAP,2025,Innovacion,Estudiantes,Airbnbees - Luis Artadi & Joan Valenzuela,La Calle Escuela Creativa,Estudiantes,Estudiantes,Peru,No Aplica,Airbnb,No Aplica,N-A,Shortlist,,/awards/fiap/2025/campaigns/airbnbees-luis-artadi-and-joan-valenzuela-airbnb-la-calle-escuela-creativa-2025/
FIAP,2025,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,El Rondon De Polar,Rg2 Fcb,Fcb,IPG,Venezuela,Polar Pilsen,Polar Pilsen,Polar Pilsen,El Living,Shortlist,,/awards/fiap/2025/campaigns/el-rondon-de-polar-polar-pilsen-rg2-fcb-2025/
FIAP,2025,Innovacion,Estudiantes,Grandgamer,Miami Ad School,Estudiantes,Estudiantes,Mexico,Xbox,Xbox,Terapias,Estudiantes,Shortlist,,/awards/fiap/2025/campaigns/grandgamer-xbox-miami-ad-school-2025/
FIAP,2025,Innovacion,Estudiantes,The Missing Team,Miami Ad School,Estudiantes,Estudiantes,Mexico,Sandy Hook Promise,Sandy Hook Promise,Ea Sports College Football 2025,Estudiantes,Shortlist,,/awards/fiap/2025/campaigns/the-missing-team-sandy-hook-promise-miami-ad-school-2025/
FIAP,2025,Formatos,Live Experience,Corona Suntimer,El Taier DDB Centro,DDB Worldwide,Omnicom,Guatemala,Cerveceria Ambev,Cerveza Corona,Cerveza,Mento Media,Shortlist,,/awards/fiap/2025/campaigns/corona-suntimer-cerveza-corona-el-taier-ddb-centro-2025/
FIAP,2025,Formatos,Mejor Uso de Ambient Media,Corona Suntimer,El Taier DDB Centro,DDB Worldwide,Omnicom,Guatemala,Cerveceria Ambev,Cerveza Corona,Cerveza,Mento Media,Shortlist,,/awards/fiap/2025/campaigns/corona-suntimer-cerveza-corona-el-taier-ddb-centro-2025-2/
FIAP,2025,Innovacion,Innovacion en Outdoor-Via Publica-Ambient,Corona Suntimer,El Taier DDB Centro,DDB Worldwide,Omnicom,Guatemala,Cerveceria Ambev,Cerveza Corona,Cerveza,Mento Media,Shortlist,,/awards/fiap/2025/campaigns/corona-suntimer-cerveza-corona-el-taier-ddb-centro-2025-3/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,Corona Suntimer,El Taier DDB Centro,DDB Worldwide,Omnicom,Guatemala,Cerveceria Ambev,Cerveza Corona,Cerveza,Mento Media,Shortlist,,/awards/fiap/2025/campaigns/corona-suntimer-cerveza-corona-el-taier-ddb-centro-2025-4/
FIAP,2025,Innovacion,Innovacion en Activaciones,Corona Suntimer,El Taier DDB Centro,DDB Worldwide,Omnicom,Guatemala,Cerveceria Ambev,Cerveza Corona,Cerveza,Mento Media,Shortlist,,/awards/fiap/2025/campaigns/corona-suntimer-cerveza-corona-el-taier-ddb-centro-2025-5/
FIAP,2025,Innovacion,Innovacion en Marketing Directo,Corona Suntimer,El Taier DDB Centro,DDB Worldwide,Omnicom,Guatemala,Cerveceria Ambev,Cerveza Corona,Cerveza,Mento Media,Shortlist,,/awards/fiap/2025/campaigns/corona-suntimer-cerveza-corona-el-taier-ddb-centro-2025-6/
FIAP,2025,Innovacion,Innovacion en Plataformas Digitales,Leosapp,Filadelfia,Agencia Independiente,Agencia Independiente,Brasil,Sao Salvador Alimentos,Superfrango,Muslos Y Contramuslos De Pollo Deshuesados,Jnto,Shortlist,,/awards/fiap/2025/campaigns/leosapp-superfrango-filadelfia-2025/
FIAP,2025,Anuncios,Uso de Inteligencia Artificial,Leosapp,Filadelfia,Agencia Independiente,Agencia Independiente,Brasil,Sao Salvador Alimentos,Superfrango,Muslos Y Contramuslos De Pollo Deshuesados,Jnto,Shortlist,,/awards/fiap/2025/campaigns/leosapp-superfrango-filadelfia-2025-2/
FIAP,2025,Innovacion,Innovacion en Activaciones,Si Tu No Vas Viene Jim,Ernest,Agencia Independiente,Agencia Independiente,España,Duin Sports Club,Duin Sports Club,Duin Sports Club,La Remedios,Shortlist,,/awards/fiap/2025/campaigns/si-tu-no-vas-viene-jim-duin-sports-club-ernest-2025/
FIAP,2025,Innovacion,Innovacion en PR,Sorry Alex,Ernest,Agencia Independiente,Agencia Independiente,España,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,La Remedios,Shortlist,,/awards/fiap/2025/campaigns/sorry-alex-turismo-y-deporte-de-andalucia-ernest-2025/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Sorry Alex,Ernest,Agencia Independiente,Agencia Independiente,España,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,La Remedios,Shortlist,,/awards/fiap/2025/campaigns/sorry-alex-turismo-y-deporte-de-andalucia-ernest-2025-2/
FIAP,2025,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,Llevamos Mas Tiempo Aqui Que Lo Muy De Aqui,This Is Libre,Agencia Independiente,Agencia Independiente,España,Burger King España,Burger King,Burger King,Roma,Shortlist,,/awards/fiap/2025/campaigns/llevamos-mas-tiempo-aqui-que-lo-muy-de-aqui-burger-king-this-is-libre-2025/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Llevamos Mas Tiempo Aqui Que Lo Muy De Aqui,This Is Libre,Agencia Independiente,Agencia Independiente,España,Burger King España,Burger King,Burger King,Roma,Shortlist,,/awards/fiap/2025/campaigns/llevamos-mas-tiempo-aqui-que-lo-muy-de-aqui-burger-king-this-is-libre-2025-2/
FIAP,2025,Formatos,Advergaming,Bis?Controle,Bps Brand Partnership Studio,Amazon Serviços De Varejo Do Brasil Ltda,Amazon,Brasil,Mondelez Lacta Brasil,Lacta Bis,Bis,Brand Partnership Studio,Shortlist,,/awards/fiap/2025/campaigns/biscontrole-lacta-bis-bps-brand-partnership-studio-2025/
FIAP,2025,Formatos,Estudiantes,Amis7Ad Apas10Nada,Brother,Estudiantes,Estudiantes,Argentina,N-A,Schneider,Lata Schneider 710Ml,N-A,Shortlist,,/awards/fiap/2025/campaigns/amis7ad-apas10nada-schneider-brother-2025/
FIAP,2025,Innovacion,Estudiantes,Amis7Ad Apas10Nada,Brother,Estudiantes,Estudiantes,Argentina,N-A,Schneider,Lata Schneider 710Ml,N-A,Shortlist,,/awards/fiap/2025/campaigns/amis7ad-apas10nada-schneider-brother-2025-2/
FIAP,2025,Formatos,Advergaming,Pizza Pizza Voice Jumper,Digitas,Publicis Worldwide,Publicis Groupe,Guatemala,Coralsa - Little Caesars Guatemala,Little Caesars,Little Caesars,Pits Guatemala,Shortlist,,/awards/fiap/2025/campaigns/pizza-pizza-voice-jumper-little-caesars-digitas-2025-2/
FIAP,2025,Anuncios,Via Publica - Servicios,Saludo A Las Mamas,D4 Mccann,Mccann Worldgroup,IPG,Guatemala,Tecniscan,Tecniscan,Paquetes Especiales De Mamografias Y Ultrasonidos Mamarios,Impresion: Abg Publicidad,Shortlist,,/awards/fiap/2025/campaigns/saludo-a-las-mamas-tecniscan-d4-mccann-2025-2/
FIAP,2025,Anuncios,Grafica - Varios,Invertiria Como Ellos,Biedermann Mccann,Mccann Worldgroup,IPG,Paraguay,Valores Casa De Bolsa,Valores Casa De Bolsa,Alianza Inviu,Biedermann,Shortlist,,/awards/fiap/2025/campaigns/invertiria-como-ellos-valores-casa-de-bolsa-biedermann-mccann-2025-2/
FIAP,2025,Formatos,Estudiantes,Duo Grails,Miami Ad School,Estudiantes,Estudiantes,Mexico,Duolingo,Duolingo,Duo Grails,N-A,Shortlist,,/awards/fiap/2025/campaigns/duo-grails-duolingo-miami-ad-school-2025/
FIAP,2025,Formatos,Branded Content - Programa de Entretenimiento,Bis?Controle,Bps Brand Partnership Studio,Amazon Serviços De Varejo Do Brasil Ltda,Amazon,Brasil,Mondelez Lacta Brasil,Lacta Bis,Bis,Brand Partnership Studio,Shortlist,,/awards/fiap/2025/campaigns/biscontrole-lacta-bis-bps-brand-partnership-studio-2025-2/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Tim Block Pin,BETC Havas,Havas Creative,Havas,Brasil,Tim Telecom,Tim Telecom,Institucional,Zaine Filmes,Shortlist,,/awards/fiap/2025/campaigns/tim-block-pin-tim-telecom-betc-havas-2025-3/
FIAP,2025,Innovacion,Innovacion en Campañas Sobre Sostenibilidad,El Papel Que Regala Conciencia,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Mundo GEA,Mundo GEA,Parque De Atracciones,N-A,Shortlist,,/awards/fiap/2025/campaigns/el-papel-que-regala-conciencia-mundo-gea-tombrasnina-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Digital - Diseño General,Emociones,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Parque De La Costa,Parque De La Costa,Parque De Atracciones,N-A,Shortlist,,/awards/fiap/2025/campaigns/emociones-parque-de-la-costa-tombrasnina-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Emociones,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Parque De La Costa,Parque De La Costa,Parque De Atracciones,N-A,Shortlist,,/awards/fiap/2025/campaigns/emociones-parque-de-la-costa-tombrasnina-2025-3/
FIAP,2025,Formatos,Mejor Uso de Influencer en Cualquier Plataforma,The Test List,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Grupo Omint,Grupo Omint,Medicina Prepaga,Warner Music,Shortlist,,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-8/
FIAP,2025,Anuncios,Television - Cine - Digital - Campañas Bien Publico,The Test List,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Grupo Omint,Grupo Omint,Medicina Prepaga,Warner Music,Shortlist,,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-9/
FIAP,2025,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,El Papel Que Regala Conciencia,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Mundo GEA,Mundo GEA,Parque De Atracciones,N-A,Shortlist,,/awards/fiap/2025/campaigns/el-papel-que-regala-conciencia-mundo-gea-tombrasnina-2025-3/
FIAP,2025,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Eclipsed Legacy,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Dante Robino,Dante Robino,Bebidas Alcoholicas,N-A,Shortlist,,/awards/fiap/2025/campaigns/eclipsed-legacy-dante-robino-tombrasnina-2025-3/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseño de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,Ludopatia,VML,VML,WPP,Argentina,Telefonica,Movistar,Telecomunicaciones,Landia,Shortlist,,/awards/fiap/2025/campaigns/ludopatia-movistar-vml-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Overthinking,Lemon,Agencia Independiente,Agencia Independiente,Peru,Peru Rail,Peru Rail,Tren,Manzanon Films,Shortlist,,/awards/fiap/2025/campaigns/overthinking-peru-rail-lemon-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Direccion de Arte,Nave,Lemon,Agencia Independiente,Agencia Independiente,Peru,Win,Win,Win Tv,Manzanon Films,Shortlist,,/awards/fiap/2025/campaigns/nave-win-lemon-2025-3/
FIAP,2025,Anuncios,Uso Creativo del Espacio en Publicidad de Eventos,Habitaciones Que No Callan,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,El Salvador,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Mullenlowe Ssp3- Gaspar,Shortlist,,/awards/fiap/2025/campaigns/habitaciones-que-no-callan-movimiento-de-valientes-latino-america-y-el-caribe-publicidad-comercial-mullenlowe-2025-4/
FIAP,2025,Anuncios,Creatividad Efectiva - Bien Publico,Habitaciones Que No Callan,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,El Salvador,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Mullenlowe Ssp3- Gaspar,Shortlist,,/awards/fiap/2025/campaigns/habitaciones-que-no-callan-movimiento-de-valientes-latino-america-y-el-caribe-publicidad-comercial-mullenlowe-2025-5/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,Heinzterception,Teran,Tbwa Worldwide,Omnicom,Mexico,Kraft Heinz Mexico,Heinz,Core,Disco,Shortlist,,/awards/fiap/2025/campaigns/heinzterception-heinz-teran-2025-3/
FIAP,2025,Anuncios,Uso Creativo del Espacio en Publicidad de Eventos,BAR Pilsener,Draftline Abinbev,Abinbev,N-A,Ecuador,Ab-Inbev,Pilsener,Pilsener,Draftline Studios- Productora In-House,Shortlist,,/awards/fiap/2025/campaigns/bar-pilsener-pilsener-draftline-abinbev-2025-3/
FIAP,2025,Innovacion,New Business-Nuevos Negocios,37 Lenguas,Tombrasniña,Tombrasniña,Tombrasniña,Argentina,Grupo Dym - Saiv,37 Lenguas,Ron,N-A,Shortlist,,/awards/fiap/2025/campaigns/37-lenguas-37-lenguas-tombrasnina-2025-3/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Unrepeatable Ads,Mullenlowe Delta,Mullenlowe Group,IPG,Ecuador,Guitig,Guitig,Guitig Sparkling Water,Ramona,Shortlist,,/awards/fiap/2025/campaigns/unrepeatable-ads-guitig-mullenlowe-delta-2025-4/
FIAP,2025,Innovacion,Innovacion en Outdoor-Via Publica-Ambient,Soundload Tutorials,Ariadna Communications Group,Ariadna,Ariadna Communications Group,Ecuador,Banco General Rumiñahui,Banco General Rumiñahui,Bgr Digital,Cat,Shortlist,,/awards/fiap/2025/campaigns/soundload-tutorials-banco-general-ruminahui-ariadna-communications-group-2025-2/
FIAP,2025,Anuncios,Grafica - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,Unrepeatable Ads,Mullenlowe Delta,Mullenlowe Group,IPG,Ecuador,Guitig,Guitig,Guitig Sparkling Water,Ramona,Shortlist,,/awards/fiap/2025/campaigns/unrepeatable-ads-guitig-mullenlowe-delta-2025-5/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Edicion,This Is Not A Game,VML,VML,WPP,Mexico,Telefonica,Movistar,Negocio Responsable,Landia,Shortlist,,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-9/
FIAP,2025,Innovacion,Innovacion en Redes Sociales,Te Lo Cuento Desde,Circo,Agencia Independiente,Agencia Independiente,Ecuador,Banco Guayaquil,Banco Guayaquil,Banco Guayaquil,La Gallera,Shortlist,,/awards/fiap/2025/campaigns/te-lo-cuento-desde-banco-guayaquil-circo-2025-2/
FIAP,2025,Anuncios,Transformacion Social - Empresas Privadas,#Subwaytrench,Dentsu Creative,Dentsu Group Inc,Dentsu Group,España,LOreal Paris España,LOreal,Standup,Storylab,Shortlist,,/awards/fiap/2025/campaigns/subwaytrench-loreal-dentsu-creative-2025-3/
FIAP,2025,Anuncios,Via Publica - Servicios,#Subwaytrench,Dentsu Creative,Dentsu Group Inc,Dentsu Group,España,LOreal Paris España,LOreal,Standup,Storylab,Shortlist,,/awards/fiap/2025/campaigns/subwaytrench-loreal-dentsu-creative-2025-4/
