Festival,Year,Track,Title,Brand,Agency,Category,Country,Award
El Ojo de Iberoamérica,2025,DESIGN,Estudiantes es La Plata,Estudiantes de La Plata de Estudiantes de La Plata,TombrasNiña,Identidad y construcción de marca,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Rompe los patrones,Cartama de N/A,Creamos Agencia,Identidad y construcción de marca,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Canja new vis ID,Canja Audio Culture de Canja Audio Culture,TBWA Chiat Day LA,Identidad y construcción de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Her touch,O Boticário de O Boticário,Almap BBDO,Diseño editorial,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Found in translation,Medalla Light de Compañía Cervecera de Puerto Rico,DDB Latina Puerto Rico,Diseño editorial,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Diseño editorial,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Diseño editorial,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Maker’s Mark,Maker’s Mark de N/A,Publicis Brasil,Afiches y publicaciones,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,The shooting – Print,Artículo 19/ Diario La Unión de Artículo 19 / Diario La Unión,Grey México,Afiches y publicaciones,México,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Breathless billboards,Astrazeneca de Astrazeneca Colombia,Leo,Afiches y publicaciones,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Un festival de historias,WorldFest Houston de Houston International Film Festival,López Negrete,Afiches y publicaciones,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Priceless walls,Home Vega de Home Vega,BeFlamingo,Diseño para plataformas sociales,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Bouillon bag,Knorr de Unilever Global,MullenLowe Global,Instalaciones y artículos promocionales,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Depressed bedrooms,Casaideas de Casaideas Perú,Boost Brand Accelerator,Instalaciones y artículos promocionales,Perú,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Instalaciones y artículos promocionales,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Corona Suntimer,Corona de Cervecería Ambev Guatemala,el taier DDB Centro,Diseño de producto,Guatemala,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,El complemento perfecto,Aceites de Oliva de España de Aceites de Oliva de España,CYW / Acentoenlacé,Diseño de producto,España,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Bad luck reverser,Refisal de Brinsa,Name / VML New York,Packaging,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Bouillon bag,Knorr de Unilever Global,MullenLowe Global,Packaging,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy,Packaging,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Rock & ride,Uber/ Quilmes de Uber Argentina / Cervecería y Maltería Quilmes,Wieden+Kennedy São Paulo / Wieden+Kennedy,Diseño de experiencia de marca,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,See through banners,L1 Max de 1190 Sports,Leo Lima,Diseño de experiencia de marca,Perú,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Allevia pollen passport,Opella de Opella-Allegra,MRM Spain,Diseño de experiencia de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Sticky habits,Unicef de Unicef Colombia,Findasense Colombia,Diseño de experiencia de marca,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Diseño de experiencia de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Justice by her type,Grupo de Familias Sobreviviendo al Feminicidio de Grupo de Familias Sobreviviendo al Feminicidio,GarnierBBDO / SHIFT Porter Novelli,Diseño inclusivo,Costa Rica,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Sentir los colores,Pilsen de AB InBev Paraguay,Koku,Diseño inclusivo,Paraguay,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Impulse,Samsung de Samsung España,Cheil España,Diseño inclusivo,España,Shortlist
El Ojo de Iberoamérica,2025,DESIGN,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Diseño inclusivo,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Corona Suntimer,Corona de Cervecería Ambev Guatemala,el taier DDB Centro,Productos,Guatemala,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Dancing washers,Whirlpool de Whirlpool México,VML México,Productos,México,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Servicios,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Servicios,Perú,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Bien público y mensajes gubernamentales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Hijos de la dictadura,Madre e Hijos del Silencio de Madres e Hijos del Silencio,Cheil Chile,Bien público y mensajes gubernamentales,Chile,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Bien público y mensajes gubernamentales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,OutOfOfficeOffers,JetSMART de JetSMART Chile,Super,Correo Directo,Chile,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Peternity leave,Royal Canin de Royal Canin Argentina,TombrasNiña,Correo Directo,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Pixvertising,Burger King de Burger King Brasil,Almap BBDO,Correo Directo,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Oreo voice notes,Oreo de Mondelez Colombia,LePub Bogotá,Correo Directo,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Dancing washers,Whirlpool de Whirlpool México,VML México,Uso de plataformas digitales,México,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Uso de plataformas digitales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Uso de plataformas digitales,Perú,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Uso de plataformas digitales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Uso de plataformas digitales,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Re-commerce Atacama,Vtex/ Desierto Vestido de Vtex Brasil / Desierto Vestido,Artplan,Uso de plataformas digitales,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Dancing washers,Whirlpool de Whirlpool México,VML México,Acciones en plataformas sociales y co-creación de contenido,México,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Acciones en plataformas sociales y co-creación de contenido,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Eventos y acciones,Perú,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Abogados BK Taste,Burger King de Burger King Brasil,Almap BBDO,Eventos y acciones,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Corona Suntimer,Corona de Cervecería Ambev Guatemala,el taier DDB Centro,Eventos y acciones,Guatemala,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Eventos y acciones,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Eventos y acciones,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Heladerita Gatorade,Gatorade de PepsiCo Argentina,R/GA Buenos Aires,Acciones con uso de datos,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Air raid alarm clock,Razom for Ukraine de Razom for Ukraine,Officer & Gentleman / Arriba!,Acciones con uso de datos,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Cheering for the rain,Globoplay/ Movida de Globoplay Brasil / Movida,Artplan,Acciones con uso de datos,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Acciones con uso de datos,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Hijos de la dictadura,Madre e Hijos del Silencio de Madres e Hijos del Silencio,Cheil Chile,Nuevas realidades y tecnologías emergentes,Chile,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The eyes dribble,Heineken de Heineken Argentina,Publicis Argentina / LePub Milan,Nuevas realidades y tecnologías emergentes,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Game guardian,Movistar de Movistar Argentina,VML Argentina,Nuevas realidades y tecnologías emergentes,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The mind guardian,Samsung de Cheil España,Cheil España,Juegos,España,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Game guardian,Movistar de Movistar Argentina,VML Argentina,Juegos,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Depressed bedrooms,Casaideas de Casaideas Perú,Boost Brand Accelerator,Responsabilidad Social Empresarial (RSE),Perú,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Marino Uriel. Una leyenda (in)olvidable,Atlético de Madrid / AFEAM de Atlético de Madrid / Asociación de Familiares de Enfermos de Alzheimer de Madrid,Havas Creative Spain,Responsabilidad Social Empresarial (RSE),España,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Glowing relief,Farmacias Plaza/ Alivia Health de Farmacias Plaza / Alivia Health,De la Cruz/ Ogilvy,Responsabilidad Social Empresarial (RSE),Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Re-commerce Atacama,Vtex/ Desierto Vestido de Vtex Brasil / Desierto Vestido,Artplan,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Abogados BK Taste,Burger King de Burger King Brasil,Almap BBDO,Lanzamiento y activación de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Lanzamiento y activación de marca,Perú,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Lanzamiento y activación de marca,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Makeup payment,Mastercard de Mastercard Brasil,MRM Brasil,Lanzamiento y activación de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO,Lanzamiento y activación de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Gulf of Mexico (Bar),Tecate de Heineken México,LePub México,Lanzamiento y activación de marca,México,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Lanzamiento y activación de marca,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Fidelización y/o construcción de marca,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Glowing relief,Farmacias Plaza/ Alivia Health de Farmacias Plaza / Alivia Health,De la Cruz/ Ogilvy,Fidelización y/o construcción de marca,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The eyes dribble,Heineken de Heineken Argentina,Publicis Argentina / LePub Milan,Fidelización y/o construcción de marca,Argentina,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Fidelización y/o construcción de marca,Uruguay,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Ikea hidden tags,IKEA de IKEA Portugal,Uzina,Fidelización y/o construcción de marca,Portugal,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Marca local,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Marca local,Brasil,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Cartel para una persona,Pilsen de AB InBev Paraguay,Oniria\TBWA / 23 Sports,Marca local,Paraguay,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy,Marca local,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Marca local,Uruguay,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Marca local,Colombia,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Maratón,Nike de Nike México,Wieden+Kennedy México / Mindshare,Mercado específico,México,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Depressed bedrooms,Casaideas de Casaideas Perú,Boost Brand Accelerator,Mercado específico,Perú,Shortlist
El Ojo de Iberoamérica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Mercado específico,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Fiat abarth radio,Fiat de Sevel Uruguay,Publicis Impetu,Spots de Productos,Uruguay,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Cold activated announcers,Coors Light de Molson Coors Beverage Company,Alma DDB,Spots de Productos,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Chatarrero,TyC Sports de TyC Sports,Mercado McCann,Spots de Servicios,Argentina,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Real therapy,Clínica Nuestra Señora de Guadalupe de Clínica Nuestra Señora de Guadalupe,Delta MullenLowe,Spots de Servicios,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Sueños desordenados,IKEA de IKEA España,McCann España,Spots de Servicios,España,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,A unos libros de distancia,Casa del Libro de Casa del Libro – Grupo Planeta,This is Libre,Spots de Servicios,España,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Chants,Change the Ref de Change the Ref,Alma DDB,Spots de Bien público y mensajes gubernamentales,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,116-248-6446,A.L.M.A,52,Spots de Bien público y mensajes gubernamentales,Argentina,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,The radio national hour,MCN (Movimiento Civico Nacional) de Movimiento Cívico Nacional,Graviti BBDO,Acciones en plataformas de audio/sonido,Guatemala,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Flaming grill radio,Burger King de Burger King Colombia,Proximity BBDO Colombia / Sancho BBDO,Acciones en plataformas de audio/sonido,Colombia,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Stay tuned/ stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Acciones en plataformas de audio/sonido,Guatemala,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Unlucky mentions,Cris-Sal de Ecuasal,Paradais DDB,Acciones en plataformas de audio/sonido,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Air raid alarm clock,Razom for Ukraine de Razom for Ukraine,Officer & Gentleman / Arriba!,Uso no convencional de plataformas de audio/sonido,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Free mentions By Pete Zahat,Pizza Hut de Pizza Hut Ecuador,BBA,Uso no convencional de plataformas de audio/sonido,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,La voz de un ícono,Guaraná Antarctica de AB InBev Brasil,CP+B Brazil,Uso no convencional de plataformas de audio/sonido,Brasil,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Bad Bunny vendors,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Uso no convencional de plataformas de audio/sonido,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Coquí alarmed,Hyundai de Hyundai Puerto Rico,BBDO Puerto Rico,Uso no convencional de plataformas de audio/sonido,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Me feat. Me,Nosotras de Essity Chile,DDB Chile,Uso no convencional de plataformas de audio/sonido,Chile,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Dancing washers,Whirlpool de Whirlpool México,VML México,Uso no convencional de plataformas de audio/sonido,México,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,El sonido del divorcio,Calm es Simple de Calm es Simple,Ogilvy Argentina,Uso no convencional de plataformas de audio/sonido,Argentina,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,In transit,OutCare Health de OutCare Health,Area 23,Uso no convencional de plataformas de audio/sonido,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Cuidarte es un hit,Avalian de Avalian,Don by Havas,Responsabilidad Social Empresarial (RSE),Argentina,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Loveless story,UOL/ Instituto Glória de UOL / Instituto Glória,Artplan,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Me feat. Me,Nosotras de Essity Chile,DDB Chile,Responsabilidad Social Empresarial (RSE),Chile,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Stay tuned/ stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Responsabilidad Social Empresarial (RSE),Guatemala,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Leosapp,SuperFrango de SSA,Filadelfia,Marca local,Brasil,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Unlucky mentions,Cris-Sal de Ecuasal,Paradais DDB,Marca local,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Real therapy,Clínica Nuestra Señora de Guadalupe de Clínica Nuestra Señora de Guadalupe,Delta MullenLowe,Mercado específico,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Stay tuned/ Stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Mercado específico,Guatemala,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,Coquí alarmed,Hyundai de Hyundai Puerto Rico,BBDO Puerto Rico,Mercado específico,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,RADIO & AUDIO,El sonido del divorcio,Calm es Simple de Calm es Simple,Ogilvy Argentina,Mercado específico,Argentina,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Anti Murphy´s law toast,Enterogermina de Opella Brasil,MRM Spain,Productos,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Dancing washers,Whirlpool de Whirlpool México,VML México,Productos,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Nescafé decaf billboards,Nescafé de Nestlé Panamá,Star5,Productos,Panamá,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Preowned,IKEA de IKEA España,McCann España,Servicios,España,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Servicios,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Servicios,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Clandestination,Procolombia de Procolombia,DDB Colombia,Bien público y mensajes gubernamentales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,GUAC Play,Change the Ref de Change the Ref,Alma DDB,Bien público y mensajes gubernamentales,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Bien público y mensajes gubernamentales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Depressed bedrooms,Casaideas de Casaideas Perú,Boost Brand Accelerator,Experiencias y activaciones en el punto de venta,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Experiencias y activaciones en el punto de venta,Uruguay,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Abogados BK Taste,Burger King de Burger King Brasil,Almap BBDO,Experiencias y activaciones en el punto de venta,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Sport the fight,Nike de Nike Brasil,Wieden+Kennedy São Paulo,Experiencias y activaciones en el punto de venta,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Experiencias y activaciones en el espacio público,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Experiencias y activaciones en el espacio público,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Bring Korea to the world,Netflix de Netflix Estados Unidos,Founders Agency,Experiencias y activaciones en el espacio público,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Checoland,Uber Eats de N/A,Wieden+Kennedy México,Experiencias y activaciones en el espacio público,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Clandestination,Procolombia de N/A,DDB Colombia,Experiencias y activaciones en el espacio público,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Nescafé decaf billboards,Nescafé de Nestlé Panamá,Star5,Experiencias y activaciones en el espacio público,Panamá,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Scratch and sniff,Axe/Lynx de Unilever Global,LOLA MullenLowe,Experiencias y activaciones en el espacio público,España,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Shades of red,The Coca-Cola Company de Coca-Cola México,DAVID Madrid,Experiencias y activaciones en el espacio público,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,W1ng cod3s,Volaris Airlines de Volaris Airlines,Havas HOY,Experiencias y activaciones en el espacio público,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Gulf of Mexico (Bar),Tecate de Heineken México,LePub México,Experiencias y activaciones en el espacio público,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Maratón,Nike de Nike México,Wieden+Kennedy México / Mindshare,Experiencias y activaciones en el espacio público,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Experiencias y activaciones en plataformas digitales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Re-commerce Atacama,Vtex/ Desierto Vestido de Vtex Brasil / Desierto Vestido,Artplan,Experiencias y activaciones en plataformas digitales,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Dancing washers,Whirlpool de Whirlpool México,VML México,Experiencias y activaciones en plataformas digitales,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Preowned,IKEA de IKEA España,McCann España,Experiencias y activaciones en plataformas digitales,España,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Experiencias y activaciones en plataformas digitales,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Experiencias y activaciones en plataformas sociales & Influencers,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Experiencias y activaciones en plataformas sociales & Influencers,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Anti Murphy´s law toast,Enterogermina de Opella Brasil,MRM Spain,Experiencias y activaciones en multiplataformas,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Depressed bedrooms,Casaideas de Casaideas Perú,Boost Brand Accelerator,Experiencias y activaciones en multiplataformas,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Saving pelotica de goma,Vacílate esto de Vacílate esto,Buentipo / La Web,Experiencias y activaciones en multiplataformas,Venezuela,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Agencia,SP por Todas de Governo do Estado de São Paulo,DPZ,Nuevas realidades y tecnologías emergentes,Brasil,Shortlist
