Festival,Year,Track,Category,Agency,Network,Holding,Title,Country,Company,Brand,Product,Producer,Award,Permalink
FIAP,2024,Innovacion,Innovacion en Outdoor-Via publica-Ambient,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte,GRAND PRIX,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,GRAND PRIX,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-2/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Ponle Corazon,Ponle Corazon,Rebeca Producciones,GRAND PRIX,/awards/fiap/2024/campaigns/cancer-antes-del-cancer-ponle-corazon-fahrenheit-ddb-2024/
FIAP,2024,Anuncios,Transformacion Social - ONG,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,MENCION ESPECIAL,/awards/fiap/2024/campaigns/promesas-absurdas-asdra-vml-argentina-2024/
FIAP,2024,Formatos,Via Publica,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,GRAND PRIX,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-3/
FIAP,2024,Innovacion,Innovacion en Outdoor-Via publica-Ambient,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte,ORO,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-4/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-5/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Ponle Corazon,Ponle Corazon,Rebeca Producciones,ORO,/awards/fiap/2024/campaigns/cancer-antes-del-cancer-ponle-corazon-fahrenheit-ddb-2024-2/
FIAP,2024,Anuncios,Transformacion Social - ONG,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,ORO,/awards/fiap/2024/campaigns/promesas-absurdas-asdra-vml-argentina-2024-2/
FIAP,2024,Formatos,Via Publica,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-6/
FIAP,2024,Innovacion,Innovacion en PR,AlmapBBDO,BBDO Worldwide,Omnicom,VW 70 Years Campaign,Brasil,Volkswagen,Volkswagen,Institucional,Boiler Filmes,ORO,/awards/fiap/2024/campaigns/vw-70-years-campaign-volkswagen-almapbbdo-2024/
FIAP,2024,Innovacion,Innovacion en Marketing Directo,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-7/
FIAP,2024,Anuncios,Mejor Diseno,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-8/
FIAP,2024,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Fundacion Peruana de Cancer,Ponle Corazon,Rebeca Producciones,ORO,/awards/fiap/2024/campaigns/cancer-antes-del-cancer-fundacion-peruana-de-cancer-fahrenheit-ddb-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Higiene domestica personal - Belleza - Cosmetica - Perfumeria - Articulos medicinales y Farmaceuticos,AlmapBBDO,BBDO Worldwide,Omnicom,Tormenta,Brasil,O Boticario,O Boticario,Mothers Day,MyMama Entertainment,ORO,/awards/fiap/2024/campaigns/tormenta-o-boticario-almapbbdo-2024/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,AlmapBBDO,BBDO Worldwide,Omnicom,Errata at 88,Brasil,Diageo,Johnnie Walker,Johnnie Walker,AlmapBBDO,ORO,/awards/fiap/2024/campaigns/errata-at-88-johnnie-walker-almapbbdo-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Automoviles,AlmapBBDO,BBDO Worldwide,Omnicom,VW 70 Years Campaign,Brasil,Volkswagen,Volkswagen,Institucional,Boiler Filmes,ORO,/awards/fiap/2024/campaigns/vw-70-years-campaign-volkswagen-almapbbdo-2024-2/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Fotografia,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Ponle Corazon,Ponle Corazon,Rebeca Producciones,ORO,/awards/fiap/2024/campaigns/cancer-antes-del-cancer-ponle-corazon-fahrenheit-ddb-2024-3/
FIAP,2024,Innovacion,Estudiantes,The Pub School,,,LyriCoach,Ecuador,Spotify,Spotify,Spotify,,ORO,/awards/fiap/2024/campaigns/lyricoach-spotify-the-pub-school-2024/
FIAP,2024,Innovacion,Innovacion en Gaming y Entretenimiento,VML Argentina,VML,WPP,Anti-Lag Squad,Argentina,Movistar,Movistar,Internet fibra,Landia,ORO,/awards/fiap/2024/campaigns/anti-lag-squad-movistar-vml-argentina-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseno de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Fundacion Peruana de Cancer,Ponle Corazon,Rebeca Producciones,ORO,/awards/fiap/2024/campaigns/cancer-antes-del-cancer-fundacion-peruana-de-cancer-fahrenheit-ddb-2024-2/
FIAP,2024,Innovacion,Innovacion en plataformas digitales,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,ORO,/awards/fiap/2024/campaigns/trailers-tumbados-cinemex-made-mexico-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion de Arte,AlmapBBDO,BBDO Worldwide,Omnicom,Tormenta,Brasil,O Boticario,O Boticario,Mothers Day,MyMama Entertainment,ORO,/awards/fiap/2024/campaigns/tormenta-o-boticario-almapbbdo-2024-2/
FIAP,2024,Innovacion,Innovacion en Radio,VCCP,Chime Communications Group,Chime Communications Group,Speedy Rock,Espana,ROCK FM,ROCK FM,Animal de Radio,Antiestatico,ORO,/awards/fiap/2024/campaigns/speedy-rock-rock-fm-vccp-2024/
FIAP,2024,Innovacion,Innovacion en Television,CYW,Independientes,Independientes,El robo de fin de ano,Espana,Netflix e Hijos de Rivera,Netflix y Estrella Galicia,Berlin y Estrella Galicia,Protokol,ORO,/awards/fiap/2024/campaigns/el-robo-de-fin-de-ano-netflix-y-estrella-galicia-cyw-2024/
FIAP,2024,Innovacion,Salud,MRM Spain,McCann Worldgroup,IPG,Ready Player Mom,Espana,Enterogermina Sanofi,Enterogermina,Enterogermina,Sailor Studio,ORO,/awards/fiap/2024/campaigns/ready-player-mom-enterogermina-mrm-spain-2024/
FIAP,2024,Anuncios,Grafica - Campanas Productos - Servicios - Corporativas,Alma,DDB Worldwide,Omnicom,Rum Better With Pepsi,USA,PepsiCo,Pepsi,Pepsi,Carbo Films,ORO,/awards/fiap/2024/campaigns/rum-better-with-pepsi-pepsi-alma-2024/
FIAP,2024,Anuncios,Via Publica - Productos,Alma,DDB Worldwide,Omnicom,Rum Better With Pepsi,USA,PepsiCo,Pepsi,Pepsi,Carbo Films,ORO,/awards/fiap/2024/campaigns/rum-better-with-pepsi-pepsi-alma-2024-2/
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,ORO,/awards/fiap/2024/campaigns/wrong-candidates-change-the-ref-alma-2024/
FIAP,2024,Anuncios,Mejor Estrategia - Planeacion,BETC Havas Suno United Creators,Havas Creative,HAVAS,The Gender Discount,Brasil,Santander,Santander,Descuento en Varios Productos Bancarios,MyMama Entertainment Produceria,ORO,/awards/fiap/2024/campaigns/the-gender-discount-santander-betc-havas-suno-united-creators-2024/
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,BETC Havas Suno United Creators,Havas Creative,HAVAS,The Gender Discount,Brasil,Santander,Santander,Descuento en Varios Productos Bancarios,MyMama Entertainment Produceria,ORO,/awards/fiap/2024/campaigns/the-gender-discount-santander-betc-havas-suno-united-creators-2024-2/
FIAP,2024,Innovacion,Innovacion en Medios Impresos,Havas Costa Rica BETC HAVAS,Havas Creative,HAVAS,Reprinting Nica,Brasil,La Prensa,La Prensa,Periodico La Prensa,Fulfierros,ORO,/awards/fiap/2024/campaigns/reprinting-nica-la-prensa-havas-costa-rica-betc-havas-2024/
FIAP,2024,Anuncios,Grafica - Medios de comunicacion - Publicaciones,Havas Costa Rica BETC HAVAS,Havas Creative,HAVAS,Reprinting Nica,Brasil,La Prensa,La Prensa,Periodico La Prensa,Fulfierros,ORO,/awards/fiap/2024/campaigns/reprinting-nica-la-prensa-havas-costa-rica-betc-havas-2024-2/
FIAP,2024,Produccion,Mejor Locucion Comercial - Radio,La Nina,Independientes,Independientes,Roller Radio Coaster,Argentina,Fenix Entertainment Group,Parque de la costa,Spot de radio,Titan musica,ORO,/awards/fiap/2024/campaigns/roller-radio-coaster-parque-de-la-costa-la-nina-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Animacion Computarizada - Efectos Especiales,Ogilvy,Ogilvy,WPP,Andalusian Crush,Espana,Empresa Publica de Turismo y Deporte de Andalucia,Turismo de Andalucia,Campana de Turismo,Roma,ORO,/awards/fiap/2024/campaigns/andalusian-crush-turismo-de-andalucia-ogilvy-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion de Actores,CHINA parte de LLYC,Independientes,Independientes,Ajedrez - Pareja,Espana,Sitges- Festival Internacional de Cine Fantastico de Cataluna,Sitges- Festival Internacional de Cine Fantastico de Cataluna,57 edicion del festival - Homenaje a Los Pajaros de Hitchcock,Lee Films,ORO,/awards/fiap/2024/campaigns/ajedrez-pareja-sitges-festival-internacional-de-cine-fantastico-de-cataluna-china-parte-de-llyc-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,ORO,/awards/fiap/2024/campaigns/wrong-candidates-change-the-ref-alma-2024-2/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,LLYC,Independientes,Independientes,En Nuestras Manos,Espana,StepbyWater,StepbyWater,En Nuestras Manos,Jupiter,ORO,/awards/fiap/2024/campaigns/en-nuestras-manos-stepbywater-llyc-2024/
FIAP,2024,Produccion,Uso de Inteligencia Artificial,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,ORO,/awards/fiap/2024/campaigns/el-anuncio-de-campofria-campofrio-this-is-libre-2024/
FIAP,2024,Formatos,Social Content,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,ORO,/awards/fiap/2024/campaigns/promesas-absurdas-asdra-vml-argentina-2024-3/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,ORO,/awards/fiap/2024/campaigns/sharenting-el-musical-movistar-vml-argentina-2024/
FIAP,2024,Formatos,Estudiantes,Universidad Casa Grande,,,Embrace Your Number,Ecuador,Mattel,Barbie,Embrace Your Number,Universidad Casa Grande,ORO,/awards/fiap/2024/campaigns/embrace-your-number-barbie-universidad-casa-grande-2024/
FIAP,2024,Formatos,Cortos,Paradais DDB,DDB Worldwide,Omnicom,El viaje,Ecuador,Fundacion Casa Ronald McDonald Ecuador,Fundacion Casa Ronald McDonald Ecuador,Fundacion Casa Ronald McDonald Ecuador,La Canguilera,ORO,/awards/fiap/2024/campaigns/el-viaje-fundacion-casa-ronald-mcdonald-ecuador-paradais-ddb-2024/
FIAP,2024,Formatos,Contenido con mejor estrategia digital,LLYC,Independientes,Independientes,Paseadores de Ninos,Espana,Multiopticas,Multiopticas,Optica,Matrimonio,ORO,/awards/fiap/2024/campaigns/paseadores-de-ninos-multiopticas-llyc-2024/
FIAP,2024,Formatos,Salud,Ernest,Independientes,Independientes,Este anuncio te cuida,Espana,ABANCA,ABANCA Seguros,Seguro de salud,La Remedios,ORO,/awards/fiap/2024/campaigns/este-anuncio-te-cuida-abanca-seguros-ernest-2024/
FIAP,2024,Formatos,Live Experience,Ernest,Independientes,Independientes,399 Anos Despues,Espana,Universidad de Alcala,Universidad de Alcala,Cultura concienciacion,La Remedios,ORO,/awards/fiap/2024/campaigns/399-anos-despues-universidad-de-alcala-ernest-2024/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO,/awards/fiap/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-2024-9/
FIAP,2024,Formatos,Business to Business Channel o Partner Marketing - B2B,Buentipo Anchor,Independientes,Independientes,Beer Card,Colombia,AB InBev,Club Colombia,Club Colombia,Macarena,ORO,/awards/fiap/2024/campaigns/beer-card-club-colombia-buentipo-anchor-2024/
FIAP,2024,Formatos,Music Content,AlmapBBDO,BBDO Worldwide,Omnicom,Errata at 88,Brasil,Diageo,Johnnie Walker,Johnnie Walker,AlmapBBDO,ORO,/awards/fiap/2024/campaigns/errata-at-88-johnnie-walker-almapbbdo-2024-2/
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,AlmapBBDO,BBDO Worldwide,Omnicom,VW 70 Years Campaign,Brasil,Volkswagen,Volkswagen,Institucional,Boiler Filmes,ORO,/awards/fiap/2024/campaigns/vw-70-years-campaign-volkswagen-almapbbdo-2024-3/
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,ORO,/awards/fiap/2024/campaigns/jugadas-perdidas-imperial-joystick-fifco-2024/
FIAP,2024,Anuncios,Via Publica - Campanas,Fahrenheit DDB,DDB Worldwide,Omnicom,Rent your sunset,Peru,AB InBev,Corona,Corona,Fahreheit Content,PLATA,/awards/fiap/2024/campaigns/rent-your-sunset-corona-fahrenheit-ddb-2024/
FIAP,2024,Anuncios,Mejor Estrategia - Planeacion,AlmapBBDO,BBDO Worldwide,Omnicom,Errata at 88,Brasil,Diageo,Johnnie Walker,Johnnie Walker,AlmapBBDO,PLATA,/awards/fiap/2024/campaigns/errata-at-88-johnnie-walker-almapbbdo-2024-3/
FIAP,2024,Anuncios,Grafica - Bancos - Financieras,AlmapBBDO,BBDO Worldwide,Omnicom,Black Lights,Brasil,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Black Lights Project,Ilustraciones y Diseno Dialeto Studio,PLATA,/awards/fiap/2024/campaigns/black-lights-bradesco-seguros-empregue-afro-goma-museu-afro-ufba-almapbbdo-2024/
FIAP,2024,Innovacion,Innovacion en campanas sobre sostenibilidad,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,PLATA,/awards/fiap/2024/campaigns/promesas-absurdas-asdra-vml-argentina-2024-4/
FIAP,2024,Innovacion,Innovacion en Eventos-Experiencia,Mullenlowe Delta,MullenLowe Group,IPG,Spot the red flags,Ecuador,AB InBev,Pilsener,Pilsener,Bang - The Others,PLATA,/awards/fiap/2024/campaigns/spot-the-red-flags-pilsener-mullenlowe-delta-2024/
FIAP,2024,Innovacion,Innovacion en Marketing Directo,Star5 Creative Inc,Ogilvy,WPP,The Qlture Code,Panama,Gotuuri,Gotuuri,The Qlture Code,Wagua Films VFX Whisky Films,PLATA,/awards/fiap/2024/campaigns/the-qlture-code-gotuuri-star5-creative-inc-2024/
FIAP,2024,Innovacion,Innovacion en Musica,VCCP,Chime Communications Group,Chime Communications Group,Speedy Rock,Espana,ROCK FM,ROCK FM,Animal de Radio,Antiestatico,PLATA,/awards/fiap/2024/campaigns/speedy-rock-rock-fm-vccp-2024-2/
FIAP,2024,Innovacion,Salud,The Table by de ferrari borrell,Independientes,Independientes,The Skin Test Soap,Republica Dominicana,Amadita Laboratorio Clinico,Amadita Por tu Salud,Cancer de Piel,The Table by de ferrari borrell,PLATA,/awards/fiap/2024/campaigns/the-skin-test-soap-amadita-por-tu-salud-the-table-by-de-ferrari-borrell-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,AlmapBBDO,BBDO Worldwide,Omnicom,Black Lights,Brasil,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Black Lights Project,Ilustraciones y Diseno Dialeto Studio,PLATA,/awards/fiap/2024/campaigns/black-lights-bradesco-seguros-empregue-afro-goma-museu-afro-ufba-almapbbdo-2024-2/
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,BETC Havas,Havas Creative,HAVAS,Tienda Segura,Brasil,TIM Brasil,TIM Brasil,Institucional Brand ESG,Merci Studios,PLATA,/awards/fiap/2024/campaigns/tienda-segura-tim-brasil-betc-havas-2024/
FIAP,2024,Anuncios,Via Publica - Servicios,BETC Havas,Havas Creative,HAVAS,Tienda Segura,Brasil,TIM Brasil,TIM Brasil,Institucional Brand ESG,Merci Studios,PLATA,/awards/fiap/2024/campaigns/tienda-segura-tim-brasil-betc-havas-2024-2/
FIAP,2024,Anuncios,Television - Cine - Digital - Imagen Corporativa,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,PLATA,/awards/fiap/2024/campaigns/el-anuncio-de-campofria-campofrio-this-is-libre-2024-2/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,PLATA,/awards/fiap/2024/campaigns/el-anuncio-de-campofria-campofrio-this-is-libre-2024-3/
FIAP,2024,Anuncios,Uso de Inteligencia Artificial,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,PLATA,/awards/fiap/2024/campaigns/el-anuncio-de-campofria-campofrio-this-is-libre-2024-4/
FIAP,2024,Anuncios,Radio - Recreacion - Placer - Tiempo Libre - Transporte - Viajes - Turismo,La Nina,Independientes,Independientes,Roller Radio Coaster,Argentina,Fenix Entertainment Group,Parque de la costa,spot de radio,Titan musica,PLATA,/awards/fiap/2024/campaigns/roller-radio-coaster-parque-de-la-costa-la-nina-2024-2/
FIAP,2024,Anuncios,Via Publica - Productos,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,PLATA,/awards/fiap/2024/campaigns/the-billboard-you-shouldnt-be-able-to-read-but-you-can-gollo-motors-mccann-san-jose-2024/
FIAP,2024,Anuncios,Transformacion Social - ONG,El Taier DDB Centro,DDB Worldwide,Omnicom,Smart Legacy,Guatemala,Ifthen Inc,Smart Legacy,Smart Legacy,Filmico - BBQ Media,PLATA,/awards/fiap/2024/campaigns/smart-legacy-smart-legacy-el-taier-ddb-centro-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,MRM Spain,McCann Worldgroup,IPG,Un Amor Sin Etiquetas,Espana,Campofrio,Campofrio Vegalia,Campofrio Vegalia,CARINO Contents,PLATA,/awards/fiap/2024/campaigns/un-amor-sin-etiquetas-campofrio-vegalia-mrm-spain-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Bajo Presupuesto,CHINA parte de LLYC,Independientes,Independientes,Ajedrez - Pareja,Espana,Sitges- Festival Internacional de Cine Fantastico de Cataluna,Sitges- Festival Internacional de Cine Fantastico de Cataluna,57 edicion del festival - Homenaje a Los Pajaros de Hitchcock,Lee Films,PLATA,/awards/fiap/2024/campaigns/ajedrez-pareja-sitges-festival-internacional-de-cine-fantastico-de-cataluna-china-parte-de-llyc-2024-2/
FIAP,2024,Anuncios,Transformacion Social - ONG,DoubleYou,Independientes,Independientes,Nobody should die at Xmas,Espana,Open Arms,Open Arms,ONG,Blua,PLATA,/awards/fiap/2024/campaigns/nobody-should-die-at-xmas-open-arms-doubleyou-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Aporte Cultural y-o Multicultural,Star5 Creative Inc,Ogilvy,WPP,The Qlture Code,Panama,Gotuuri,Gotuuri,The Qlture Code,Wagua Films VFX Whisky Films,PLATA,/awards/fiap/2024/campaigns/the-qlture-code-gotuuri-star5-creative-inc-2024-2/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Star5 Creative Inc,Ogilvy,WPP,The Qlture Code,Panama,Gotuuri,Gotuuri,The Qlture Code,Wagua Films VFX Whisky Films,PLATA,/awards/fiap/2024/campaigns/the-qlture-code-gotuuri-star5-creative-inc-2024-3/
FIAP,2024,Anuncios,Television - Cine - Digital - Campanas Bien Publico,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA,/awards/fiap/2024/campaigns/jugadas-perdidas-imperial-joystick-fifco-2024-2/
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA,/awards/fiap/2024/campaigns/jugadas-perdidas-imperial-joystick-fifco-2024-3/
FIAP,2024,Anuncios,Estudiantes,Miami Ad School Mexico,,,Polyreaders,Mexico,Spotify,Spotify,Audiolibros,,PLATA,/awards/fiap/2024/campaigns/polyreaders-spotify-miami-ad-school-mexico-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,PLATA,/awards/fiap/2024/campaigns/promesas-absurdas-asdra-vml-argentina-2024-5/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,PLATA,/awards/fiap/2024/campaigns/promesas-absurdas-asdra-vml-argentina-2024-6/
FIAP,2024,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,PLATA,/awards/fiap/2024/campaigns/sharenting-el-musical-movistar-vml-argentina-2024-2/
FIAP,2024,Anuncios,Television - Cine - Digital - Bien Publico,Alma,DDB Worldwide,Omnicom,Late,USA,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Central Films,PLATA,/awards/fiap/2024/campaigns/late-memorial-sloan-kettering-cancer-center-alma-2024/
FIAP,2024,Anuncios,Salud,Alma,DDB Worldwide,Omnicom,Late,USA,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Central Films,PLATA,/awards/fiap/2024/campaigns/late-memorial-sloan-kettering-cancer-center-alma-2024-2/
FIAP,2024,Anuncios,Salud,The Table by de ferrari borrell,Independientes,Independientes,The Skin Test Soap,Republica Dominicana,Amadita Laboratorio Clinico,Amadita Por tu Salud,Cancer de Piel,The Table by de ferrari borrell,PLATA,/awards/fiap/2024/campaigns/the-skin-test-soap-amadita-por-tu-salud-the-table-by-de-ferrari-borrell-2024-2/
FIAP,2024,Anuncios,Via Publica - Servicios,Made Brasil,Independientes,Independientes,Real Horror,Brasil,APAV - Associacao Portuguesa de Apoio a Vitima,APAV - Associacao Portuguesa de Apoio a Vitima,Violence against women femicide,Studio Nuts,PLATA,/awards/fiap/2024/campaigns/real-horror-apav-associacao-portuguesa-de-apoio-a-vitima-made-brasil-2024/
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Made Brasil,Independientes,Independientes,Real Horror,Brasil,APAV - Associacao Portuguesa de Apoio a Vitima,APAV - Associacao Portuguesa de Apoio a Vitima,Violence against women femicide,Studio Nuts,PLATA,/awards/fiap/2024/campaigns/real-horror-apav-associacao-portuguesa-de-apoio-a-vitima-made-brasil-2024-2/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Made Brasil,Independientes,Independientes,Real Horror,Brasil,APAV - Associacao Portuguesa de Apoio a Vitima,APAV - Associacao Portuguesa de Apoio a Vitima,Violence against women femicide,Studio Nuts,PLATA,/awards/fiap/2024/campaigns/real-horror-apav-associacao-portuguesa-de-apoio-a-vitima-made-brasil-2024-3/
FIAP,2024,Produccion,Bajo costo de produccion,LLYC,Independientes,Independientes,Brazaletes de Esperanza,Espana,Asociacion Espanola Contra el Cancer,Asociacion Espanola Contra el Cancer,Brazaletes de Esperanza,LLYC,PLATA,/awards/fiap/2024/campaigns/brazaletes-de-esperanza-asociacion-espanola-contra-el-cancer-llyc-2024/
FIAP,2024,Produccion,Bajo costo de produccion,VML Argentina,VML,WPP,Faces of the future,Argentina,Unilever,Rexona,Desodorante,VML Argentina,PLATA,/awards/fiap/2024/campaigns/faces-of-the-future-rexona-vml-argentina-2024/
FIAP,2024,Produccion,Mejor Locucion Idioma Extranjero - Excluye espanol y portugues,Zubi Advertising,VML,WPP,The Global Calming Crisis,USA,The CLEO Institute,The CLEO Institute,The CLEO Institute,Trulove Post,PLATA,/awards/fiap/2024/campaigns/the-global-calming-crisis-the-cleo-institute-zubi-advertising-2024/
