Festival,Year,Track,Category,Agency,Network,Holding,Title,Country,Company,Brand,Product,Producer,Award
FIAP,2024,Innovacion,Innovacion en Outdoor-Via publica-Ambient,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte,GRAND PRIX
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,GRAND PRIX
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Ponle Corazon,Ponle Corazon,Rebeca Producciones,GRAND PRIX
FIAP,2024,Anuncios,Transformacion Social - ONG,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,MENCION ESPECIAL
FIAP,2024,Formatos,Via Publica,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,GRAND PRIX
FIAP,2024,Innovacion,Innovacion en Outdoor-Via publica-Ambient,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte,ORO
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Ponle Corazon,Ponle Corazon,Rebeca Producciones,ORO
FIAP,2024,Anuncios,Transformacion Social - ONG,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,ORO
FIAP,2024,Formatos,Via Publica,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO
FIAP,2024,Innovacion,Innovacion en PR,AlmapBBDO,BBDO Worldwide,Omnicom,VW 70 Years Campaign,Brasil,Volkswagen,Volkswagen,Institucional,Boiler Filmes,ORO
FIAP,2024,Innovacion,Innovacion en Marketing Directo,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO
FIAP,2024,Anuncios,Mejor Diseno,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO
FIAP,2024,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Fundacion Peruana de Cancer,Ponle Corazon,Rebeca Producciones,ORO
FIAP,2024,Anuncios,Television - Cine - Digital - Higiene domestica personal - Belleza - Cosmetica - Perfumeria - Articulos medicinales y Farmaceuticos,AlmapBBDO,BBDO Worldwide,Omnicom,Tormenta,Brasil,O Boticario,O Boticario,Mothers Day,MyMama Entertainment,ORO
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,AlmapBBDO,BBDO Worldwide,Omnicom,Errata at 88,Brasil,Diageo,Johnnie Walker,Johnnie Walker,AlmapBBDO,ORO
FIAP,2024,Anuncios,Television - Cine - Digital - Automoviles,AlmapBBDO,BBDO Worldwide,Omnicom,VW 70 Years Campaign,Brasil,Volkswagen,Volkswagen,Institucional,Boiler Filmes,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Fotografia,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Ponle Corazon,Ponle Corazon,Rebeca Producciones,ORO
FIAP,2024,Innovacion,Estudiantes,The Pub School,,,LyriCoach,Ecuador,Spotify,Spotify,Spotify,,ORO
FIAP,2024,Innovacion,Innovacion en Gaming y Entretenimiento,VML Argentina,VML,WPP,Anti-Lag Squad,Argentina,Movistar,Movistar,Internet fibra,Landia,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseno de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,Fahrenheit DDB,DDB Worldwide,Omnicom,Cancer antes del cancer,Peru,Fundacion Peruana de Cancer,Fundacion Peruana de Cancer,Ponle Corazon,Rebeca Producciones,ORO
FIAP,2024,Innovacion,Innovacion en plataformas digitales,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion de Arte,AlmapBBDO,BBDO Worldwide,Omnicom,Tormenta,Brasil,O Boticario,O Boticario,Mothers Day,MyMama Entertainment,ORO
FIAP,2024,Innovacion,Innovacion en Radio,VCCP,Chime Communications Group,Chime Communications Group,Speedy Rock,Espana,ROCK FM,ROCK FM,Animal de Radio,Antiestatico,ORO
FIAP,2024,Innovacion,Innovacion en Television,CYW,Independientes,Independientes,El robo de fin de ano,Espana,Netflix e Hijos de Rivera,Netflix y Estrella Galicia,Berlin y Estrella Galicia,Protokol,ORO
FIAP,2024,Innovacion,Salud,MRM Spain,McCann Worldgroup,IPG,Ready Player Mom,Espana,Enterogermina Sanofi,Enterogermina,Enterogermina,Sailor Studio,ORO
FIAP,2024,Anuncios,Grafica - Campanas Productos - Servicios - Corporativas,Alma,DDB Worldwide,Omnicom,Rum Better With Pepsi,USA,PepsiCo,Pepsi,Pepsi,Carbo Films,ORO
FIAP,2024,Anuncios,Via Publica - Productos,Alma,DDB Worldwide,Omnicom,Rum Better With Pepsi,USA,PepsiCo,Pepsi,Pepsi,Carbo Films,ORO
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,ORO
FIAP,2024,Anuncios,Mejor Estrategia - Planeacion,BETC Havas Suno United Creators,Havas Creative,HAVAS,The Gender Discount,Brasil,Santander,Santander,Descuento en Varios Productos Bancarios,MyMama Entertainment Produceria,ORO
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,BETC Havas Suno United Creators,Havas Creative,HAVAS,The Gender Discount,Brasil,Santander,Santander,Descuento en Varios Productos Bancarios,MyMama Entertainment Produceria,ORO
FIAP,2024,Innovacion,Innovacion en Medios Impresos,Havas Costa Rica BETC HAVAS,Havas Creative,HAVAS,Reprinting Nica,Brasil,La Prensa,La Prensa,Periodico La Prensa,Fulfierros,ORO
FIAP,2024,Anuncios,Grafica - Medios de comunicacion - Publicaciones,Havas Costa Rica BETC HAVAS,Havas Creative,HAVAS,Reprinting Nica,Brasil,La Prensa,La Prensa,Periodico La Prensa,Fulfierros,ORO
FIAP,2024,Produccion,Mejor Locucion Comercial - Radio,La Nina,Independientes,Independientes,Roller Radio Coaster,Argentina,Fenix Entertainment Group,Parque de la costa,Spot de radio,Titan musica,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Animacion Computarizada - Efectos Especiales,Ogilvy,Ogilvy,WPP,Andalusian Crush,Espana,Empresa Publica de Turismo y Deporte de Andalucia,Turismo de Andalucia,Campana de Turismo,Roma,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion de Actores,CHINA parte de LLYC,Independientes,Independientes,Ajedrez - Pareja,Espana,Sitges- Festival Internacional de Cine Fantastico de Cataluna,Sitges- Festival Internacional de Cine Fantastico de Cataluna,57 edicion del festival - Homenaje a Los Pajaros de Hitchcock,Lee Films,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,ORO
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,LLYC,Independientes,Independientes,En Nuestras Manos,Espana,StepbyWater,StepbyWater,En Nuestras Manos,Jupiter,ORO
FIAP,2024,Produccion,Uso de Inteligencia Artificial,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,ORO
FIAP,2024,Formatos,Social Content,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,ORO
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,ORO
FIAP,2024,Formatos,Estudiantes,Universidad Casa Grande,,,Embrace Your Number,Ecuador,Mattel,Barbie,Embrace Your Number,Universidad Casa Grande,ORO
FIAP,2024,Formatos,Cortos,Paradais DDB,DDB Worldwide,Omnicom,El viaje,Ecuador,Fundacion Casa Ronald McDonald Ecuador,Fundacion Casa Ronald McDonald Ecuador,Fundacion Casa Ronald McDonald Ecuador,La Canguilera,ORO
FIAP,2024,Formatos,Contenido con mejor estrategia digital,LLYC,Independientes,Independientes,Paseadores de Ninos,Espana,Multiopticas,Multiopticas,Optica,Matrimonio,ORO
FIAP,2024,Formatos,Salud,Ernest,Independientes,Independientes,Este anuncio te cuida,Espana,ABANCA,ABANCA Seguros,Seguro de salud,La Remedios,ORO
FIAP,2024,Formatos,Live Experience,Ernest,Independientes,Independientes,399 Anos Despues,Espana,Universidad de Alcala,Universidad de Alcala,Cultura concienciacion,La Remedios,ORO
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Circus Grey,AKQA Group-GREY,WPP,Sightwalks - Veredas que guian,Peru,UNACEM,Cemento Sol,Cemento Sol,Rebeca - Canica - Punto Aparte - Nativo,ORO
FIAP,2024,Formatos,Business to Business Channel o Partner Marketing - B2B,Buentipo Anchor,Independientes,Independientes,Beer Card,Colombia,AB InBev,Club Colombia,Club Colombia,Macarena,ORO
FIAP,2024,Formatos,Music Content,AlmapBBDO,BBDO Worldwide,Omnicom,Errata at 88,Brasil,Diageo,Johnnie Walker,Johnnie Walker,AlmapBBDO,ORO
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,AlmapBBDO,BBDO Worldwide,Omnicom,VW 70 Years Campaign,Brasil,Volkswagen,Volkswagen,Institucional,Boiler Filmes,ORO
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,ORO
FIAP,2024,Anuncios,Via Publica - Campanas,Fahrenheit DDB,DDB Worldwide,Omnicom,Rent your sunset,Peru,AB InBev,Corona,Corona,Fahreheit Content,PLATA
FIAP,2024,Anuncios,Mejor Estrategia - Planeacion,AlmapBBDO,BBDO Worldwide,Omnicom,Errata at 88,Brasil,Diageo,Johnnie Walker,Johnnie Walker,AlmapBBDO,PLATA
FIAP,2024,Anuncios,Grafica - Bancos - Financieras,AlmapBBDO,BBDO Worldwide,Omnicom,Black Lights,Brasil,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Black Lights Project,Ilustraciones y Diseno Dialeto Studio,PLATA
FIAP,2024,Innovacion,Innovacion en campanas sobre sostenibilidad,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,PLATA
FIAP,2024,Innovacion,Innovacion en Eventos-Experiencia,Mullenlowe Delta,MullenLowe Group,IPG,Spot the red flags,Ecuador,AB InBev,Pilsener,Pilsener,Bang - The Others,PLATA
FIAP,2024,Innovacion,Innovacion en Marketing Directo,Star5 Creative Inc,Ogilvy,WPP,The Qlture Code,Panama,Gotuuri,Gotuuri,The Qlture Code,Wagua Films VFX Whisky Films,PLATA
FIAP,2024,Innovacion,Innovacion en Musica,VCCP,Chime Communications Group,Chime Communications Group,Speedy Rock,Espana,ROCK FM,ROCK FM,Animal de Radio,Antiestatico,PLATA
FIAP,2024,Innovacion,Salud,The Table by de ferrari borrell,Independientes,Independientes,The Skin Test Soap,Republica Dominicana,Amadita Laboratorio Clinico,Amadita Por tu Salud,Cancer de Piel,The Table by de ferrari borrell,PLATA
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,AlmapBBDO,BBDO Worldwide,Omnicom,Black Lights,Brasil,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Black Lights Project,Ilustraciones y Diseno Dialeto Studio,PLATA
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,BETC Havas,Havas Creative,HAVAS,Tienda Segura,Brasil,TIM Brasil,TIM Brasil,Institucional Brand ESG,Merci Studios,PLATA
FIAP,2024,Anuncios,Via Publica - Servicios,BETC Havas,Havas Creative,HAVAS,Tienda Segura,Brasil,TIM Brasil,TIM Brasil,Institucional Brand ESG,Merci Studios,PLATA
FIAP,2024,Anuncios,Television - Cine - Digital - Imagen Corporativa,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,PLATA
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,PLATA
FIAP,2024,Anuncios,Uso de Inteligencia Artificial,This is Libre,Independientes,Independientes,El anuncio de CampofrIA,Espana,Campofrio Food Group SAU,Campofrio,Productos carnicos y elaborados,Landia,PLATA
FIAP,2024,Anuncios,Radio - Recreacion - Placer - Tiempo Libre - Transporte - Viajes - Turismo,La Nina,Independientes,Independientes,Roller Radio Coaster,Argentina,Fenix Entertainment Group,Parque de la costa,spot de radio,Titan musica,PLATA
FIAP,2024,Anuncios,Via Publica - Productos,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,PLATA
FIAP,2024,Anuncios,Transformacion Social - ONG,El Taier DDB Centro,DDB Worldwide,Omnicom,Smart Legacy,Guatemala,Ifthen Inc,Smart Legacy,Smart Legacy,Filmico - BBQ Media,PLATA
FIAP,2024,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,MRM Spain,McCann Worldgroup,IPG,Un Amor Sin Etiquetas,Espana,Campofrio,Campofrio Vegalia,Campofrio Vegalia,CARINO Contents,PLATA
FIAP,2024,Anuncios,Television - Cine - Digital - Bajo Presupuesto,CHINA parte de LLYC,Independientes,Independientes,Ajedrez - Pareja,Espana,Sitges- Festival Internacional de Cine Fantastico de Cataluna,Sitges- Festival Internacional de Cine Fantastico de Cataluna,57 edicion del festival - Homenaje a Los Pajaros de Hitchcock,Lee Films,PLATA
FIAP,2024,Anuncios,Transformacion Social - ONG,DoubleYou,Independientes,Independientes,Nobody should die at Xmas,Espana,Open Arms,Open Arms,ONG,Blua,PLATA
FIAP,2024,Anuncios,Creatividad Efectiva - Aporte Cultural y-o Multicultural,Star5 Creative Inc,Ogilvy,WPP,The Qlture Code,Panama,Gotuuri,Gotuuri,The Qlture Code,Wagua Films VFX Whisky Films,PLATA
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Star5 Creative Inc,Ogilvy,WPP,The Qlture Code,Panama,Gotuuri,Gotuuri,The Qlture Code,Wagua Films VFX Whisky Films,PLATA
FIAP,2024,Anuncios,Television - Cine - Digital - Campanas Bien Publico,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA
FIAP,2024,Anuncios,Estudiantes,Miami Ad School Mexico,,,Polyreaders,Mexico,Spotify,Spotify,Audiolibros,,PLATA
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,PLATA
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,VML Argentina,VML,WPP,Promesas absurdas,Argentina,Asdra,Asdra,Asociacion Sindrome de Down de la Republica Argentina,Landia,PLATA
FIAP,2024,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,PLATA
FIAP,2024,Anuncios,Television - Cine - Digital - Bien Publico,Alma,DDB Worldwide,Omnicom,Late,USA,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Central Films,PLATA
FIAP,2024,Anuncios,Salud,Alma,DDB Worldwide,Omnicom,Late,USA,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Central Films,PLATA
FIAP,2024,Anuncios,Salud,The Table by de ferrari borrell,Independientes,Independientes,The Skin Test Soap,Republica Dominicana,Amadita Laboratorio Clinico,Amadita Por tu Salud,Cancer de Piel,The Table by de ferrari borrell,PLATA
FIAP,2024,Anuncios,Via Publica - Servicios,Made Brasil,Independientes,Independientes,Real Horror,Brasil,APAV - Associacao Portuguesa de Apoio a Vitima,APAV - Associacao Portuguesa de Apoio a Vitima,Violence against women femicide,Studio Nuts,PLATA
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Made Brasil,Independientes,Independientes,Real Horror,Brasil,APAV - Associacao Portuguesa de Apoio a Vitima,APAV - Associacao Portuguesa de Apoio a Vitima,Violence against women femicide,Studio Nuts,PLATA
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Made Brasil,Independientes,Independientes,Real Horror,Brasil,APAV - Associacao Portuguesa de Apoio a Vitima,APAV - Associacao Portuguesa de Apoio a Vitima,Violence against women femicide,Studio Nuts,PLATA
FIAP,2024,Produccion,Bajo costo de produccion,LLYC,Independientes,Independientes,Brazaletes de Esperanza,Espana,Asociacion Espanola Contra el Cancer,Asociacion Espanola Contra el Cancer,Brazaletes de Esperanza,LLYC,PLATA
FIAP,2024,Produccion,Bajo costo de produccion,VML Argentina,VML,WPP,Faces of the future,Argentina,Unilever,Rexona,Desodorante,VML Argentina,PLATA
FIAP,2024,Produccion,Mejor Locucion Idioma Extranjero - Excluye espanol y portugues,Zubi Advertising,VML,WPP,The Global Calming Crisis,USA,The CLEO Institute,The CLEO Institute,The CLEO Institute,Trulove Post,PLATA
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Edicion,Publicidad Comercial MullenLowe Guatemala,MullenLowe Group,IPG,Cerca siempre,Guatemala,Super 24 tiendas de conveniencia,Super 24,Super 24,El Studio Films,PLATA
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Fotografia,Publicidad Comercial MullenLowe Guatemala,MullenLowe Group,IPG,Cerca siempre,Guatemala,Super 24 tiendas de conveniencia,Super 24,Super 24,El Studio Films,PLATA
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,We,Independientes,Independientes,Voice of Silence,Brasil,SBT do BEM,SBT do BEM,NGO,Santeria e Mafia FilmsAnimation,PLATA
FIAP,2024,Formatos,Music Content,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,PLATA
FIAP,2024,Formatos,Mejor Campana de Sostenibilidad,Valor,Independientes,Independientes,El ranking culinario que alimento a millones,Peru,Alicorp,Ollas Que Desarrollan,El Ranking Culinario Que Alimento A Millones,Cine 70,PLATA
FIAP,2024,Formatos,Business to Business Channel o Partner Marketing - B2B,Valor,Independientes,Independientes,El ranking culinario que alimento a millones,Peru,Alicorp,Ollas Que Desarrollan,El Ranking Culinario Que Alimento A Millones,Cine 70,PLATA
FIAP,2024,Formatos,Cortos,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,PLATA
FIAP,2024,Formatos,Uso de Inteligencia Artificial,Mullenlowe Delta,MullenLowe Group,IPG,Unforgettable women,Ecuador,Banco Pichincha,Banco Pichincha,Institucional,Bang - The Others,PLATA
FIAP,2024,Formatos,Live Experience,Mullenlowe Delta,MullenLowe Group,IPG,Catch the referee,Ecuador,Diners Club del Ecuador,Discover,Cashback,Bang Motion Films,PLATA
FIAP,2024,Formatos,Live Experience,Mullenlowe Delta,MullenLowe Group,IPG,Spot the red flags,Ecuador,AB InBev,Pilsener,Pilsener,Bang - The Others,PLATA
FIAP,2024,Formatos,Live Experience,Mullenlowe Delta,MullenLowe Group,IPG,Barcelonistas de nacimiento,Ecuador,AB InBev,Pilsener,Pilsener,Lumina Film House,PLATA
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,McCann Erickson,McCann Worldgroup,IPG,Entrenadores de Inconformismo,Espana,CaixaBank,CaixaBank,Financiero,Land Content,PLATA
FIAP,2024,Formatos,Social Content,MRM Spain,McCann Worldgroup,IPG,Talking Shit,Espana,Dulcolax Sanofi,Sanofi,Dulcolax,,PLATA
FIAP,2024,Formatos,Salud,MRM Spain,McCann Worldgroup,IPG,Talking Shit,Espana,Dulcolax Sanofi,Sanofi,Dulcolax,,PLATA
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,McCann Erickson,McCann Worldgroup,IPG,Profesores de Inconformismo,Espana,Noelia de Gea,CaixaBank,Producto financiero,Carmela,PLATA
FIAP,2024,Formatos,Via Publica,Made Mexico,Independientes,Independientes,Contratos,Mexico,Stabilo Boss,Stabilo,Stabilo Boss Original,Made,PLATA
FIAP,2024,Formatos,Own Media - Video Plataforma - Audio,Made Mexico,Independientes,Independientes,Stay Alive Owners Manual,Mexico,Stellantis Mexico,Jeep,Jeep Wrangler,Made,PLATA
FIAP,2024,Formatos,Salud,Lopito Ileana Howie,Independientes,Independientes,Cuidemos las Tetas,Puerto Rico,Sociedad Americana Contra El Cancer,Sociedad Americana Contra El Cancer,Cancer de Seno,Norstrom,PLATA
FIAP,2024,Formatos,Music Content,Lopito Ileana Howie,Independientes,Independientes,Clasicos del Fraude del Amor,Puerto Rico,Oriental,Oriental,Listos101com,Lopito Ileana Howie,PLATA
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,La doblevida - Colours,Independientes,Independientes,Nada mas mexicano,Mexico,Casa Lumbre,Ojo de Tigre- Tequila Defrente,Ojo de Tigre- Tequila Defrente,VDM,PLATA
FIAP,2024,Formatos,Estudiantes,La Calle Escuela Creativa,,,Certified Heinz,Peru,Kraft,Heinz,Heinz Ketchup,,PLATA
FIAP,2024,Formatos,Social Content,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA
FIAP,2024,Formatos,Online Video,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Joystick FIFCO,Independientes,Independientes,Jugadas Perdidas,Costa Rica,FIFCO,Imperial,Imperial Cero,Kaiju Creators,PLATA
FIAP,2024,Formatos,Mejor Uso de Ambient Media,DoubleYou,Independientes,Independientes,Nobody should die at Xmas,Espana,Open Arms,Open Arms,ONG,Blua,PLATA
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Conill Advertising,Saatchi Saatchi,Publicis Groupe,Towing Sponsors,USA,Toyota Motor North America USA Inc,TOYOTA,TUNDRA,Liam Labs,PLATA
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Ariadna Communications Group,Independientes,Independientes,soundloAD Tutorials,Ecuador,Banco General Ruminahui,Banco General Ruminahui,BGR App,Cat Y In-Out Studio,PLATA
FIAP,2024,Formatos,Via Publica,Alma,DDB Worldwide,Omnicom,Rum Better With Pepsi,USA,PepsiCo,Pepsi,Pepsi,Carbo Films,PLATA
FIAP,2024,Formatos,Cortos,Alma,DDB Worldwide,Omnicom,Late,USA,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Central Films,PLATA
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,La doblevida - Colours,Independientes,Independientes,Nada mas mexicano,Mexico,Casa Lumbre,Ojo de Tigre- Tequila Defrente,Ojo de Tigre- Tequila Defrente,VDM,PLATA
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,Mullenlowe Delta,MullenLowe Group,IPG,Spot the red flags,Ecuador,AB InBev,Pilsener,Pilsener,Bang - The Others,PLATA
FIAP,2024,Innovacion,Innovacion en Medios Impresos,AlmapBBDO,BBDO Worldwide,Omnicom,Black Lights,Brasil,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Bradesco Seguros Empregue Afro-GOMA Museu Afro-UFBA,Black Lights Project,Ilustraciones y Diseno Dialeto Studio,BRONCE
FIAP,2024,Innovacion,Estudiantes,The Pub School,,,AngerSense Controller,Ecuador,Lego,Lego,Lego,,BRONCE
FIAP,2024,Innovacion,Estudiantes,Universidad Casa Grande,,,Embrace Your Number,Ecuador,Mattel,Barbie,Embrace Your Number,Universidad Casa Grande,BRONCE
FIAP,2024,Innovacion,Innovacion en Activaciones,The Table by de ferrari borrell,Independientes,Independientes,The Skin Test Soap,Republica Dominicana,Amadita Laboratorio Clinico,Amadita Por tu Salud,Cancer de Piel,The Table by de ferrari borrell,BRONCE
FIAP,2024,Innovacion,Innovacion en campanas sobre sostenibilidad,DoubleYou,Independientes,Independientes,Nobody should die at Xmas,Espana,Open Arms,Open Arms,ONG,Blua,BRONCE
FIAP,2024,Innovacion,Innovacion en Eventos-Experiencia,Mullenlowe Delta,MullenLowe Group,IPG,Catch the referee,Ecuador,Diners Club del Ecuador,Discover,Cashback,Bang Motion Films,BRONCE
FIAP,2024,Innovacion,Innovacion en Marketing Directo,The Table by de ferrari borrell,Independientes,Independientes,The Skin Test Soap,Republica Dominicana,Amadita Laboratorio Clinico,Amadita por tu Salud,Cancer de Piel,The Table by de ferrari Borrell,BRONCE
FIAP,2024,Innovacion,Innovacion en Outdoor-Via publica-Ambient,LLYC,Independientes,Independientes,En Nuestras Manos,Espana,StepbyWater,StepbyWater,En Nuestras Manos,Jupiter,BRONCE
FIAP,2024,Innovacion,Innovacion en Outdoor-Via publica-Ambient,Mullenlowe Delta,MullenLowe Group,IPG,Spot the red flags,Ecuador,AB InBev,Pilsener,Pilsener,Bang - The Others,BRONCE
