Festival,Year,Track,Category,Agency,Red,Holding,Title,Country,Company,Brand,Product,Productora,Award,Permalink
Fiap,2026,Formatos,Mejor Campaña de Sostenibilidad,We,N/A,N/A,The Prompt Project,Brasil,BYD,BYD,Earth Day,Produka Filmes | Produceria,Shortlist,/awards/fiap/2026/campaigns/the-prompt-project-byd-we-2026/
Fiap,2026,Formatos,Business to Business Channel o Partner Marketing - B2B,AlmapBBDO,BBDO Worldwide,Omnicom,Pedigree Caramelo,Brasil,Mars,Pedigree,Pedigree,Surreal Hotel Arts,Shortlist,/awards/fiap/2026/campaigns/pedigree-caramelo-pedigree-almapbbdo-2026/
Fiap,2026,Innovación,Innovación en PR,AlmapBBDO,BBDO Worldwide,Omnicom,The Walk To The Walk Of Fame,Brasil,Diageo,Johnnie Walker,Johnnie Walker,Nuclear,Shortlist,/awards/fiap/2026/campaigns/the-walk-to-the-walk-of-fame-johnnie-walker-almapbbdo-2026/
Fiap,2026,Anuncios,Mejor Diseño,AlmapBBDO,BBDO Worldwide,Omnicom,The Walk To The Walk Of Fame,Brasil,Diageo,Johnnie Walker,Johnnie Walker,Nuclear,Shortlist,/awards/fiap/2026/campaigns/the-walk-to-the-walk-of-fame-johnnie-walker-almapbbdo-2026-2/
Fiap,2026,Formatos,Branded Content - Programa de Ficción,AlmapBBDO,BBDO Worldwide,Omnicom,La Teoría del Triángulo,Brasil,Pepsico,Doritos,Doritos,The Youth,Shortlist,/awards/fiap/2026/campaigns/la-teoria-del-triangulo-doritos-almapbbdo-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Dirección General,SAMY,Samy Alliance,N/A,Stronger than your prejudice karate,España,PETA,PETA,PETA,Contrario,Shortlist,/awards/fiap/2026/campaigns/stronger-than-your-prejudice-karate-peta-samy-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Dirección General,SAMY,Samy Alliance,N/A,Stronger than your prejudice Fencer,España,PETA,PETA,PETA,Contrario,Shortlist,/awards/fiap/2026/campaigns/stronger-than-your-prejudice-fencer-peta-samy-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Dirección General,SAMY,Samy Alliance,N/A,Stronger than your prejudice Cowboy,España,PETA,PETA,PETA,Contrario,Shortlist,/awards/fiap/2026/campaigns/stronger-than-your-prejudice-cowboy-peta-samy-2026/
Fiap,2026,Anuncios,Mejor Diseño,AlmapBBDO,BBDO Worldwide,Omnicom,El Primer Johnnie Walker 24 Años De La Historia,Brasil,Diageo,Johnnie Walker,Johnnie Walker,Anonymous Content Brazil,Shortlist,/awards/fiap/2026/campaigns/el-primer-johnnie-walker-24-anos-de-la-historia-johnnie-walker-almapbbdo-2026/
Fiap,2026,Anuncios,Mejor Concepto,AlmapBBDO,BBDO Worldwide,Omnicom,El Primer Johnnie Walker 24 Años De La Historia,Brasil,Diageo,Johnnie Walker,Johnnie Walker,Anonymous Content Brazil,Shortlist,/awards/fiap/2026/campaigns/el-primer-johnnie-walker-24-anos-de-la-historia-johnnie-walker-almapbbdo-2026-2/
Fiap,2026,Anuncios,Transformación Social - Empresas Privadas,AlmapBBDO,BBDO Worldwide,Omnicom,Pedigree Caramelo,Brasil,Mars,Pedigree,Pedigree,Surreal Hotel Arts,Shortlist,/awards/fiap/2026/campaigns/pedigree-caramelo-pedigree-almapbbdo-2026-2/
Fiap,2026,Innovación,Innovación en PR,We,N/A,N/A,The Price of Change,Brasil,BYD,BYD,BYD Dolphin Mini,Produceria,Shortlist,/awards/fiap/2026/campaigns/the-price-of-change-byd-we-2026/
Fiap,2026,Innovación,Innovación en Eventos/Experiencia,AlmapBBDO,BBDO Worldwide,Omnicom,The No Dress,Brasil,Diageo,Tanqueray,Tanqueray,Creative Blood,Shortlist,/awards/fiap/2026/campaigns/the-no-dress-tanqueray-almapbbdo-2026/
Fiap,2026,Innovación,Innovación en Tecnología,Circus Grey,Grey,WPP,SOS POS,Perú,BCP Perú,BCP,SOS POS,Punto Aparte,Shortlist,/awards/fiap/2026/campaigns/sos-pos-bcp-circus-grey-2026/
Fiap,2026,Formatos,Experiencia de Marca - Nueva categoría,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026/
Fiap,2026,Formatos,Mejor Campaña de Sostenibilidad,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-2/
Fiap,2026,Innovación,Innovación en campañas sobre sostenibilidad,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-3/
Fiap,2026,Innovación,Innovación en Activaciones,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-4/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-5/
Fiap,2026,Innovación,Salud,AlmapBBDO,BBDO Worldwide,Omnicom,Pedigree Caramelo,Brasil,Mars,Pedigree,Pedigree,Surreal Hotel Arts,Shortlist,/awards/fiap/2026/campaigns/pedigree-caramelo-pedigree-almapbbdo-2026-3/
Fiap,2026,Producción,Técnicas de Producción Gráfica - Dirección de Arte,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Golden Waves,El Salvador,Cervecería Salvadoreña,Regia,Regia botella retornable,Felipe Verástegui Ríos,Shortlist,/awards/fiap/2026/campaigns/golden-waves-regia-publicidad-comercial-mullenlowe-2026/
Fiap,2026,Producción,Técnicas de Producción Digital - Ilustración Digital,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Golden Waves,El Salvador,Cervecería Salvadoreña,Regia,Regia botella retornable,Felipe Verástegui Ríos,Shortlist,/awards/fiap/2026/campaigns/golden-waves-regia-publicidad-comercial-mullenlowe-2026-2/
Fiap,2026,Innovación,Innovación en Redes Sociales,AlmapBBDO,BBDO Worldwide,Omnicom,Code Her,Brasil,O Boticário,O Boticário,Her Code,La Cobra Studio,Shortlist,/awards/fiap/2026/campaigns/code-her-o-boticario-almapbbdo-2026/
Fiap,2026,Innovación,Innovación en Tecnología,AlmapBBDO,BBDO Worldwide,Omnicom,Code Her,Brasil,O Boticário,O Boticário,Her Code,La Cobra Studio,Shortlist,/awards/fiap/2026/campaigns/code-her-o-boticario-almapbbdo-2026-2/
Fiap,2026,Innovación,Online Video,AlmapBBDO,BBDO Worldwide,Omnicom,La Teoría del Triángulo,Brasil,Pepsico,Doritos,Doritos,The Youth,Shortlist,/awards/fiap/2026/campaigns/la-teoria-del-triangulo-doritos-almapbbdo-2026-2/
Fiap,2026,Anuncios,Creatividad Efectiva - Bien Público,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-6/
Fiap,2026,Anuncios,Mejor Diseño,Rock and Roll,N/A,N/A,PACK Challa,Bolivia,Cervecería Boliviana Nacional (CBN),Paceña,Paceña Ch'alla,Gran Angular / Senshape,Shortlist,/awards/fiap/2026/campaigns/pack-challa-pacena-rock-and-roll-2026/
Fiap,2026,Formatos,Music Content,AlmapBBDO,BBDO Worldwide,Omnicom,The Walk To The Walk Of Fame,Brasil,Diageo,Johnnie Walker,Johnnie Walker,Nuclear,Shortlist,/awards/fiap/2026/campaigns/the-walk-to-the-walk-of-fame-johnnie-walker-almapbbdo-2026-3/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Producción General,AlmapBBDO,BBDO Worldwide,Omnicom,El Descubrimiento,Brasil,Bradesco Seguros,Bradesco Seguros,Fechas - Navidad,Immigrant,Shortlist,/awards/fiap/2026/campaigns/el-descubrimiento-bradesco-seguros-almapbbdo-2026/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,AlmapBBDO,BBDO Worldwide,Omnicom,Handmade in Favela,Brasil,Diageo,White Horse,White Horse,Love Pictures Company,Shortlist,/awards/fiap/2026/campaigns/handmade-in-favela-white-horse-almapbbdo-2026/
Fiap,2026,Formatos,Mejor Uso de Influencer en cualquier plataforma,AlmapBBDO,BBDO Worldwide,Omnicom,The No Dress,Brasil,Diageo,Tanqueray,Tanqueray,Creative Blood,Shortlist,/awards/fiap/2026/campaigns/the-no-dress-tanqueray-almapbbdo-2026-2/
Fiap,2026,Formatos,Mejor Campaña de Sostenibilidad,Pauta Creativa,N/A,N/A,Rotogotas de ayuda,México,Rotoplas,Rotoplas,Rotogotas de ayuda,Konejo,Shortlist,/awards/fiap/2026/campaigns/rotogotas-de-ayuda-rotoplas-pauta-creativa-2026/
Fiap,2026,Anuncios,Mejor Diseño,AlmapBBDO,BBDO Worldwide,Omnicom,Handmade in Favela,Brasil,Diageo,White Horse,White Horse,Love Pictures Company,Shortlist,/awards/fiap/2026/campaigns/handmade-in-favela-white-horse-almapbbdo-2026-2/
Fiap,2026,Anuncios,Creatividad Efectiva - Aporte Cultural y/o Multicultural,AlmapBBDO,BBDO Worldwide,Omnicom,Pedigree Caramelo,Brasil,Mars,Pedigree,Pedigree,Surreal Hotel Arts,Shortlist,/awards/fiap/2026/campaigns/pedigree-caramelo-pedigree-almapbbdo-2026-4/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026/
Fiap,2026,Innovación,Estudiantes,Redhook School,N/A,N/A,VELO,Brasil,National Geographic,National Geographic,Experiencia,N/A,Shortlist,/awards/fiap/2026/campaigns/velo-national-geographic-redhook-school-2026/
Fiap,2026,Innovación,Estudiantes,Redhook School,N/A,N/A,Sed de Barrio,Brasil,Mahou,Mahou Cinco Estrellas,Cerveza,N/A,Shortlist,/awards/fiap/2026/campaigns/sed-de-barrio-mahou-cinco-estrellas-redhook-school-2026/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Campañas (Productos / Servicios / Corporativas),Casivache,Mutato,JWT,Pampero Ketchup  Doc Profiles  En su salsa,Venezuela,Alimentos Polar,Pampero Ketchup,Pampero Ketchup,Casivache,Shortlist,/awards/fiap/2026/campaigns/pampero-ketchup-doc-profiles-en-su-salsa-pampero-ketchup-casivache-2026/
Fiap,2026,Innovación,Estudiantes,Redhook School,N/A,N/A,The Open Feat,Perú,Mars / Twix,Twix,The Open Feat,N/A,Shortlist,/awards/fiap/2026/campaigns/the-open-feat-twix-redhook-school-2026/
Fiap,2026,Formatos,Music Content,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-2/
Fiap,2026,Innovación,Innovación en Música,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-3/
Fiap,2026,Formatos,Branded Content - Programa de Entretenimiento,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-4/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Alimentos / Comidas / Bebidas Alcohólicas / No Alcohólicas,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-5/
Fiap,2026,Formatos,Formatos en Nuevos Territorios - Nueva categoría,PHD,Omnicom Media Group (OMG) / PHD,Omnicom,Influence Beauty x Yandex Music: ¡Cada look suena a su manera!,Rusia,Gradient,Influence Beauty,"Todos los productos de Influence Beauty, el producto estrella  Superfluid, una base de maquillaje.",Yandex,Shortlist,/awards/fiap/2026/campaigns/influence-beauty-x-yandex-music-cada-look-suena-a-su-manera-influence-beauty-phd-2026/
Fiap,2026,Anuncios,Creatividad Efectiva - Aporte Cultural y/o Multicultural,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-6/
Fiap,2026,Anuncios,"Mundial, identidad y Cultura Popular - Nueva categoría",LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-7/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Música Adaptada / Música Original / Diseño de Sonido / Canciones / Jingles / Audio Logo / Uso de Licencias,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-8/
Fiap,2026,Producción,Técnicas de Producción Gráfica - Dirección de Arte,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-9/
Fiap,2026,Producción,Técnicas de Producción de Contenidos,LLYC,LLYC,N/A,Sosegá,España,Cervezas Alhambra,Cervezas Alhambra,Alhambra Reserva 1925,Little Spain,Shortlist,/awards/fiap/2026/campaigns/sosega-cervezas-alhambra-llyc-2026-10/
Fiap,2026,Formatos,Formatos de Comercio Digital y eCommerce - Nueva categoría,SAMY,Samy Alliance,N/A,Natura Creators Rewards,Chile,Natura Chile,Natura,Natura,N/A,Shortlist,/awards/fiap/2026/campaigns/natura-creators-rewards-natura-samy-2026/
Fiap,2026,Innovación,Innovación en Marketing Directo,Rock and Roll,N/A,N/A,PACK Challa,Bolivia,Cervecería Boliviana Nacional (CBN),Paceña,Paceña Ch'alla,Gran Angular / Senshape,Shortlist,/awards/fiap/2026/campaigns/pack-challa-pacena-rock-and-roll-2026-2/
Fiap,2026,Anuncios,Retail Media y Comunicación en el Punto de Compra - Nueva categoría,Tribeca Media,N/A,N/A,Maiss,Perú,Mass,Mass,Mass,Tribeca Media,Shortlist,/awards/fiap/2026/campaigns/maiss-mass-tribeca-media-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Música Adaptada / Música Original / Diseño de Sonido / Canciones / Jingles / Audio Logo / Uso de Licencias,Goodman Latam,N/A,N/A,La Historia que vale - 100 años Mercantil,Venezuela,Mercantil,Mercantil,Corporativo,Whisky Films,Shortlist,/awards/fiap/2026/campaigns/la-historia-que-vale-100-anos-mercantil-mercantil-goodman-latam-2026/
Fiap,2026,Anuncios,Transformación Social - ONG,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-7/
Fiap,2026,Anuncios,"Mundial, identidad y Cultura Popular - Nueva categoría",Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-8/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Fotografía,Oniria\TBWA,TBWA Worldwide,Omnicom,Santa María Pueblo Hotel,Paraguay,Gobierno Nacional,Senatur,Santa María Pueblo Hotel,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/santa-maria-pueblo-hotel-senatur-oniriatbwa-2026-9/
Fiap,2026,Anuncios,Gráfica - Alimentos / Comidas / Bebidas Alcohólicas / No Alcohólicas,Oniria\TBWA,TBWA Worldwide,Omnicom,Impacientes,Paraguay,Servicios Rápidos del Paraguay,McDonald's,McDelivery,Oniria Studio,Shortlist,/awards/fiap/2026/campaigns/impacientes-mcdonalds-oniriatbwa-2026/
Fiap,2026,Anuncios,Mejor Concepto,Oniria\TBWA,TBWA Worldwide,Omnicom,Impacientes,Paraguay,Servicios Rápidos del Paraguay,McDonald's,McDelivery,Oniria Studio,Shortlist,/awards/fiap/2026/campaigns/impacientes-mcdonalds-oniriatbwa-2026-2/
Fiap,2026,Innovación,Innovación en Outdoor/Vía pública/Ambient,Oniria\TBWA,TBWA Worldwide,Omnicom,Pilsen Roga,Paraguay,Cervepar,Pilsen,Pilsen,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/pilsen-roga-pilsen-oniriatbwa-2026/
Fiap,2026,Formatos,Mejor Uso de Ambient Media,Oniria\TBWA,TBWA Worldwide,Omnicom,Pilsen Roga,Paraguay,Cervepar,Pilsen,Pilsen,Barraco Films,Shortlist,/awards/fiap/2026/campaigns/pilsen-roga-pilsen-oniriatbwa-2026-2/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Campañas (Productos / Servicios / Corporativas),Lemon.,N/A,N/A,Dino,Perú,On Negocios,On Negocios,Internet,Manzanon Films,Shortlist,/awards/fiap/2026/campaigns/dino-on-negocios-lemon-2026/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Negocios al público,Lemon.,N/A,N/A,Dino,Perú,On Negocios,On Negocios,Internet,Manzanon Films,Shortlist,/awards/fiap/2026/campaigns/dino-on-negocios-lemon-2026-2/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Fotografía,LLYC,LLYC,N/A,Resistiré,España,Adolfo Domínguez,Adolfo Domínguez,Ropa,LLYC,Shortlist,/awards/fiap/2026/campaigns/resistire-adolfo-dominguez-llyc-2026/
Fiap,2026,Anuncios,Transformación Social - ONG,LLYC,LLYC,N/A,Signs of Pride,España,Yaaj,N/A,N/A,LLYC,Shortlist,/awards/fiap/2026/campaigns/signs-of-pride-na-llyc-2026/
Fiap,2026,Innovación,Innovación en Outdoor/Vía pública/Ambient,LLYC,LLYC,N/A,Signs of Pride,España,Yaaj,N/A,N/A,LLYC,Shortlist,/awards/fiap/2026/campaigns/signs-of-pride-na-llyc-2026-2/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,LLYC,LLYC,N/A,Que la mesa vuelva a unirnos,México,Nestlé,Nestlé,N/A,LLYC,Shortlist,/awards/fiap/2026/campaigns/que-la-mesa-vuelva-a-unirnos-nestle-llyc-2026/
Fiap,2026,Formatos,Mejor Uso de Influencer en cualquier plataforma,SAMY,Samy Alliance,N/A,Natura Creators Rewards,Chile,Natura Chile,Natura,Natura,N/A,Shortlist,/awards/fiap/2026/campaigns/natura-creators-rewards-natura-samy-2026-2/
Fiap,2026,Formatos,Cortos,VML,VML,WPP,Oreo Cows,México,Mondelez International,Oreo,Oreo,Landia,Shortlist,/awards/fiap/2026/campaigns/oreo-cows-oreo-vml-2026/
Fiap,2026,Innovación,Innovación en Nuevas Fronteras - Nueva categoría,PHD,Omnicom Media Group (OMG) / PHD,Omnicom,Influence Beauty x Yandex Music: ¡Cada look suena a su manera!,Rusia,Gradient,Influence Beauty,"Todos los productos de Influence Beauty, el producto estrella  Superfluid, una base de maquillaje.",Yandex,Shortlist,/awards/fiap/2026/campaigns/influence-beauty-x-yandex-music-cada-look-suena-a-su-manera-influence-beauty-phd-2026-2/
Fiap,2026,Formatos,Music Content,BeautifulBeast,N/A,N/A,Canción Sin Insulina,USA,Avocados From Mexico,Avocados From Mexico,Concientización de los Riesgos de la Diabetes,"Mixto Entertainment
Abrakadabra
America Filmworks",Shortlist,/awards/fiap/2026/campaigns/cancion-sin-insulina-avocados-from-mexico-beautifulbeast-2026/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Servicios Públicos y Privados,Lemon.,N/A,N/A,Dino,Perú,On Negocios,On Negocios,Internet,Manzanon Films,Shortlist,/awards/fiap/2026/campaigns/dino-on-negocios-lemon-2026-3/
Fiap,2026,Anuncios,Radio - Automóviles,el taier Worldwide,N/A,N/A,Pensadores Bajaj,Guatemala,Grupo UMA,Bajaj,CT BAJAJ 125,N/A,Shortlist,/awards/fiap/2026/campaigns/pensadores-bajaj-bajaj-el-taier-worldwide-2026/
Fiap,2026,Formatos,Mejor Uso de Influencer en cualquier plataforma,BeautifulBeast,N/A,N/A,Canción Sin Insulina,USA,Avocados From Mexico,Avocados From Mexico,Concientización de los Riesgos de la Diabetes,"Mixto Entertainment
Abrakadabra
America Filmworks",Shortlist,/awards/fiap/2026/campaigns/cancion-sin-insulina-avocados-from-mexico-beautifulbeast-2026-2/
Fiap,2026,Formatos,Branded Content - Programa de Ficción,Joystick,N/A,N/A,Donde Pepe,Costa Rica,Heineken Costa Rica,Ducal,Ducal,Mango,Shortlist,/awards/fiap/2026/campaigns/donde-pepe-ducal-joystick-2026/
Fiap,2026,Innovación,Salud,VML,VML,WPP,Pink Seat,Portugal,Sporting Clube de Portugal,Sporting Clube de Portugal,Sporting Clube de Portugal,Sporting Clube de Portugal,Shortlist,/awards/fiap/2026/campaigns/pink-seat-sporting-clube-de-portugal-vml-2026/
Fiap,2026,Producción,Uso de Inteligencia Artificial,AI'm not a Robot,N/A,N/A,Hoseg - Lo que te permite estar expuesto,Perú,Hoseg,Hoseg,Marca,AI'm not a Robot,Shortlist,/awards/fiap/2026/campaigns/hoseg-lo-que-te-permite-estar-expuesto-hoseg-aim-not-a-robot-2026/
Fiap,2026,Anuncios,Radio - Jingles / Música Original / Audio logo / Mejor Sound Effect,VML,VML,WPP,Algoritmo - Soprano,Argentina,Telefónica Argentina,Tuenti,Tuenti,Swing,Shortlist,/awards/fiap/2026/campaigns/algoritmo-soprano-tuenti-vml-2026/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,el taier Worldwide,N/A,N/A,La remesa de Lupe,Guatemala,Banco Industrial,Banco Industrial,Remesas,Mango Films,Shortlist,/awards/fiap/2026/campaigns/la-remesa-de-lupe-banco-industrial-el-taier-worldwide-2026/
Fiap,2026,Formatos,Estudiantes,Bendita Carpeta,N/A,N/A,Tap to Find,Colombia,Walmart,Walmart,Walmart,N/A,Shortlist,/awards/fiap/2026/campaigns/tap-to-find-walmart-bendita-carpeta-2026/
Fiap,2026,Anuncios,Estudiantes,Bendita Carpeta,N/A,N/A,I'm Speaking,Colombia,L'Oréal París,L'Oréal París,L'Oréal París,N/A,Shortlist,/awards/fiap/2026/campaigns/im-speaking-loreal-paris-bendita-carpeta-2026/
Fiap,2026,Innovación,Innovación en campañas sobre sostenibilidad,VML Ecuador Norlop,VML,WPP,White energy,Ecuador,Corporación Maresa,Chery,Chery EQ7 100% eléctrico,Mayra Aguilar,Shortlist,/awards/fiap/2026/campaigns/white-energy-chery-vml-ecuador-norlop-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Música Adaptada / Música Original / Diseño de Sonido / Canciones / Jingles / Audio Logo / Uso de Licencias,Star5 Creative Inc.,Ogilvy,WPP,Sube la Marea Remix,Panamá,Copa Airlines,Copa Airlines,Turismo,"VFX, SA",Shortlist,/awards/fiap/2026/campaigns/sube-la-marea-remix-copa-airlines-star5-creative-inc-2026/
Fiap,2026,Formatos,Estudiantes,Bendita Carpeta,N/A,N/A,Without Pedro Pascal,Chile,HOLA,HOLA,Actor: Pedro Pascal,N/A,Shortlist,/awards/fiap/2026/campaigns/without-pedro-pascal-hola-bendita-carpeta-2026/
Fiap,2026,Innovación,Estudiantes,Furia,N/A,N/A,Roommads,Perú,Ikea,Ikea.,Artículos para el hogar.,N/A,Shortlist,/awards/fiap/2026/campaigns/roommads-ikea-furia-2026/
Fiap,2026,Innovación,Innovación en Outdoor/Vía pública/Ambient,Ernest,N/A,N/A,The Hacked Thermometer,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/the-hacked-thermometer-andalucia-ernest-2026/
Fiap,2026,Producción,Técnicas de Producción Gráfica - Fotografía,Gravedad,Gravedad,N/A,El verdadero terror,Perú,Tolbrín,Tolbrín,Tolbrín,Hugo Aitken,Shortlist,/awards/fiap/2026/campaigns/el-verdadero-terror-tolbrin-gravedad-2026/
Fiap,2026,Anuncios,Estudiantes,Miami Ad School,N/A,N/A,Jessi Barrón & Fredi Luciano,México,Google,Gemini,Unlimited Learning,N/A,Shortlist,/awards/fiap/2026/campaigns/jessi-barron-and-fredi-luciano-gemini-miami-ad-school-2026/
Fiap,2026,Innovación,Estudiantes,Redhook School,N/A,N/A,Icon Dupes,Perú,Walmart,Walmart,Walmart,N/A,Shortlist,/awards/fiap/2026/campaigns/icon-dupes-walmart-redhook-school-2026/
Fiap,2026,Formatos,Evento en Vivo o Híbrido,Magnetica,N/A,N/A,Paraíso Fernetista,Argentina,Fratelli Branca Destilerías S.A.,Fernet Branca,Fernet Branca,Magnética,Shortlist,/awards/fiap/2026/campaigns/paraiso-fernetista-fernet-branca-magnetica-2026/
Fiap,2026,Formatos,Experiencia de Marca - Nueva categoría,Ernest,N/A,N/A,The Hacked Thermometer,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/the-hacked-thermometer-andalucia-ernest-2026-2/
Fiap,2026,Formatos,Formatos en Nuevos Territorios - Nueva categoría,Ernest,N/A,N/A,The Hacked Thermometer,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/the-hacked-thermometer-andalucia-ernest-2026-3/
Fiap,2026,Anuncios,Vía Pública - Servicios,El Hombre del Paraguas,N/A,N/A,"Literally, out of home",España,Empark,Telpark,App de reservas,El Hombre del Paraguas,Shortlist,/awards/fiap/2026/campaigns/literally-out-of-home-telpark-el-hombre-del-paraguas-2026/
Fiap,2026,Anuncios,Anuncios del Resto del Mundo - Nueva categoría,Ernest,N/A,N/A,The Hacked Thermometer,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/the-hacked-thermometer-andalucia-ernest-2026-4/
Fiap,2026,Innovación,Uso de Inteligencia Artificial,Cheil,Cheil Worldwide,Cheil,Hijos de la Dictadura,Chile,Hijos y madres del Silencio.,Hijos y madres del Silencio.,Hijos y madres del Silencio.,"Cylndr CHILE
Brutal Collective",Shortlist,/awards/fiap/2026/campaigns/hijos-de-la-dictadura-hijos-y-madres-del-silencio-cheil-2026/
Fiap,2026,Innovación,Innovación en Marketing Directo,Cheil,Cheil Worldwide,Cheil,Hijos de la Dictadura,Chile,Hijos y madres del Silencio.,Hijos y madres del Silencio.,Hijos y madres del Silencio.,"Cylndr CHILE
Brutal Collective",Shortlist,/awards/fiap/2026/campaigns/hijos-de-la-dictadura-hijos-y-madres-del-silencio-cheil-2026-2/
