Festival,Year,Track,Category,Agency,Red,Holding,Title,Country,Company,Brand,Product,Productora,Award,Permalink
Fiap,2026,Anuncios,Retail Media y Comunicación en el Punto de Compra - Nueva categoría,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-13/
Fiap,2026,Anuncios,Comunicaciones para marcas regionales que se aventuran a conquistar el mundo - Nueva categoría,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-14/
Fiap,2026,Formatos,Mejor Campaña de Sostenibilidad,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-15/
Fiap,2026,Anuncios,Estudiantes,Miami Ad School,N/A,N/A,Three Circles,México,Apple,Apple,Apple Watch,N/A,Shortlist,/awards/fiap/2026/campaigns/three-circles-apple-miami-ad-school-2026/
Fiap,2026,Anuncios,Estudiantes,Miami Ad School,N/A,N/A,Learn The Human Way,México,Preply,Preply,Preply,N/A,Shortlist,/awards/fiap/2026/campaigns/learn-the-human-way-preply-miami-ad-school-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Edición,Promo TV Globo,TV Globo,Grupo Globo,Fórmula 1: Velocidad Atemporal,Brasil,TV Globo,TV Globo,Fórmula 1.,N/A,Shortlist,/awards/fiap/2026/campaigns/formula-1-velocidad-atemporal-tv-globo-promo-tv-globo-2026/
Fiap,2026,Producción,Mejor Producción de Evento en Vivo o Híbrido,Webedia Produções Artísticas,Webedia,Webedia,Como Treinar Seu Dragão,Brasil,Universal,AdoroCinema,Lanzamiento de la película Cómo Entrenar a Tu Dragón.,Webedia Produções Artísticas,Shortlist,/awards/fiap/2026/campaigns/como-treinar-seu-dragao-adorocinema-webedia-producoes-artisticas-2026/
Fiap,2026,Anuncios,Estudiantes,Brother,N/A,N/A,Antes de que se pudra,Uruguay,S. C. Johnson & Son,Ziploc,Ziploc Slider bags,Brother Montevideo,Shortlist,/awards/fiap/2026/campaigns/antes-de-que-se-pudra-ziploc-brother-2026/
Fiap,2026,Innovación,Estudiantes,Miami Ad School,N/A,N/A,Sans Censure,México,Monotype & Penguin Random House,Monotype & Penguin Random House,N/A,N/A,Shortlist,/awards/fiap/2026/campaigns/sans-censure-monotype-and-penguin-random-house-miami-ad-school-2026/
Fiap,2026,Formatos,Estudiantes,Miami Ad School,N/A,N/A,Learn The Human Way,México,Preply,Preply,Preply,N/A,Shortlist,/awards/fiap/2026/campaigns/learn-the-human-way-preply-miami-ad-school-2026-2/
Fiap,2026,Anuncios,Estudiantes,Brother,N/A,N/A,KitKat Break Ads.,Uruguay,KitKat,KitKat,KitKat,N/A,Shortlist,/awards/fiap/2026/campaigns/kitkat-break-ads-kitkat-brother-2026/
Fiap,2026,Innovación,Mejor Experiencia Interactiva y Creativa en Evento,Hood.cx,N/A,N/A,Gemini @ Comic Con Experience,Brasil,Google Gemini,Google Gemini,Gemini Arena,HOOD,Shortlist,/awards/fiap/2026/campaigns/gemini-comic-con-experience-google-gemini-hoodcx-2026/
Fiap,2026,Innovación,Innovación en campañas sobre sostenibilidad,Pasta,N/A,N/A,El Camino del Agua,Argentina,Alpayana,Alpayana,Mineria,Los Vocalino / Pasta,Shortlist,/awards/fiap/2026/campaigns/el-camino-del-agua-alpayana-pasta-2026/
Fiap,2026,Innovación,Innovación en Tecnología,Hood.cx,N/a,N/A,Netflix Mini Profile Screen,Brasil,Netflix Ads,Netflix Ads,Netflix Mini Profile Screen,HOOD,Shortlist,/awards/fiap/2026/campaigns/netflix-mini-profile-screen-netflix-ads-hoodcx-2026/
Fiap,2026,Formatos,Estudiantes,Miami Ad School,N/A,N/A,Apeluches,Argentina,Tulipán x Fundación Huésped,Tulipán x Fundación Huésped,Condones Tulipán,N/A,Shortlist,/awards/fiap/2026/campaigns/apeluches-tulipan-x-fundacion-huesped-miami-ad-school-2026/
Fiap,2026,Formatos,Estudiantes,Savannah College of Art and Design,N/A,N/A,Valentina Scheerle,USA,Google Gemini,Google,Google Gemini,N/A,Shortlist,/awards/fiap/2026/campaigns/valentina-scheerle-google-savannah-college-of-art-and-design-2026-2/
Fiap,2026,Innovación,Salud,Inbrax,SAB Marketing Connections,N/A,El Cepillo sin Dientes,Chile,Fundación Sonrisas,Fundación Sonrisas,El cepillo sin dientes,La Motoneta,Shortlist,/awards/fiap/2026/campaigns/el-cepillo-sin-dientes-fundacion-sonrisas-inbrax-2026-2/
Fiap,2026,Formatos,Desarrollo Tecnológico,Hood.cx,N/A,N/A,Netflix Mini Profile Screen,Brasil,Netflix Ads,Netflix Ads,Netflix Mini Profile Screen,HOOD,Shortlist,/awards/fiap/2026/campaigns/netflix-mini-profile-screen-netflix-ads-hoodcx-2026-2/
Fiap,2026,Anuncios,Vía Pública - Productos,Prósper Comunicação,Constellation Global Network,Beta Rede,Ruído Zerooh,Brasil,Geely Orvel,Geely,Geely EX2,N/A,Shortlist,/awards/fiap/2026/campaigns/ruido-zerooh-geely-prosper-comunicacao-2026/
Fiap,2026,Formatos,Uso de Inteligencia Artificial,Hood.cx,N/A,N/A,Gemini @ Comic Con Experience,Brasil,Google Gemini,Google Gemini,Gemini Arena,HOOD,Shortlist,/awards/fiap/2026/campaigns/gemini-comic-con-experience-google-gemini-hoodcx-2026-2/
Fiap,2026,Formatos,Mejor estrategia de lanzamiento de programa,Publicidad Tere Suárez,Grupo Horoma 3,"Tere Suarez, LLC",Sign Check,Puerto Rico,Coliseo de Puerto Rico,Coliseo de Puerto Rico,Lenguaje de señas,POV,Shortlist,/awards/fiap/2026/campaigns/sign-check-coliseo-de-puerto-rico-publicidad-tere-suarez-2026/
Fiap,2026,Innovación,Innovación en Activaciones,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-16/
Fiap,2026,Formatos,Estudiantes,Brother,N/A,N/A,The unseen room,Perú,"Sodimac; la cadena de retail más grande de América Latina especializada en materiales de construcción, ferretería, acabados y artículos para el mejoramiento del hogar. En los últimos años, también ha asumido un firme compromiso con iniciativas de impacto social orientadas a mejorar la calidad de vida de las personas y las comunidades.","Sodimac; la cadena de retail más grande de América Latina especializada en materiales de construcción, ferretería, acabados y artículos para el mejoramiento del hogar. En los últimos años, también ha asumido un firme compromiso con iniciativas de impacto social orientadas a mejorar la calidad de vida de las personas y las comunidades.",Brand Purpose.,N/A,Shortlist,/awards/fiap/2026/campaigns/the-unseen-room-sodimac-la-cadena-de-retail-mas-grande-de-america-latina-especializada-en-materiales-de-construccion-fer/
Fiap,2026,Innovación,Estudiantes,Brother,N/A,N/A,Pin Hacks,Uruguay,Hiperviajes,Hiperviajes & Google Maps,Viajes,Elena Casarotti y Juan Ignacio Guerrero,Shortlist,/awards/fiap/2026/campaigns/pin-hacks-hiperviajes-and-google-maps-brother-2026/
Fiap,2026,Innovación,Estudiantes,Bendita Carpeta,N/A,N/A,Unmuted Voices,Colombia,Universidad Nacional de Colombia,Universidad Nacional de Colombia,Unmuted Voices,"Esteban Contreras
Michelle Bohorquez",Shortlist,/awards/fiap/2026/campaigns/unmuted-voices-universidad-nacional-de-colombia-bendita-carpeta-2026/
Fiap,2026,Formatos,Live Experience,TBWA\,TBWA Worldwide,Omnicom,The escape room experience,Perú,Barqueros Inmobiliaria,Barqueros,Barqueros,Game Master,Shortlist,/awards/fiap/2026/campaigns/the-escape-room-experience-barqueros-tbwa-2026/
Fiap,2026,Producción,Bajo costo de producción,Promo TV Globo,TV Globo,Grupo Globo,NOS Levantamos Mientras Luchamos,Brasil,TV Globo,TV Globo,La oferta de deportes de combate de TV Globo.,N/A,Shortlist,/awards/fiap/2026/campaigns/nos-levantamos-mientras-luchamos-tv-globo-promo-tv-globo-2026/
Fiap,2026,Formatos,Evento en Vivo o Híbrido,BNN,N/A,N/A,OXXO DOJO: El Camino del Guerrero,México,OXXO,OXXO,OXXO DOJO,Gamers United,Shortlist,/awards/fiap/2026/campaigns/oxxo-dojo-el-camino-del-guerrero-oxxo-bnn-2026/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Dirección de Arte,Ernest,N/A,N/A,Un Delicioso Velázquez,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/un-delicioso-velazquez-andalucia-ernest-2026/
Fiap,2026,Innovación,Innovación en Tecnología,Ernest,N/A,N/A,Andalucía Out of Office,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/andalucia-out-of-office-andalucia-ernest-2026/
Fiap,2026,Producción,Técnicas de Producción de Contenidos,Ernest,N/A,N/A,Andalucía Out of Office,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/andalucia-out-of-office-andalucia-ernest-2026-2/
Fiap,2026,Formatos,Social Content,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,Ernest,N/A,N/A,Un Delicioso Velázquez,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/un-delicioso-velazquez-andalucia-ernest-2026-2/
Fiap,2026,Formatos,Experiencia de Marca - Nueva categoría,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-2/
Fiap,2026,Innovación,Innovación en Redes Sociales,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-3/
Fiap,2026,Innovación,Innovación en PR,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-4/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Recreación / Placer / Tiempo Libre / Transporte / Viajes / Turismo,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-5/
Fiap,2026,Anuncios,"Mundial, identidad y Cultura Popular - Nueva categoría",Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-6/
Fiap,2026,Producción,Técnicas de Producción en PR,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-7/
Fiap,2026,Producción,Bajo costo de producción,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-8/
Fiap,2026,Producción,Técnicas de Producción de Plataformas Digitales/Redes Sociales,Ernest,N/A,N/A,"Darín, dónde va la placa",España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Joya,Shortlist,/awards/fiap/2026/campaigns/darin-donde-va-la-placa-andalucia-ernest-2026-9/
Fiap,2026,Formatos,Live Experience,Fahrenheit DDB,DDB Worldwide,Omnicom,Pilsen House of Music,Perú,Ab-Inbev Backus,Pilsen Callao,Pilsen Callao,Fahrenheit DDB,Shortlist,/awards/fiap/2026/campaigns/pilsen-house-of-music-pilsen-callao-fahrenheit-ddb-2026/
Fiap,2026,Formatos,Branded Content - Programa de Entretenimiento,el taier Worldwide,N/A,N/A,La remesa de Lupe,Guatemala,Banco Industrial,Banco Industrial,Remesas,Mango Films,Shortlist,/awards/fiap/2026/campaigns/la-remesa-de-lupe-banco-industrial-el-taier-worldwide-2026-3/
Fiap,2026,Innovación,Uso de Inteligencia Artificial,AlmapBBDO,BBDO Worldwide,Omnicom,Best Friend AI,Brasil,Mars,Pedigree,Pedigree,The Youth,Shortlist,/awards/fiap/2026/campaigns/best-friend-ai-pedigree-almapbbdo-2026/
Fiap,2026,Anuncios,"Mundial, identidad y Cultura Popular - Nueva categoría",el taier Worldwide,N/A,N/A,Booking for a victory,Guatemala,CBC Guatemala,Pepsi,Pepsi,TVR,Shortlist,/awards/fiap/2026/campaigns/booking-for-a-victory-pepsi-el-taier-worldwide-2026/
Fiap,2026,Innovación,Innovación en Activaciones,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,4Runner Landia,USA,Toyota Motor North America,Toyota,4Runner,Sweatpants Media,Shortlist,/awards/fiap/2026/campaigns/4runner-landia-toyota-conill-advertising-2026-2/
Fiap,2026,Anuncios,Gráfica - Medios de comunicación / Publicaciones,Cheil,Cheil Worldwide,Cheil,Epsteins Face's,Chile,El Ciudadano Newspaper,El Ciudadano,Responsabilidad Social Empresarial.,Cylndr,Shortlist,/awards/fiap/2026/campaigns/epsteins-faces-el-ciudadano-cheil-2026/
Fiap,2026,Producción,Técnicas de Producción Gráfica - Dirección de Arte,Cheil,Cheil Worldwide,Cheil,Epsteins Face's,Chile,El Ciudadano Newspaper,El Ciudadano,Responsabilidad Social Empresarial.,Cylndr,Shortlist,/awards/fiap/2026/campaigns/epsteins-faces-el-ciudadano-cheil-2026-2/
Fiap,2026,Anuncios,Gráfica - Campañas (Productos / Servicios / Corporativas),Cheil,Cheil Worldwide,Cheil,Epsteins Face's,Chile,El Ciudadano Newspaper,El Ciudadano,Responsabilidad Social Empresarial.,Cylndr,Shortlist,/awards/fiap/2026/campaigns/epsteins-faces-el-ciudadano-cheil-2026-3/
Fiap,2026,Formatos,Vía Pública,Ernest,N/A,N/A,The Hacked Thermometer,España,Turismo y Deporte de Andalucía,Andalucía,Andalucía,La Remedios,Shortlist,/awards/fiap/2026/campaigns/the-hacked-thermometer-andalucia-ernest-2026-5/
Fiap,2026,Anuncios,Mejor Uso de la Cultura Local,Live The Agency,N/A,N/A,Amstel - Grito Libertad,Brasil,Grupo Heineken,Amstel,Amstel,Fish Produtora,Shortlist,/awards/fiap/2026/campaigns/amstel-grito-libertad-amstel-live-the-agency-2026/
Fiap,2026,Anuncios,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Live The Agency,N/A,N/A,Amstel - Grito Libertad,Brasil,Grupo Heineken,Amstel,Amstel,Fish Produtora,Shortlist,/awards/fiap/2026/campaigns/amstel-grito-libertad-amstel-live-the-agency-2026-2/
Fiap,2026,Formatos,Branded Content - Programa de Ficción,TBS y Movistar+,N/A,N/A,Las vueltas que da la vida. Inmortal pero no mucho,España,VidaCaixa,VidaCaixa,Seguros de vida y pensiones,TBS,Shortlist,/awards/fiap/2026/campaigns/las-vueltas-que-da-la-vida-inmortal-pero-no-mucho-vidacaixa-tbs-y-movistar-2026/
Fiap,2026,Innovación,Estudiantes,The Pub School,N/A,N/A,MORF: La belleza tiene miles de formas,Ecuador,Consejo Publicitario Argentino,Disney,Disney,N/A,Shortlist,/awards/fiap/2026/campaigns/morf-la-belleza-tiene-miles-de-formas-disney-the-pub-school-2026/
Fiap,2026,Anuncios,Gráfica - Campañas Bien Público,Malditos Agency,N/A,N/A,Some Disasters Can Be Prevented,Bolivia,Unifranz,Unifranz,"Faculty of Medicine, Unifranz University.",Malditos Agency,Shortlist,/awards/fiap/2026/campaigns/some-disasters-can-be-prevented-unifranz-malditos-agency-2026/
Fiap,2026,Anuncios,Televisión / Cine / Digital - Bien Público,Malditos Agency,N/A,N/A,Some Disasters Can Be Prevented,Bolivia,Unifranz,Unifranz,"Faculty of Medicine, Unifranz University.",Malditos Agency,Shortlist,/awards/fiap/2026/campaigns/some-disasters-can-be-prevented-unifranz-malditos-agency-2026-2/
Fiap,2026,Innovación,Estudiantes,Bendita Carpeta,N/A,N/A,Avatar Discount by Walmart,República Dominicana,Walmart,Walmart,Avatar Discount BY Walmart,N/A,Shortlist,/awards/fiap/2026/campaigns/avatar-discount-by-walmart-walmart-bendita-carpeta-2026/
Fiap,2026,Formatos,Estudiantes,Bendita Carpeta,N/A,N/A,The World of Clans,Chile,Clash of clans,Clash of clans & Netflix,"Integrated Campaign | Interactive, Online, & Mobile",N/A,Shortlist,/awards/fiap/2026/campaigns/the-world-of-clans-clash-of-clans-and-netflix-bendita-carpeta-2026/
Fiap,2026,Formatos,Advergaming,Terán,TBWA Worldwide,Omnicom,Money Park BBVA,México,BBVA México,BBVA México,Link Card,N/A,Shortlist,/awards/fiap/2026/campaigns/money-park-bbva-bbva-mexico-teran-2026/
Fiap,2026,Formatos,Mejor Campaña de Plataforma de Responsabilidad Social,Terán,TBWA Worldwide,Omnicom,Money park. El mundo del dinero,México,BBVA México,BBVA México,Link Card,N/A,Shortlist,/awards/fiap/2026/campaigns/money-park-el-mundo-del-dinero-bbva-mexico-teran-2026/
Fiap,2026,Innovación,Innovación en Gaming y Entretenimiento,Terán,TBWA Worldwide,Omnicom,Money Park. El mundo del dinero,México,BBVA México,BBVA México,Link Card,N/A,Shortlist,/awards/fiap/2026/campaigns/money-park-el-mundo-del-dinero-bbva-mexico-teran-2026-2/
Fiap,2026,Innovación,Innovación en Activaciones,Peter Jordan,N/A,N/A,Hertz & Health by Meykos,Guatemala,Bofasa Guatemala,Meykos,Farmacia Meykos,Peter Jordan,Shortlist,/awards/fiap/2026/campaigns/hertz-and-health-by-meykos-meykos-peter-jordan-2026/
Fiap,2026,Anuncios,"Gráfica - Higiene doméstica, personal / Belleza / Cosmética / Perfumería / Artículos medicinales y Farmacéuticos",TBWA Perú,TBWA Worldwide,Omnicom,Shituations,Perú,Medifarma,Leche de Magnesia Phillips,Leche de Magnesia Phillips,Home Content Lab - TBWA,Shortlist,/awards/fiap/2026/campaigns/shituations-leche-de-magnesia-phillips-tbwa-peru-2026/
Fiap,2026,Formatos,Salud,Inbrax,SAB Marketing Connections,N/A,El Cepillo sin Dientes,Chile,Fundación Sonrisas,Fundación Sonrisas,El cepillo sin dientes,La Motoneta,Shortlist,/awards/fiap/2026/campaigns/el-cepillo-sin-dientes-fundacion-sonrisas-inbrax-2026-3/
Fiap,2026,Formatos,Estudiantes,Bendita Carpeta,N/A,N/A,Avatar Discount by Walmart,República Dominicana,Walmart,Walmart,Avatar Discount BY Walmart,N/A,Shortlist,/awards/fiap/2026/campaigns/avatar-discount-by-walmart-walmart-bendita-carpeta-2026-2/
Fiap,2026,Formatos,Estudiantes,Bendita Carpeta,N/A,N/A,SpotiFly,Chile,Spotify,Spotify,Music Streaming Platform,N/A,Shortlist,/awards/fiap/2026/campaigns/spotifly-spotify-bendita-carpeta-2026/
Fiap,2026,Formatos,Estudiantes,Bendita Carpeta,N/A,N/A,Whiskas Proof of life,República Dominicana,Whiskas,Whiskas,Whiskas Proof Of Life,N/A,Shortlist,/awards/fiap/2026/campaigns/whiskas-proof-of-life-whiskas-bendita-carpeta-2026/
Fiap,2026,Anuncios,Mejor Concepto,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-17/
Fiap,2026,Formatos,Social Content,Inbrax,SAB Marketing Connections,N/A,Brainrot North Star,Chile,Bata,North Star,North Star,IXAI,Shortlist,/awards/fiap/2026/campaigns/brainrot-north-star-north-star-inbrax-2026-2/
Fiap,2026,Innovación,Innovación en PR,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-18/
Fiap,2026,Formatos,Mejor Campaña de Plataforma de Responsabilidad Social,Boost Brand Accelerator,N/A,N/A,Depressed Bedrooms,Perú,Casaideas,Casaideas,Casaideas,Visión & Sonido,Shortlist,/awards/fiap/2026/campaigns/depressed-bedrooms-casaideas-boost-brand-accelerator-2026-19/
Fiap,2026,Formatos,Formatos de Comercio Digital y eCommerce - Nueva categoría,TBWA Perú,TBWA Worldwide,Omnicom,Nature-like Discounts,Perú,Hoseg,Hoseg,Ropa outdoor sostenible,N/A,Shortlist,/awards/fiap/2026/campaigns/nature-like-discounts-hoseg-tbwa-peru-2026/
Fiap,2026,Formatos,Experiencia de Marca - Nueva categoría,TBWA Perú,TBWA Worldwide,Omnicom,Nature-like Discounts,Perú,Hoseg,Hoseg,Ropa outdoor sostenible,N/A,Shortlist,/awards/fiap/2026/campaigns/nature-like-discounts-hoseg-tbwa-peru-2026-2/
Fiap,2026,Formatos,Business to Business Channel o Partner Marketing - B2B,inlab,N/A,N/A,B2B Delivery,México,inDrive,inDrive,Servicio de entregas B2B de inDrive,Señor Z,Shortlist,/awards/fiap/2026/campaigns/b2b-delivery-indrive-inlab-2026/
Fiap,2026,Formatos,Mejor Campaña de Plataforma de Responsabilidad Social,LLYC,LLYC,N/A,Que la mesa vuelva a unirnos,México,Nestlé,Nestlé,N/A,LLYC,Shortlist,/awards/fiap/2026/campaigns/que-la-mesa-vuelva-a-unirnos-nestle-llyc-2026-2/
Fiap,2026,Formatos,Mejor Campaña de Plataforma de Responsabilidad Social,Publicidad Tere Suárez,Grupo Horoma 3,"Tere Suarez, LLC",Sign Check,Puerto Rico,Coliseo de Puerto Rico,Coliseo de Puerto Rico,Lenguaje de señas,POV,Shortlist,/awards/fiap/2026/campaigns/sign-check-coliseo-de-puerto-rico-publicidad-tere-suarez-2026-2/
Fiap,2026,Formatos,Estudiantes,Bendita carpeta,N/A,N/A,Extra-Life Insurance,Chile,Allianz,Allianz,Seguros de vida,N/A,Shortlist,/awards/fiap/2026/campaigns/extra-life-insurance-allianz-bendita-carpeta-2026/
Fiap,2026,Innovación,Innovación en Activaciones,Fahrenheit DDB,DDB Worldwide,Omnicom,Endorsed by your Friends,Perú,Ab-Inbev Backus,Pilsen Callao,Pilsen Callao,Locomotor,Shortlist,/awards/fiap/2026/campaigns/endorsed-by-your-friends-pilsen-callao-fahrenheit-ddb-2026/
Fiap,2026,Innovación,Innovación en Marketing Directo,Fahrenheit DDB,DDB Worldwide,Omnicom,Endorsed by your Friends,Perú,Ab-Inbev Backus,Pilsen Callao,Pilsen Callao,Locomotor,Shortlist,/awards/fiap/2026/campaigns/endorsed-by-your-friends-pilsen-callao-fahrenheit-ddb-2026-2/
Fiap,2026,Anuncios,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Fahrenheit DDB,DDB Worldwide,Omnicom,Endorsed by your Friends,Perú,Ab-Inbev Backus,Pilsen Callao,Pilsen Callao,Locomotor,Shortlist,/awards/fiap/2026/campaigns/endorsed-by-your-friends-pilsen-callao-fahrenheit-ddb-2026-3/
Fiap,2026,Innovación,Innovación en Redes Sociales,BBA,N/A,N/A,Community King,Ecuador,Burger King,Burger King,Branding Burger King,Fabryca,Shortlist,/awards/fiap/2026/campaigns/community-king-burger-king-bba-2026-2/
Fiap,2026,Innovación,Innovación en Marketing Directo,Indies Agency,N/A,N/A,Sensorial Match,Panamá,Grupo David,Bath and Body Works,Bath and Body Works,Indies Film,Shortlist,/awards/fiap/2026/campaigns/sensorial-match-bath-and-body-works-indies-agency-2026/
Fiap,2026,Producción,Técnicas de Producción de Contenidos,Indies Agency,N/A,N/A,Sensorial Match,Panamá,Grupo David,Bath and Body Works,Bath and Body Works,Indies Film,Shortlist,/awards/fiap/2026/campaigns/sensorial-match-bath-and-body-works-indies-agency-2026-2/
Fiap,2026,Producción,Técnicas de Producción Audiovisual - Dirección de Arte,Indies Agency,N/A,N/A,Sensorial Match,Panamá,Grupo David,Bath and Body Works,Bath and Body Works,Indies Film,Shortlist,/awards/fiap/2026/campaigns/sensorial-match-bath-and-body-works-indies-agency-2026-3/
