Award,Entrant,Entrant City,Country,Track,Category,Brand,Title,Corporate Name of Client,Agency,Agency City,Permalink
Finalist,Klick Health,Toronto,CANADA,Branded Content,Creative Use of Data,All In Action Fund,The Trial,All In Action Fund,Klick Health,Toronto,/awards/lia_awards/2025/campaigns/the-trial-all-in-action-fund-klick-health-2025/
Finalist,FCB,Toronto,CANADA,Creative Strategy,Health Care and Pharmaceuticals,SickKids Foundation,Fight for Every Birthday,SickKids Foundation,FCB,Toronto,/awards/lia_awards/2025/campaigns/fight-for-every-birthday-sickkids-foundation-fcb-2025/
Finalist,Publicis,Toronto,CANADA,Creativity In Media,Restaurant Fast Food Food Service,Dairy Queen,Big Red Spoons,Dairy Queen,Publicis,Toronto,/awards/lia_awards/2025/campaigns/big-red-spoons-dairy-queen-publicis-2025-2/
Finalist,Publicis,Toronto,CANADA,Creativity In Media,Use of Events and Stunts,Dairy Queen,Big Red Spoons,Dairy Queen,Publicis,Toronto,/awards/lia_awards/2025/campaigns/big-red-spoons-dairy-queen-publicis-2025-3/
Finalist,Vapor Music Group,Toronto,CANADA,Music Sound,Music Adaptation - Instrumental,KFC Canada,Sorry Manners,KFC Canada,Courage,Toronto,/awards/lia_awards/2025/campaigns/sorry-manners-kfc-canada-courage-2025/
Finalist,FCB Canada,Toronto,CANADA,Production Post-Production,Editing,SickKids Foundation,The Count,SickKids Foundation,FCB,Toronto,/awards/lia_awards/2025/campaigns/the-count-sickkids-foundation-fcb-2025-4/
Finalist,TBWA-Group China,Shanghai,CHINA,Branded Content,Audio,Yangzhou Municipal Bureau of Culture Radio TV and Tourism,The Yangzhou Qiao Bei Musical Suite,Yangzhou Municipal Bureau of Culture Radio TV and Tourism,TBWA-Group China,Shanghai,/awards/lia_awards/2025/campaigns/the-yangzhou-qiao-bei-musical-suite-yangzhou-municipal-bureau-of-culture-radio-tv-and-tourism-tbwa-group-china-2025-2/
Finalist,Leo China,Shanghai,CHINA,Creativity In Media,Use of Retail Media,McDonalds,Found in the Shadows,M China Co Ltd,Leo China,Shanghai,/awards/lia_awards/2025/campaigns/found-in-the-shadows-mcdonalds-leo-china-2025/
Finalist,Ogilvy Shanghai,Shanghai,CHINA,Poster,Craft Photography Campaign,Viatris - Make Love Last,The Bedroom The Hotel Room The Living Room,Viatris,Ogilvy Shanghai,Shanghai,/awards/lia_awards/2025/campaigns/the-bedroom-the-hotel-room-the-living-room-viatris-make-love-last-ogilvy-shanghai-2025-3/
Finalist,LePub Bogota,Bogota,COLOMBIA,Audio Radio,Use of Social Media,Mondelez Oreo,Oreo Voice Notes,Pablo Tibaldi,LePub,Bogota,/awards/lia_awards/2025/campaigns/oreo-voice-notes-mondelez-oreo-lepub-2025/
Finalist,DAVID,Bogota,COLOMBIA,Creativity In Media,Use of Ambient Media,Aguila,Brand of the Match,AB INBEV,DAVID,Bogota,/awards/lia_awards/2025/campaigns/brand-of-the-match-aguila-david-2025-3/
Finalist,DAVID,Bogota,COLOMBIA,Creativity In Media,Use of Retail Media,Aguila,Unmelting Loyalty,AB InBev,DAVID,Bogota,/awards/lia_awards/2025/campaigns/unmelting-loyalty-aguila-david-2025-2/
Finalist,VML,Prague,CZECH REPUBLIC,Billboard,Foods Campaign,KitKat,CrowdStreetPublic Transport,Nestle,VML,Prague,/awards/lia_awards/2025/campaigns/crowdstreetpublic-transport-kitkat-vml-2025-2/
Finalist,VML,Prague,CZECH REPUBLIC,Billboard,Zeitgeist Campaign,KitKat,CrowdStreetPublic Transport,Nestle,VML,Prague,/awards/lia_awards/2025/campaigns/crowdstreetpublic-transport-kitkat-vml-2025-3/
Finalist,Marcel,Paris,FRANCE,Ambient Activation,Creativity in Commerce,Lidl,Lidlize,Lidl,Marcel Paris-Publicis Groupe,Paris,/awards/lia_awards/2025/campaigns/lidlize-lidl-marcel-paris-publicis-groupe-2025/
Finalist,Saatchi Saatchi France,Paris,FRANCE,Ambient Activation,Corporate Purpose-Social Responsibility,Omni,Omnilivery,Omni,Saatchi Saatchi France,Paris,/awards/lia_awards/2025/campaigns/omnilivery-omni-saatchi-saatchi-france-2025/
Finalist,Ogilvy Paris,Paris,FRANCE,Billboard,Beverages Campaign,Maison Perrier Chic,Taxi Driver Pilots Fireman Surgeon,Maison Perrier,Ogilvy Paris,Levallois Perret,/awards/lia_awards/2025/campaigns/taxi-driver-pilots-fireman-surgeon-maison-perrier-chic-ogilvy-paris-2025/
Finalist,BETC,Paris,FRANCE,Creative Strategy,Consumer Insight,Laboratoire Gallia,Mommyphone,Danone,BETC,Paris,/awards/lia_awards/2025/campaigns/mommyphone-laboratoire-gallia-betc-2025/
Finalist,Publicis Conseil,Paris,FRANCE,Creative Strategy,Automotive,Renault,Long-term,Renault,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/long-term-renault-publicis-conseil-2025-3/
Finalist,Buzzman,Paris,FRANCE,Creativity In Media,Use of Outdoor,Musee de lArmee,See Them for Real,Musee de lArmee,Buzzman,Paris,/awards/lia_awards/2025/campaigns/see-them-for-real-musee-de-larmee-buzzman-2025/
Finalist,Havas Play,Puteaux,FRANCE,Creativity In Media,Use of Digital Social and Gaming Platforms,Renault,Modder5,Renault,Havas Play,Puteaux,/awards/lia_awards/2025/campaigns/modder5-renault-havas-play-2025/
Finalist,Publicis Conseil,Paris,FRANCE,Production Post-Production,Production Design,Cancer Careers,Strings,Cancer Careers,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/strings-cancer-careers-publicis-conseil-2025/
Finalist,Publicis Conseil,Paris,FRANCE,Production Post-Production,Direction,Renault,Argentina,Renault,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/argentina-renault-publicis-conseil-2025-2/
Finalist,SERVICEPLAN GERMANY,Munich,GERMANY,Audio Radio,Craft Performance-Casting,Techem,Ding Dong - Thong,Techem Energy Services,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/ding-dong-thong-techem-serviceplan-germany-2025/
Finalist,SERVICEPLAN GERMANY,Munich,GERMANY,Creative Strategy,Finance,Herconomy,Breastmilk Money,Herconomy,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/breastmilk-money-herconomy-serviceplan-germany-2025/
Finalist,SERVICEPLAN GERMANY,Munich,GERMANY,Creative Use of Data,Data-Led Creativity,Herconomy,Breastmilk Money,Herconomy,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/breastmilk-money-herconomy-serviceplan-germany-2025-2/
Finalist,SERVICEPLAN GERMANY,Munich,GERMANY,Creativity In Media,Retail E-Commerce,PENNY,Price Packs,PENNY,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/price-packs-penny-serviceplan-germany-2025-4/
Finalist,INNOCEAN,Berlin,GERMANY,Evolution,Creative Technology,Billy Boy,Camdom The first digital condom,BILLY BOY,INNOCEAN,Berlin,/awards/lia_awards/2025/campaigns/camdom-the-first-digital-condom-billy-boy-innocean-2025/
Finalist,INGO Hamburg,Hamburg,GERMANY,Print,Technology Tech Equipment Campaign,Canon - The Full Picture,Ice Cream First Day of School Swimming Pool,Canon Emirates LLC Dubai,INGO Hamburg Hamburg-Memac Ogilvy Dubai,Dubai,/awards/lia_awards/2025/campaigns/ice-cream-first-day-of-school-swimming-pool-canon-the-full-picture-ingo-hamburg-hamburg-memac-ogilvy-dubai-2025/
Finalist,Ogilvy Group Germany,Frankfurt,GERMANY,Print,Craft Art Direction Campaign,German Rail - Connecting Europe,Netherlands Austria Denmark Spain,German Rail,Ogilvy Group Germany,Frankfurt,/awards/lia_awards/2025/campaigns/netherlands-austria-denmark-spain-german-rail-connecting-europe-ogilvy-group-germany-2025-4/
Finalist,HeimatTBWA- Germany,Berlin,GERMANY,Production Post-Production,Production Design,HORNBACH Baumarkt,Feel Like A Kid Again,HORNBACH Baumarkt AG,HeimatTBWA- Germany,Berlin,/awards/lia_awards/2025/campaigns/feel-like-a-kid-again-hornbach-baumarkt-heimattbwa-germany-2025/
Finalist,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Production Post-Production,Production Design,Deutsche Telekom,Bubbles,Deutsche Telekom,Saatchi Saatchi Germany-MUW Saatchi Saatchi Bratislava,,/awards/lia_awards/2025/campaigns/bubbles-deutsche-telekom-saatchi-saatchi-germany-muw-saatchi-saatchi-bratislava-2025-3/
Finalist,Juice An Omnicom Group Company and a conflict brand within TBWA,New Delhi,INDIA,Design,Best Regional-National Market,Air India Express Dictionary,The Inglish Dictionary,Air India Express,Juice An Omnicom Group Company and a conflict brand within TBWA,New Delhi,/awards/lia_awards/2025/campaigns/the-inglish-dictionary-air-india-express-dictionary-juice-an-omnicom-group-company-and-a-conflict-brand-within-tbwa-2025/
Finalist,Ogilvy,Bengaluru,INDIA,Design,Direct Marketing - Consumer Campaign,Titan Eye - Eye Test Menu,Hindi Set 1 Hindi Set 2 Gurmukhi Kannada Tamil English,Titan Company Limited,Ogilvy Bengaluru-Ogilvy,Mumbai,/awards/lia_awards/2025/campaigns/hindi-set-1-hindi-set-2-gurmukhi-kannada-tamil-english-titan-eye-eye-test-menu-ogilvy-bengaluru-ogilvy-2025/
Finalist,LePub,Milan,ITALY,Ambient Activation,Direct Marketing - Consumer,Heineken,Pub Succession,Heineken,LePub Milan-Publicis Dublin,Dublin,/awards/lia_awards/2025/campaigns/pub-succession-heineken-lepub-milan-publicis-dublin-2025-2/
Finalist,Hakuhodo,Tokyo,JAPAN,Creativity In Media,Use of Outdoor,Tokucha,The Sync Ad,Suntory Holdings,Hakuhodo Tokyo-TBWA Hakuhodo Tokyo-Hakuhodo Kettle Tokyo-Signing,Tokyo,/awards/lia_awards/2025/campaigns/the-sync-ad-tokucha-hakuhodo-tokyo-tbwa-hakuhodo-tokyo-hakuhodo-kettle-tokyo-signing-2025/
