Award,Entrant,Entrant City,Country,Track,Category,Brand,Title,Corporate Name of Client,Agency,Agency City,Permalink
Silver,TBWA-Group China,Shanghai,CHINA,Design,Best Local Market,Yangzhou Municipal Bureau of Culture Radio TV and Tourism,The Yangzhou Qiao Bei Musical Suite,Yangzhou Municipal Bureau of Culture Radio TV and Tourism,TBWA-Group China,Shanghai,/awards/lia_awards/2025/campaigns/the-yangzhou-qiao-bei-musical-suite-yangzhou-municipal-bureau-of-culture-radio-tv-and-tourism-tbwa-group-china-2025/
Silver,Ogilvy Shanghai,Shanghai,CHINA,Online Film,Health Pharma Campaign,Viatris - Make Love Last,The Bedroom The Hotel Room The Living Room,Viatris,Ogilvy Shanghai,Shanghai,/awards/lia_awards/2025/campaigns/the-bedroom-the-hotel-room-the-living-room-viatris-make-love-last-ogilvy-shanghai-2025-2/
Silver,DDB Colombia,Bogota,COLOMBIA,Creative Strategy,Original Thinking,Procolombia,Humanimal Tourism,Jorge Ivan Rueda,DDB Colombia,Bogota,/awards/lia_awards/2025/campaigns/humanimal-tourism-procolombia-ddb-colombia-2025-2/
Silver,Breakfast Helsinki,Helsinki,FINLAND,Production Post-Production,Performance-Casting,Love Anarchy a Helsinki International Film Festival,Pulp Gospel,Love Anarchy a Helsinki International Film Festival,,,/awards/lia_awards/2025/campaigns/pulp-gospel-love-anarchy-a-helsinki-international-film-festival-2025/
Silver,BETC,Paris,FRANCE,Ambient Activation,Challenger Brand,Heetch,Choose Uber,Heetch,BETC,Paris,/awards/lia_awards/2025/campaigns/choose-uber-heetch-betc-2025/
Silver,BETC,Paris,FRANCE,Audio Radio,Best Local Market,So Foot,Football Lover FM,So Foot,BETC,Paris,/awards/lia_awards/2025/campaigns/football-lover-fm-so-foot-betc-2025/
Silver,VML,Paris,FRANCE,Branded Entertainment,Reality-Unscripted-Alternative Programming,AXA,Group Therapy,AXA,VML,Paris,/awards/lia_awards/2025/campaigns/group-therapy-axa-vml-2025-2/
Silver,BETC,Paris,FRANCE,Creative Strategy,Breaking Sector Convention,Heetch,Choose Uber,Heetch,BETC,Paris,/awards/lia_awards/2025/campaigns/choose-uber-heetch-betc-2025-2/
Silver,Publicis Conseil,Paris,FRANCE,Creative Strategy,Breaking Sector Convention,Renault,Long-term,Renault,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/long-term-renault-publicis-conseil-2025/
Silver,Publicis Conseil,Paris,FRANCE,Creative Strategy,Long-term Creative Strategy-Effectiveness,Renault,Long-term,Renault,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/long-term-renault-publicis-conseil-2025-2/
Silver,BETC,Paris,FRANCE,Creativity In Media,Automotive,Citroen,Bumpboards,Stellantis,BETC,Paris,/awards/lia_awards/2025/campaigns/bumpboards-citroen-betc-2025/
Silver,ROSA Paris,Paris,FRANCE,Design,Craft Illustration,OUIGO,Muted 16 Games for Children Designed for Parents Peace of Mind,OUIGO,ROSA Paris,Paris,/awards/lia_awards/2025/campaigns/muted-16-games-for-children-designed-for-parents-peace-of-mind-ouigo-rosa-paris-2025/
Silver,Publicis Conseil,Paris,FRANCE,Evolution,Product Innovation,AXA,Three Words,AXA,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/three-words-axa-publicis-conseil-2025-5/
Silver,Wanda Productions,Paris,FRANCE,Music Video,Cinematography,Sam Fender,People Watching,Sam Fender,,,/awards/lia_awards/2025/campaigns/people-watching-sam-fender-2025/
Silver,Wanda Productions,Paris,FRANCE,Music Video,Direction,Sam Fender,People Watching,Sam Fender,,,/awards/lia_awards/2025/campaigns/people-watching-sam-fender-2025-2/
Silver,Publicis Conseil,Paris,FRANCE,Production Post-Production,Cinematography,Renault,Argentina,Renault,Publicis Conseil,Paris,/awards/lia_awards/2025/campaigns/argentina-renault-publicis-conseil-2025/
Silver,BETC,Paris,FRANCE,TV Cinema,Automotive,Citroen,The Alien,Citroen,BETC,Paris,/awards/lia_awards/2025/campaigns/the-alien-citroen-betc-2025/
Silver,BETC,Paris,FRANCE,TV Cinema,Humor,Citroen,The Alien,Citroen,BETC,Paris,/awards/lia_awards/2025/campaigns/the-alien-citroen-betc-2025-2/
Silver,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Ambient Activation,Direct Marketing - Consumer,Oreo,Oreo Square Cookie,Mondelez International,Saatchi Saatchi Germany,,/awards/lia_awards/2025/campaigns/oreo-square-cookie-oreo-saatchi-saatchi-germany-2025/
Silver,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Ambient Activation,Gaming,Oreo,Oreo Square Cookie,Mondelez International,Saatchi Saatchi Germany,,/awards/lia_awards/2025/campaigns/oreo-square-cookie-oreo-saatchi-saatchi-germany-2025-2/
Silver,SERVICEPLAN GERMANY,Munich,GERMANY,Ambient Activation,Fashion Accessories,Rainbow Wool,,SchAferei StA14cke,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/rainbow-wool-serviceplan-germany-2025-3/
Silver,SERVICEPLAN GERMANY,Munich,GERMANY,Audio Radio,Utilities Campaign,Techem,Ding Dong Campaign - Thong Mask Beard,Techem Energy Services,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/ding-dong-campaign-thong-mask-beard-techem-serviceplan-germany-2025/
Silver,SERVICEPLAN GERMANY,Munich,GERMANY,Creative Strategy,Retail,PENNY,Price Packs,PENNY,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/price-packs-penny-serviceplan-germany-2025-2/
Silver,HeimatTBWA-Berlin,Berlin,GERMANY,Design,Creativity on a Budget,Correctiv - Recherchen fA14r die Gesellschaft,Adopt A Fact,Correctiv - Recherchen fA14r die Gesellschaft,HeimatTBWA-Berlin,Berlin,/awards/lia_awards/2025/campaigns/adopt-a-fact-correctiv-recherchen-fa14r-die-gesellschaft-heimattbwa-berlin-2025/
Silver,Scholz Friends,Berlin,GERMANY,Design,Best Regional-National Market,Tiroler Festspiele Erl,Brand Design,Tiroler Festspiele Erl,Scholz Friends Berlin-Scholz Friends,Vienna,/awards/lia_awards/2025/campaigns/brand-design-tiroler-festspiele-erl-scholz-friends-berlin-scholz-friends-2025/
Silver,Scholz Friends,Berlin,GERMANY,Design,Poster Campaign,Berliner Philharmoniker,Stage Floor Great Hall Foyer Windows 1st Floor Chairbacks Chamber Music Hall Philharmonie Light 1 Foyer Mosaic Floor Foyer Facade Panel Seating Object Forecourt Ceiling Light Foyer,Berliner Philharmonie gGmbH,Scholz Friends,Berlin,/awards/lia_awards/2025/campaigns/stage-floor-great-hall-foyer-windows-1st-floor-chairbacks-chamber-music-hall-philharmonie-light-1-foyer-mosaic-floor-foy/
Silver,SERVICEPLAN GERMANY,Munich,GERMANY,Design,Limited-Special Editions,Lufthansa,Allegris First Class x Sho Shibuya,Deutsche Lufthansa AG,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/allegris-first-class-x-sho-shibuya-lufthansa-serviceplan-germany-2025/
Silver,MRM Germany,Frankfurt,GERMANY,Evolution,Product Innovation,Life Donor Card,Life Donor Card,Mastercard,MRM GERMANY,Frankfurt,/awards/lia_awards/2025/campaigns/life-donor-card-life-donor-card-mrm-germany-2025/
Silver,Ambassadors Berlin,Berlin,GERMANY,Music Sound,Original Music - Score,checkyourbreaststoday,Feel,checkyourbreaststoday,,,/awards/lia_awards/2025/campaigns/feel-checkyourbreaststoday-2025/
Silver,HeimatTBWA- Germany,Berlin,GERMANY,Music Sound,Sound Design,HORNBACH,No Project without Drama,HORNBACH Baumarkt AG,HeimatTBWA- Germany,Berlin,/awards/lia_awards/2025/campaigns/no-project-without-drama-hornbach-heimattbwa-germany-2025-8/
Silver,HeimatTBWA- Germany,Berlin,GERMANY,Online Film,Retail,HORNBACH,No Project without Drama,HORNBACH Baumarkt AG,HeimatTBWA- Germany,Berlin,/awards/lia_awards/2025/campaigns/no-project-without-drama-hornbach-heimattbwa-germany-2025-9/
Silver,SERVICEPLAN GERMANY,Munich,GERMANY,Package Design,Retailer Packaging,PENNY,Price Packs,PENNY,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/price-packs-penny-serviceplan-germany-2025-3/
Silver,Ogilvy Group Germany,Frankfurt,GERMANY,Poster,Craft Visual Design Campaign,German Rail - Connecting Europe,Netherlands Austria Denmark Spain,German Rail,Ogilvy Group Germany,Frankfurt,/awards/lia_awards/2025/campaigns/netherlands-austria-denmark-spain-german-rail-connecting-europe-ogilvy-group-germany-2025/
Silver,Scholz Friends,Berlin,GERMANY,Print,Craft Art Direction Campaign,Berliner Philharmoniker,Stage Floor Great Hall Foyer Windows 1st Floor Chairbacks Chamber Music Hall Philharmonie Light 1 Foyer Mosaic Floor Foyer Facade Panel Seating Object Forecourt Ceiling Light Foyer,Berliner Philharmonie gGmbH,Scholz Friends,Berlin,/awards/lia_awards/2025/campaigns/stage-floor-great-hall-foyer-windows-1st-floor-chairbacks-chamber-music-hall-philharmonie-light-1-foyer-mosaic-floor-f-2/
Silver,HeimatTBWA- Germany,Berlin,GERMANY,Production Post-Production,Cinematography,HORNBACH,No Project without Drama,HORNBACH Baumarkt AG,HeimatTBWA- Germany,Berlin,/awards/lia_awards/2025/campaigns/no-project-without-drama-hornbach-heimattbwa-germany-2025-10/
Silver,HeimatTBWA- Germany,Berlin,GERMANY,Production Post-Production,Direction,HORNBACH Baumarkt,Obey Your Hands,HORNBACH Baumarkt AG,HeimatTBWA- Berlin,Berlin,/awards/lia_awards/2025/campaigns/obey-your-hands-hornbach-baumarkt-heimattbwa-berlin-2025/
Silver,HeimatTBWA- Germany,Berlin,GERMANY,Production Post-Production,Performance-Casting,HORNBACH Baumarkt,Obey Your Hands,HORNBACH Baumarkt AG,HeimatTBWA- Berlin,Berlin,/awards/lia_awards/2025/campaigns/obey-your-hands-hornbach-baumarkt-heimattbwa-berlin-2025-2/
Silver,HeimatTBWA- Germany,Berlin,GERMANY,TV Cinema,Retail,HORNBACH,No Project without Drama,HORNBACH Baumarkt AG,HeimatTBWA- Germany,Berlin,/awards/lia_awards/2025/campaigns/no-project-without-drama-hornbach-heimattbwa-germany-2025-11/
Silver,Ogilvy Guatemala,Guatemala,GUATEMALA,Creativity In Media,Corporate Purpose-Social Responsibility,Shell,Stay Tuned Stay Awake,Shell,Ogilvy,Guatemala,/awards/lia_awards/2025/campaigns/stay-tuned-stay-awake-shell-ogilvy-2025/
Silver,Ogilvy Guatemala,Guatemala,GUATEMALA,Creativity In Media,Use of Audio Platforms,Shell,Stay Tuned Stay Awake,Shell,Ogilvy,Guatemala,/awards/lia_awards/2025/campaigns/stay-tuned-stay-awake-shell-ogilvy-2025-2/
Silver,NNNNNNN,Hong Kong,HONG KONG,Design,Displays Installations,HSBC Hong Kong,HSBC 160th Anniversary Rube Goldberg Machine,HSBC Hong Kong,NNNNNNN Hong Kong-Omnicom Media Group,Hong Kong,/awards/lia_awards/2025/campaigns/hsbc-160th-anniversary-rube-goldberg-machine-hsbc-hong-kong-nnnnnnn-hong-kong-omnicom-media-group-2025/
Silver,Ogilvy,Mumbai,INDIA,Audio Radio,Innovative Use of Audio Radio,Brooke Bond Taj Mahal Tea,Chai Bansuri - The Tea Flute,Brooke Bond Taj Mahal Tea,Ogilvy,Mumbai,/awards/lia_awards/2025/campaigns/chai-bansuri-the-tea-flute-brooke-bond-taj-mahal-tea-ogilvy-2025/
Silver,Ogilvy,Bengaluru,INDIA,Creativity In Media,Corporate Purpose-Social Responsibility,Eye,Eye Test Menu,Titan Company Limited,Ogilvy Bengaluru-Ogilvy,Mumbai,/awards/lia_awards/2025/campaigns/eye-test-menu-eye-ogilvy-bengaluru-ogilvy-2025-2/
Silver,Subhajit Mukherjee,Mumbai,INDIA,Music Sound,Sound Editing,Star Cement,Rise Like A Star - Lovelina Borgohain,Star Cement Ltd,VML India,Kolkata,/awards/lia_awards/2025/campaigns/rise-like-a-star-lovelina-borgohain-star-cement-vml-india-2025/
Silver,Studio Eeksaurus Productions,Mumbai,INDIA,Production Post-Production,Stop-Frame Animation,Centre for Pastoralism,Desi Oon,Centre for Pastoralism,Studio Eeksaurus Productions,Mumbai,/awards/lia_awards/2025/campaigns/desi-oon-centre-for-pastoralism-studio-eeksaurus-productions-2025/
Silver,Droga5 Dublin Part of Accenture Song,Dublin,IRELAND,Audio Radio,Public Service-Charity-NGO Campaign,Samaritans,26 Minutes Young Hot Guys Podcast Seanchoiche Presenter Mikey Cullen Sprints Lead Singer Karla Chubb Off The Ball Live Premier League commentary 1,Samaritans Dublin,Droga5 Dublin Part of Accenture Song,Dublin,/awards/lia_awards/2025/campaigns/26-minutes-young-hot-guys-podcast-seanchoiche-presenter-mikey-cullen-sprints-lead-singer-karla-chubb-off-the-ball-live-p/
Silver,LePub,Milan,ITALY,Ambient Activation,Zeitgeist,Heineken,Pub Succession,Heineken,LePub Milan-Publicis Dublin,Dublin,/awards/lia_awards/2025/campaigns/pub-succession-heineken-lepub-milan-publicis-dublin-2025/
Silver,LePub,Milan,ITALY,Branded Entertainment,Music Videos,Desperados,Guao Guao,Desperados,LePub,Milan,/awards/lia_awards/2025/campaigns/guao-guao-desperados-lepub-2025-4/
Silver,LePub,Milan,ITALY,Music Sound,Original Music with Lyrics,Desperados,Guao Guao,Desperados,LePub,Milan,/awards/lia_awards/2025/campaigns/guao-guao-desperados-lepub-2025-5/
Silver,LePub,Milan,ITALY,Online Film,Social Media Platforms,Toblerone,Tantrum Girl,Modelez,LePub,Milan,/awards/lia_awards/2025/campaigns/tantrum-girl-toblerone-lepub-2025-2/
Silver,DDB Group Italy,Milan,ITALY,Package Design,Limited-Special Editions,Bennet,Good To Read Packs,Bennet,DDB Group Italy,Milano,/awards/lia_awards/2025/campaigns/good-to-read-packs-bennet-ddb-group-italy-2025/
Silver,Dentsu Inc,Tokyo,JAPAN,Design,Not-for-Profit,VISIONGRAM,,Japan Blind Judo Federation,Dentsu Inc,Tokyo,/awards/lia_awards/2025/campaigns/visiongram-dentsu-inc-2025/
Silver,Cloud8 Inc,Tokyo,JAPAN,Package Design,Liquors Wines,KUBOTA GIN,,Asahi-Shuzo Sake Brewing Co Ltd,,,/awards/lia_awards/2025/campaigns/kubota-gin-2025/
Silver,GForce Grey,Almaty,KAZAKHSTAN,Creative Use of Data,Real-Time Data,Citix,Saltanat Light,Citix,GForce Grey,Almaty,/awards/lia_awards/2025/campaigns/saltanat-light-citix-gforce-grey-2025/
Silver,INNOCEAN,Seoul,KOREA,Branded Entertainment,Scripted Short Film,IONIQ,Night Fishing,Hyundai Motor Company,INNOCEAN,Seoul,/awards/lia_awards/2025/campaigns/night-fishing-ioniq-innocean-2025/
Silver,INNOCEAN,Seoul,KOREA,Creative Strategy,Branded Entertainment,IONIQ,Night Fishing,Hyundai Motor Company,INNOCEAN,Seoul,/awards/lia_awards/2025/campaigns/night-fishing-ioniq-innocean-2025-2/
Silver,INNOCEAN,Seoul,KOREA,Design,Public Service-Charity-NGO,Iljuk Bathhouse,Life-Saving Bathhouse,Anseong City,INNOCEAN,Seoul,/awards/lia_awards/2025/campaigns/life-saving-bathhouse-iljuk-bathhouse-innocean-2025/
Silver,LePub Mexico City,Mexico City,MEXICO,Ambient Activation,Beverages,Tecate Light,Gulf of Mexico Bar,Heineken Group,LePub Mexico City,Mexico City,/awards/lia_awards/2025/campaigns/gulf-of-mexico-bar-tecate-light-lepub-mexico-city-2025-4/
Silver,Grey Mexico,Mexico City,MEXICO,Branded Content,Scripted Short Film,Newspaper la Union y Articulo 19,The Shooting,Newspaper la Union y Articulo 19,Grey Mexico,Mexico City,/awards/lia_awards/2025/campaigns/the-shooting-newspaper-la-union-y-articulo-19-grey-mexico-2025-6/
Silver,Havas HOY,Mexico City,MEXICO,Creative Strategy,Contextual Insight,Volaris Airlines,W1NG COD3S,Volaris Airlines,Havas HOY,Mexico City,/awards/lia_awards/2025/campaigns/w1ng-cod3s-volaris-airlines-havas-hoy-2025/
Silver,Havas HOY,Mexico City,MEXICO,Creativity In Media,Use of Ambient Media,Volaris Airlines,W1NG COD3S,Volaris Airlines,Havas HOY,Mexico City,/awards/lia_awards/2025/campaigns/w1ng-cod3s-volaris-airlines-havas-hoy-2025-2/
Silver,LePub Mexico City,Mexico City,MEXICO,Creativity In Media,Use of Ambient Media,Tecate Light,Gulf of Mexico Bar,Heineken Group,LePub Mexico City,Mexico City,/awards/lia_awards/2025/campaigns/gulf-of-mexico-bar-tecate-light-lepub-mexico-city-2025-5/
Silver,LePub Mexico City,Mexico City,MEXICO,Evolution,Experiential-Live Events,Tecate Light,Gulf of Mexico Bar,Heineken Group,LePub Mexico City,Mexico City,/awards/lia_awards/2025/campaigns/gulf-of-mexico-bar-tecate-light-lepub-mexico-city-2025-6/
Silver,Grey Mexico,Mexico City,MEXICO,Production Post-Production,Editing,Newspaper la Union y Articulo 19,The Shooting,Newspaper la Union y Articulo 19,Grey Mexico,Mexico City,/awards/lia_awards/2025/campaigns/the-shooting-newspaper-la-union-y-articulo-19-grey-mexico-2025-7/
Silver,GIGIL,Manila,PHILIPPINES,Branded Content,Creativity on a Budget,Mandaue Foam Home Store,Steal,Mandaue Foam Home Store,GIGIL,Manila,/awards/lia_awards/2025/campaigns/steal-mandaue-foam-home-store-gigil-2025/
Silver,BigTime Creative Shop,Riyadh,SAUDI ARABIA,Music Sound,Use of Licensed Music,General Entertainment Authority,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025/
Silver,BigTime Creative Shop,Riyadh,SAUDI ARABIA,Production Post-Production,Cinematography,General Entertainment Authority,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025-2/
Silver,BigTime Creative Shop,Riyadh,SAUDI ARABIA,Production Post-Production,Direction,General Entertainment Authority,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025-3/
Silver,Havas Creative,,SPAIN,Ambient Activation,Corporate Purpose-Social Responsibility,Atletico de Madrid - AFEAM,Marino Uriel The unforgettable Legend,Atletico de Madrid - AFEAM,Havas Creative,Spain,/awards/lia_awards/2025/campaigns/marino-uriel-the-unforgettable-legend-atletico-de-madrid-afeam-havas-creative-2025/
Silver,DAVID,Madrid,SPAIN,Creative Strategy,Real-Time Marketing,Netflix,Alcaraz Tattoo Reveal,Netflix Spain,DAVID,Madrid,/awards/lia_awards/2025/campaigns/alcaraz-tattoo-reveal-netflix-david-2025/
Silver,DAVID,Madrid,SPAIN,Creativity In Media,Corporate Purpose-Social Responsibility,JCDecaux,Still Open,JCDecaux Spain,DAVID,Madrid,/awards/lia_awards/2025/campaigns/still-open-jcdecaux-david-2025/
Silver,DAVID,Madrid,SPAIN,Creativity In Media,Use of Outdoor,JCDecaux,Still Open,JCDecaux Spain,DAVID,Madrid,/awards/lia_awards/2025/campaigns/still-open-jcdecaux-david-2025-2/
Silver,David,Madrid,SPAIN,Poster,Beverages Campaign,Coca-Cola,Mimi Awning El Campo Awning Prado Awning,The Coca-Cola Company,DAVID,Madrid,/awards/lia_awards/2025/campaigns/mimi-awning-el-campo-awning-prado-awning-coca-cola-david-2025/
Silver,BBDO Bangkok,Bangkok,THAILAND,Online Film,Retail Campaign,Club 21 Thailand,Liar Mad Lover No Manner,CLUB 21 THAILAND CO LTD,BBDO Bangkok,Bangkok,/awards/lia_awards/2025/campaigns/liar-mad-lover-no-manner-club-21-thailand-bbdo-bangkok-2025/
Silver,Saatchi Saatchi ME,Dubai,UNITED ARAB EMIRATES,Design,Editorial Design,Nana,Ruby Blooms,Essity Nana,Saatchi Saatchi ME,Dubai,/awards/lia_awards/2025/campaigns/ruby-blooms-nana-saatchi-saatchi-me-2025/
Silver,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Poster,Craft Art Direction Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-4/
Silver,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Poster,Sports Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-5/
Silver,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Print,Craft Art Direction Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-6/
Silver,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Print,Sports Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-7/
Silver,Ogilvy UK,London,UNITED KINGDOM,Ambient Activation,Best Use of Real Time Advertising,Hellmanns,Club Classic,Unilever,Ogilvy UK,London,/awards/lia_awards/2025/campaigns/club-classic-hellmanns-ogilvy-uk-2025/
Silver,Havas Lynx,Manchester,UNITED KINGDOM,Evolution,Product Innovation,Nutri Ice,Creamotherapy,My Doctors Recipe,Havas Lynx,Manchester,/awards/lia_awards/2025/campaigns/creamotherapy-nutri-ice-havas-lynx-2025/
Silver,750mph,London,UNITED KINGDOM,Music Sound,Sound Design,Riyadh Season,Call Of The Kings,Riyadh Season,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/call-of-the-kings-riyadh-season-bigtime-creative-shop-2025-2/
Silver,VCCP,London,UNITED KINGDOM,Package Design,Limited-Special Editions,Cadbury Dairy Milk,Made to Share,Mondelz International,VCCP,London,/awards/lia_awards/2025/campaigns/made-to-share-cadbury-dairy-milk-vccp-2025-2/
Silver,21Grams,London,UNITED KINGDOM,Production Post-Production,CGI Animation,Covid Awareness,Covidball,AstraZeneca,21Grams,London,/awards/lia_awards/2025/campaigns/covidball-covid-awareness-21grams-2025/
Silver,AMVBBDO,London,UNITED KINGDOM,Production Post-Production,Direction,Essity-Bodyform,Never Just a Period,Essity Bodyform,AMVBBDO,London,/awards/lia_awards/2025/campaigns/never-just-a-period-essity-bodyform-amvbbdo-2025-4/
Silver,AMVBBDO,London,UNITED KINGDOM,Production Post-Production,Production Design,Essity-Bodyform,Never Just a Period,Essity Bodyform,AMVBBDO,London,/awards/lia_awards/2025/campaigns/never-just-a-period-essity-bodyform-amvbbdo-2025-5/
Silver,Biscuit Filmworks,London,UNITED KINGDOM,Production Post-Production,Direction,Channel 4,Paris Paralympics 2024 Considering What,Channel 4,4creative,London,/awards/lia_awards/2025/campaigns/paris-paralympics-2024-considering-what-channel-4-4creative-2025/
Silver,VCCP,London,UNITED KINGDOM,Production Post-Production,2D Animation,Co-op,Owned By You Right By You,Co-op,VCCP,London,/awards/lia_awards/2025/campaigns/owned-by-you-right-by-you-co-op-vccp-2025-2/
Silver,Energy BBDO,Chicago,UNITED STATES,Ambient Activation,Public Service-Charity-NGO,Change The Ref,The Final Exam,Change The Ref,Energy BBDO,Chicago,/awards/lia_awards/2025/campaigns/the-final-exam-change-the-ref-energy-bbdo-2025-2/
Silver,DAVID New York,New York,UNITED STATES,Audio Radio,Podcasts,Clash of Clans,Hammerless,Supercell,DAVID New York,New York,/awards/lia_awards/2025/campaigns/hammerless-clash-of-clans-david-new-york-2025/
Silver,GREY,New York,UNITED STATES,Audio Radio,Beverages Campaign,Minute Maid,Birthday Doctor Family,The Coca-Cola Company,GREY,New York,/awards/lia_awards/2025/campaigns/birthday-doctor-family-minute-maid-grey-2025/
Silver,VML,New York,UNITED STATES,Audio Radio,Creativity in Commerce,OREO,Name This OREO,Mondelez,VML,New York,/awards/lia_awards/2025/campaigns/name-this-oreo-oreo-vml-2025/
Silver,Ogilvy New York,New York,UNITED STATES,Billboard,Beauty Well-being Campaign,Dove - Get Unready,Carnaval Holi New Years Post Game St Patricks,Unilever,Ogilvy,New York,/awards/lia_awards/2025/campaigns/carnaval-holi-new-years-post-game-st-patricks-dove-get-unready-ogilvy-2025/
Silver,Ogilvy New York,New York,UNITED STATES,Billboard,Craft Photography Campaign,Dove - Get Unready,Carnaval Holi New Years Post Game St Patricks,Unilever,Ogilvy,New York,/awards/lia_awards/2025/campaigns/carnaval-holi-new-years-post-game-st-patricks-dove-get-unready-ogilvy-2025-2/
Silver,Area 23 an IPG Health Company,New York,UNITED STATES,Branded Content,Documentary Short Film,GAVIAO KYIKATEJE FC,KYIKATEJE,GAVIAO KYIKATEJE FC,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/kyikateje-gaviao-kyikateje-fc-area-23-an-ipg-health-company-2025/
Silver,McCann NY,New York,UNITED STATES,Branded Entertainment,Music Videos,Mastercard,From Fan to Featured,Mastercard,McCann XBC,New York,/awards/lia_awards/2025/campaigns/from-fan-to-featured-mastercard-mccann-xbc-2025/
Silver,DAVID New York,New York,UNITED STATES,Creative Strategy,Partnership Collaboration,Clash of Clans,Clash the WWE,Supercell,DAVID New York,New York,/awards/lia_awards/2025/campaigns/clash-the-wwe-clash-of-clans-david-new-york-2025/
Silver,GUT,Los Angeles,UNITED STATES,Creative Strategy,Long-term Creative Strategy-Effectiveness,DoorDash,Flowers Are For Everyone,DoorDash,GUT LA,Los Angeles,/awards/lia_awards/2025/campaigns/flowers-are-for-everyone-doordash-gut-la-2025/
Silver,VML,New York,UNITED STATES,Creative Use of Data,Real-Time Data,Ziploc,Preserved Promos,SC Johnson,VML New York-Obviously,New York,/awards/lia_awards/2025/campaigns/preserved-promos-ziploc-vml-new-york-obviously-2025/
Silver,Area 23 an IPG Health Company,New York,UNITED STATES,Creativity In Media,Use of Outdoor,Equality Health Foundation,Zip Code Exam,Equality Health Foundation,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/zip-code-exam-equality-health-foundation-area-23-an-ipg-health-company-2025/
Silver,GREY,New York,UNITED STATES,Creativity In Media,Use of TV and Other Screens,Angel Soft,Pottytunities,Georgia Pacific Llc,GREY,New York,/awards/lia_awards/2025/campaigns/pottytunities-angel-soft-grey-2025/
Silver,Zenith,Detroit,UNITED STATES,Creativity In Media,Use of Events and Stunts,Rocket,First Ever LIVE Commercial Crossover,Rocket,Mirimar,Venica,/awards/lia_awards/2025/campaigns/first-ever-live-commercial-crossover-rocket-mirimar-2025-2/
Silver,Area 23 an IPG Health Company,New York,UNITED STATES,Design,Creative Use of Data,Equality Health Foundation,Zip Code Exam,Equality Health Foundation,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/zip-code-exam-equality-health-foundation-area-23-an-ipg-health-company-2025-2/
Silver,Area 23 an IPG Health Company,New York,UNITED STATES,Design,Data Visualization,Equality Health Foundation,Zip Code Exam,Equality Health Foundation,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/zip-code-exam-equality-health-foundation-area-23-an-ipg-health-company-2025-3/
Silver,FCB Chicago,Chicago,UNITED STATES,Design,Craft Typography,Caption with Intention,,Rakish Entertainment,FCB Chicago,Chicago,/awards/lia_awards/2025/campaigns/caption-with-intention-fcb-chicago-2025-3/
