Track,Title,Brand,Agency,Category,Award Level,Board image
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,7 SECONDS TREASURE HUNT,NISSAN,TBWA\G1,Partnerships with Talent,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/44c0e4e0bf6543d3805fd71eeccd64f2
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,LAVAZZA_SINNER,LAVAZZA,VML,Partnerships with Talent,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a46b97ce10134faf95d779dd289d0b4b
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,DESIGNED POSTERS,PERSIL,LOLA MULLENLOWE,Partnerships with Talent,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/db6c9498667245d99b3aa9f428876696
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,SINGWITHSIGNS,SAMSUNG,LEO BURNETT,Partnerships with Talent,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9ba9fb777ddb45d1b3fdff1e29d68cb0
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE CHEEKY CONTROLLER,XBOX,McCANN,Partnerships with Talent,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b2053c037bcb423091477e8653cbec9f
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE SOUND OF PRIDE,CIG ARCIGAY MILANO,TBWA\ITALIA,Diversity & Inclusion in Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0560516dcb9e40d1aba45eab9938a7dd
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,FESTIVAL S WEDDINGS,KOFOLA,WIKTOR LEO BURNETT,Diversity & Inclusion in Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f9cc37e8bbe34ba4b44541b4012a5fdf
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,AYA NAKAMURA  HAUT NIVEAU BY LANC�ME,LANCOME,PUBLICIS LUXE,Diversity & Inclusion in Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4e3aae8d45264c30871aaa802c40561c
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,MAPFRE LIVE,MAPFRE,McCANN SPAIN,Innovation in Branded Content,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2370dbfdf03d48cebd00dfc17563e5b0
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,AWAKEN YOUR MADNESS,NIKE,WIEDEN+KENNEDY,Film Series and Audio,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/fc8d8e514509439989f74c9f3950a5fa/storyboard_000008.jpg
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,HER NAME IN THE GAME,AC MILAN,SERVICEPLAN ITALY,Sports Live Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f16a22ab34c546d49ac422e7aabca5d9
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,PAO UNDER THE STARS | AR EXPERIENCE,PANATHINAIKOS BC,THE NEWTONS LABORATORY,Sports Live Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a04e6eff75c8411cbd676beff56776cd
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,TH3 EXT1NTION NUMB3RS,WORLD WILDLIFE FUND WWF,ACCENTURE SONG,Sports Live Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/473f78817f074c6fa34a8ee94f57cc10
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,LAUNDROMATCH,HEINEKEN,LEPUB,Sports Live Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/94272204a565405e96a7b771f78f3212
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,HARDCORE CELEBRATION,HEINEKEN,ONE NIL,Sports Live Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5a8449b22fc648d0a8c94644954b8a87
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,CORONA AT PARIS 2024 FOR EVERY GOLDEN MOMENT,CORONA,WINK,Sports Live Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f8268f61b0d441bf89047b274854362d
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,BETIS PREGNANCY TEST,REAL BETIS BALOMPIE,VML SPAIN,Fan Engagement-Distribution Strategy,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1016a920a913461f847f944896360e8c
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,CORONA AT PARIS 2024 FOR EVERY GOLDEN MOMENT,CORONA,WINK,Fan Engagement-Distribution Strategy,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f8268f61b0d441bf89047b274854362d
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,SPONSOR IN JERSEY,RENAULT R5,HAVAS PLAY,Fan Engagement-Distribution Strategy,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8341f0bef66845269274d9bd156d9b85
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,BET ON HER,BETCLIC,BETCLIC,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4cc6bc24f8e349f19e09b3734ab306c5
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,LEAGUE OF ALL LEAGUES,LIGA PORTUGAL - BETCLIC,JUDAS,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2efe7fcd659440909e214d7f45ef357e
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,MONT NETFLIX,NETFLIX,JOE PUBLIC,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3dd43977e45347df9bf12abca39f1bb6
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE SUPERSTITIOUS CALL,HEINEKEN,LEPUB,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7c172327cdb44bbc9d4271e53fa44f9d
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,LAUNDROMATCH,HEINEKEN,LEPUB,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/94272204a565405e96a7b771f78f3212
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,HARDCORE CELEBRATION,HEINEKEN,ONE NIL,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5a8449b22fc648d0a8c94644954b8a87
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,CORONA AT PARIS 2024 FOR EVERY GOLDEN MOMENT,CORONA,WINK,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f8268f61b0d441bf89047b274854362d
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,SPONSOR IN JERSEY,RENAULT R5,HAVAS PLAY,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8341f0bef66845269274d9bd156d9b85
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,BET ON HER,BETCLIC,BETCLIC,Diversity & Inclusion in Sport,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bb232e8d316c4c879fdb4e20d42441a7
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,PARALYMPIC SPORT EXPLAINERS,INTERNATIONAL PARALYMPIC COMMITTEE ALLIANZ PARIS 2024,KREATIVES,Diversity & Inclusion in Sport,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a0cc0fe8bb3745c49e87a2dc53488626
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,MISSION TALITA,TALITA,AKESTAM HOLST,Audio-Visual Content,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e87983ddc49449a1908ed037c1c06df5
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,MISSION TALITA,TALITA,AKESTAM HOLST,Brand Integration for Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e87983ddc49449a1908ed037c1c06df5
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,JBL LAND,JBL,GOSPOOKY,Brand Integration for Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d37716fc1ca94c0ab03b735fe3f36590
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE DREAM CHAIR,XBOX,MIAI BRAND PARTNERSHIPS,Brand Integration for Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2dd73ae4b10141ff8e99d58c9d983e05
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,ORANGE - SAFE PHONES,ORANGE,PUBLICIS CONSEIL,Brand Integration for Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b567f815d2384568b98c04ca25042a96
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE GAMING FRIDGE,HEINEKEN,LEPUB,Brand Integration for Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ada8c6db05aa43ac966d50fb29897b74
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,RACING OFFERS,ANWB,FITZROY,Brand Integration for Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a5c62e12f1404586b8c61aa3d720c918
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,PLAY FOR THE FUTURE,GREENPEACE,VML SPAIN,Use of Gaming-Streaming Platforms,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3e91b3e8725348c890f099d58eaed743
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,NOBODY DELIVERS FASTER,FABENE RESTAURANTS,WHITE RABBIT,Use of Gaming-Streaming Platforms,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1749f79aba02451089ccf6481bd2ebbc
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,FIRST DRIVE,FORD,VML SPAIN,Use of Gaming-Streaming Platforms,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/61fc9e96a988408fa05c2c865910cfee
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,RACING OFFERS,ANWB,FITZROY,Use of Gaming-Streaming Platforms,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a5c62e12f1404586b8c61aa3d720c918
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE  DONATION MAP,UNITED 24,HAVAS PLAY,Use of Gaming-Streaming Platforms,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/aea43bc576a14698ba91e99cec9a7a88
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,MISSION TALITA,TALITA,AKESTAM HOLST,Community Management-Social Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e87983ddc49449a1908ed037c1c06df5
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,GHOST YOUR BOSS,ACTIVISION BLIZZARD,WENDERFALCK,Community Management-Social Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/29beda23cfe34062abecb70e704ff1bd
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE GAMING FRIDGE,HEINEKEN,LEPUB,Community Management-Social Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ada8c6db05aa43ac966d50fb29897b74
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,NOBODY DELIVERS FASTER,FABENE RESTAURANTS,WHITE RABBIT,Influencer & Co-Creation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1749f79aba02451089ccf6481bd2ebbc
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE CHEEKY CONTROLLER,XBOX,McCANN,Influencer & Co-Creation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b2053c037bcb423091477e8653cbec9f
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,OREO X PAC-MAN THE COOKIE CHASE,OREO,SAATCHI & SAATCHI,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/320886745e284235914172eec79458d8
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,MISSION TALITA,TALITA,AKESTAM HOLST,Diversity & Inclusion in Gaming,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e87983ddc49449a1908ed037c1c06df5
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,FIRST DRIVE,FORD,VML SPAIN,Diversity & Inclusion in Gaming,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/61fc9e96a988408fa05c2c865910cfee
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE ADVANCED PROTECTOR,REXONA,&PLAY STUDIO,Innovation in Gaming,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9d1552cb2df440109128bd5520e32dc6
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE GAMING FRIDGE,HEINEKEN,LEPUB,Innovation in Gaming,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ada8c6db05aa43ac966d50fb29897b74
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,GRAND THEFT INSURANCE,BALOISE,PUBLICIS,Innovation in Gaming,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0d07e3abc48b4e678fe79d8e86a99e56
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,SINGWITHSIGNS,SAMSUNG,LEO BURNETT,Brand or Product Integration into Music Content,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9ba9fb777ddb45d1b3fdff1e29d68cb0
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,DUA LIPA X PORSCHE THE ALL-ELECTRIC MACAN,PORSCHE,GRABARZ & PARTNER,Use of Original Composition,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4be86b4b93e54f039b9a3fb9e28ca1a2/storyboard_000008.jpg
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,A LIFE IN SOUND,SIRIUS XM,SOUNDTREE MUSIC,Use of Licensed-Adapted Music,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f6fe6b9677654ab9a1eb79e54e115e47/storyboard_000008.jpg
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE FUTURE FAN STAGE,WAY OUT WEST,NORD DDB,Live Music Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8c29e5e5ea0a4f0bb439fed6b2fa4f42
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,TRAMWAY TO LOVE - THE BVG-MUSICAL OF PUBLIC TRANSPORT,BERLINER VERKEHRSBETRIEBE BVG,JUNG VON MATT AG,Live Music Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c73e567adef5489fa17d0a3e5a921bdb
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,THE FUTURE FAN STAGE,WAY OUT WEST,NORD DDB,Fan Engagement-Community Building,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8c29e5e5ea0a4f0bb439fed6b2fa4f42
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,DUA LIPA X PORSCHE THE ALL-ELECTRIC MACAN,PORSCHE,GRABARZ & PARTNER,Influencer & Co-Creation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c6fb452c0cc94d6794859dd8a55fff58
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,GOOD BEATS FOR EVERYONE - BY ALDI NORD,ALDI,ACCENTURE SONG,Influencer & Co-Creation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e4ea50b9c6854adb8d6868ad05ae24e5
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,DUA LIPA X PORSCHE THE ALL-ELECTRIC MACAN,PORSCHE,GRABARZ & PARTNER,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/54b2787789814539929f4413bf31ca78
FAN ENGAGEMENT_DISTRIBUTION STRATEGY,ZALANDO X TOPNOTCH,ZALANDO,HOME AGENCY,Brand Partnerships Sponsorships & Collaborations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9b0582392b984c4e808220e8b6297525
FINTECH,PINK CHIP,DEGIRO,AKQA,Fintech,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/e0ad59fae4d04238bf05b9089afa7169
FINTECH,SUPERCUBE,KNORR,WEBER SHANDWICK,Early-Stage Technology,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/be26abcfe01349a3959ba496a385a457
FINTECH,AIZOME WASTECARE INDUSTRIAL WASTE � CERTIFIED AS SKINCARE,AIZOME,SERVICEPLAN,Brand Led Innovation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/81351a8a09804c239bd1bda869553d77
FINTECH,FISHING FOR DATA,BANK BNP PARIBAS POLAND,BNP PARIBAS BANK POLSKA SA,Environmental Innovation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b57cd3c8c08541c6b4cad7c0473d746d
FINTECH,AIRQUITY,EAR SWITCH,HAVAS LYNX,Societal Innovation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/8a8cf9b1f4e04c42b18a296d84e31ec0
FINTECH,THE BRUSHALYSER,DIRECT LINE,WEBER SHANDWICK,Early-Stage Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/feda360afadf4f45b583dfc2adc57bb7
FINTECH,UNSILENCE THE CROWD,SELA AND NEWCASTLE UNITED,SELA,Brand Led Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fea4b05681ed4efdb21a7977151f6430
FINTECH,SHOTCONTROL,SAMSUNG,CHEIL AMSTERDAM,Brand Led Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3dbddc2934f7432fbb255017250097fc
FINTECH,LAHITAPIOLA BLINKY,LAHITAPIOLA,BOB THE ROBOT-NOA,Product Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/82d7657cdb554d92935ad4ef5d5ea6b0
FINTECH,CYTRIC EASY,AMADEUS,ACCENTURE SONG,Product Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/dd696e16aca0493a9353117248469169
FINTECH,TRAI NEIGHBORHOOD WELLBEING INDEX,STORIA,PUBLICIS ROMANIA,Product Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c1ee45fb78c244579c1f8b9c15c81d60
FINTECH,OPTIC 2000 CHALLENGER,OPTIC 2000,AUSTRALIEGAD,Product Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c94d389c3233455fbf479875d1b12436
FINTECH,ELIDOR BRAZILIAN KERATIN THERAPY SERIES,ELIDOR,SOBRAZ ILETISIM,Product Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5f0bb45fbac04b89bd0fcac5930ba503
FINTECH,THE ECOCHEQUE HACK,111111,VML BELGIUM,Environmental Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7656715d79854cd6be232d91783946cf
FINTECH,EMBODIED CARBON DECLARED,ARCHITECTS CLIMATE ACTION NETWORK ACAN SWEDEN,DIFFER,Environmental Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ea5d37f40ef64d1e9fb9ddc9cd3cb134
FINTECH,SOLAR IMPULSE - AI IMPULSE,SOLAR IMPULSE,PUBLICIS CONSEIL,Environmental Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6bc6f3dfa9bd4fb8afcd01d750d4de71
FINTECH,UNDO THE FIREWALL,THE TRUE STORY,HELLO MONDAY,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/63663fb98e614dc68fd45b5561fd341b
FINTECH,SHOTCONTROL,SAMSUNG,CHEIL AMSTERDAM,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d4a8ec5c11b74cc3b11740462fe51a60
FUNDRAISING & ADVOCACY,WAITING TO LIVE,NHS,VML,Fundraising & Advocacy,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/07f7e7d7e94e49998c9df6aa0c45a2f7
FUNDRAISING & ADVOCACY,ANIMAL ALERTS,PETPACE,SERVICEPLAN,Brand-led Education & Awareness,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/f89c82ba53534b7982632fd22458d6a9
FUNDRAISING & ADVOCACY,CALL GLENN,CHILD FOCUS,VML BELGIUM,Non-profit-Foundation-led Education & Awareness,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/c6111e638ea74088b873ac8177c09ae5
FUNDRAISING & ADVOCACY,MISSED BIRTHDAYS,ITV X CALM,adam&eveDDB,Brand-led Education & Awareness,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/2ac9f2645cac40a3bbbdf044dc1a8ad2
FUNDRAISING & ADVOCACY,GUSTAVE ROUSSY - A TRUE STORY,GUSTAVE ROUSSY,PUBLICIS CONSEIL,Non-profit-Foundation-led Education & Awareness,Silver,https://ascentialcdn.filespin.io/api/v1/storyboard/b7eba9e84da94535a1d2d5ec6121a3f0/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,ASSUME THAT I CAN,COORDOWN,INDIANA PRODUCTION COMPANY,Fundraising & Advocacy,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/16a32c06ca9d4517915b8d30ccd12280
FUNDRAISING & ADVOCACY,AIRQUITY,EAR SWITCH,HAVAS LYNX,Health & Wellness Tech,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/8a8cf9b1f4e04c42b18a296d84e31ec0
FUNDRAISING & ADVOCACY,FIRST CONVERSATION,HEETCH,BETC,Brand-led Education & Awareness,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/0cdda07bdf2446a68dc5097192896d27
FUNDRAISING & ADVOCACY,855-HOW-TO-QUIT-OPIOIDS,ANZEN HEALTH,SERVICEPLAN,Brand-led Education & Awareness,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/02e2d8b79b63493cacad70090c57cdbc
FUNDRAISING & ADVOCACY,NOT FOR SALE,CNP,THE GOOD COMPANY,Insurance,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/180cddf84f084162816ba04516ae522c
FUNDRAISING & ADVOCACY,THE PEEING PEOPLE,MERCK,VML HEALTH,Disease Awareness & Understanding,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/c8c62cc7ad2141a29e44c8abe53a563b
FUNDRAISING & ADVOCACY,COULD IT BE THIS EASY?,SANDOZ DEUTSCHLAND - HEXAL,SERVICEPLAN,OTC Oral Medicines,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/8b0de007616c4866a6bf4a3773f4fbc3/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,AIZOME ULTRA - AN INNOVATIVE METHOD TO CREATE TEXTILES WITH LASTING HEALTH BENEFITS,AIZOME,SERVICEPLAN,OTC Products,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/77c30abc31bf4296ac52701b49edebfc
FUNDRAISING & ADVOCACY,SUPERCUBE,KNORR,WEBER SHANDWICK,Health & Wellness Tech,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/be26abcfe01349a3959ba496a385a457
FUNDRAISING & ADVOCACY,LAIKA 13,LANSFORSAKRINGAR GOTEBORG OCH BOHUSLAN,STENDAHLS,Brand-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3bbd45b44e324edc987342bb51e70d45
FUNDRAISING & ADVOCACY,A PIECE OF ME,KPN,DENTSU CREATIVE,Brand-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/a06e3c49bba2490da848204cc8ccc636/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,NOT FOR SALE,CNP,THE GOOD COMPANY,Brand-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/180cddf84f084162816ba04516ae522c
FUNDRAISING & ADVOCACY,THE PROMO OF THE CENTURY,MONOPRIX,THE GOOD COMPANY,Brand-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/ba21610e72dd4dd8bea18c131e0e0eb0/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,KIEHLS KIDS,KIEHLS,MARCEL,Brand-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ad6bbee819e04489bb09e46f276c3014
FUNDRAISING & ADVOCACY,THE HIDDEN STORY,ASSOCIATION L ENFANT BLEU,ASSOCIATION L ENFANT BLEU,Non-profit-Foundation-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d432782c14eb471fb2af42edaf2b6ad1
FUNDRAISING & ADVOCACY,WITH NO FEAR,FUNDACION MD ANDERSON CANCER CENTER ESPANA,HAVAS,Non-profit-Foundation-led Education & Awareness,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b793a139d5cc4340af516ac2d4249142/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,CALL GLENN,CHILD FOCUS,VML BELGIUM,Fundraising & Advocacy,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c6111e638ea74088b873ac8177c09ae5
FUNDRAISING & ADVOCACY,ASSUME THAT I CAN,COORDOWN,INDIANA PRODUCTION COMPANY,Fundraising & Advocacy,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/a710110dcda446769d5f0c5d0e008414/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,THE STORY OF HENRY ROBERTS,NEUTRO ROBERTS,OGILVY,Corporate Image & Communication,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b636cc3acf03479ca7d33e6774d2e9f4/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,THE BALANCING ACT,ASTRAZENECA,VML,Healthcare Professional Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/0fccad174d46462499e93fedeb56f991/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,THE BALANCING ACT,ASTRAZENECA,VML,Healthcare Professional Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/0fccad174d46462499e93fedeb56f991/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,HEART SURGEON S COOKBOOK,GETINGE,FORSMAN & BODENFORS,Healthcare Professional Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e1236a91af2b4d7d954219c3f3a0acdd
FUNDRAISING & ADVOCACY,HOME RENOVATION,NOSPA POLAND,MRM WORLDWIDE,OTC Oral Medicines,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0e431395fd8b4beca10f0367e5debf6b/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,JOB INTERVIEW,NOSPA POLAND,MRM WORLDWIDE,OTC Oral Medicines,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/387e3c4c72e14e0c9c1a697f691119c7/storyboard_000008.jpg
FUNDRAISING & ADVOCACY,TALKING SHIT IS GOOD,SANOFI AVENTIS,MRM WORLDWIDE,OTC Oral Medicines,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/036e3f3314f048459b798aa7fc11f776
FUNDRAISING & ADVOCACY,PRINCESSES ON PERIODS,DORIVAL,MULLENLOWE UK,OTC Oral Medicines,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e974a940cb4c4a14bb6d01d32d17d275
FUNDRAISING & ADVOCACY,THE WORLD S BIGGEST AND CLEANEST BILLBOARD,SMYLE,FITZROY,OTC Applications,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a0c1406dc1154afaae6e8865bf39b35b
FUNDRAISING & ADVOCACY,BETIS PREGNANCY TEST,REAL BETIS BALOMPIE,VML SPAIN,OTC Products,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/36d62f3a813740c594beb0f4c60f3dbb
